issue_place_raw,n_charters
Trelleborg,1
Tribsees,1
Tribur,1
Trollaborg,1
Trolle-Ljungby,1
Trosly,1
Tryherredsting,1
Tuchel,1
Turestorpsö,1
Tutbury Slot,1
Tvede,1
Tvis,1
Tybjergs herredsting,1
Tyrstrup herredsting,1
Tågarp,1
Tånum birketing,1
Tølløse,1
Tørning,1
Tørrild herredsting,1
Udenfor Rostock,1
Uelsen,1
Uetersen klosters hestestald,1
Ukermünd,1
Ulkestrup,1
Ullerup,1
Ullerød,1
Ulstrup,1
Under belejringen af Crema,1
Urkelljunga,1
Uskela,1
Uskela by,1
Utrecht. Kejserpaladset,1
Valence,1
Valenciennes,1
Valmontone,1
Valmundsö,1
Vannes,1
Varberg landsting,1
Ved Bornholm,1
Ved Guben,1
Ved Stockholm,1
Ved Årøsund,1
Veddige,1
Veinge kirke,1
Vejrupgård,1
Vellerup,1
Velletri,1
Vemmenhågs herredsting,1
Vemmenhög herredsting,1
Vemmenhögs herredsting,1
"Vendelbo bygdeting, Hjørring",1
Vendsyssel bygdeting,1
Venezia,1
Vennebjerg herredsting,1
Verberie,1
Verchen,1
Verden,1
Verneuil,1
Veroli,1
Vestenskov kirke,1
Vestervig birketing,1
Viborg (Finland),1
Viemose,1
Vierraden,1
Vietlübbe,1
Villands herredsting,1
Villeneúve-les-Avignon,1
Villenueve,1
Villstad,1
Vilmenitz,1
Vindinge herred,1
Visborg slot,1
Visegrad,1
Vista,1
Voer klosterkirke,1
Vognslund,1
Volborg herredsting,1
Voldborg herredsting,1
Vollerwiek,1
Vor Frue Kirkes kor i Riga,1
Vor Frue kirke i Hamburg,1
Vor Frue kirkegård i Randers,1
Vor frue kirke i København,1
Vreta,1
Vyborg,1
Vä,1
Värnamo,1
Värpinge,1
Växjö domkirke,1
Væ,1
Waiblingen,1
Wallingford,1
Wallum,1
Wantage,1
Warenborch (Vordingborg?),1
Warne(münde),1
Wendischtun,1
Werla,1
Wesenberg,1
Wien,1
Wildeshausen,1
Windsor Park Manor,1
Winsen,1
Wismar],1
Wittenstein,1
Wittstock,1
Wolmar,1
Worcester,1
Wordburg,1
Zarrentin,1
Zehdenick,1
Znojmo,1
Zudar,1
Zwilipper Fähre,1
['s-Hertogenbosch],1
[Aarhus],1
[Antwerpen],1
[Avignon],1
[Bara herredsting],1
[Bergen],1
[Bruxelles],1
[Deventer],1
[Dordrecht],1
[Dortmund],1
[England],1
[Falsterbo],1
[Fjends herredsting eller Salling sysselting?],1
[Fuglsang?],1
[Fyn],1
[Fyns landsting],1
[Fyns] landsting,1
[Gottorp],1
[Hamburg],1
[Holbek] (Nordfriesland),1
[Kannikeboligen i Viborg],1
[Kapitelhuset i Ribe],1
[Kiel],1
[Kolberg],1
[Köln],1
[Köslin],1
[Køge],1
[Laholm],1
[Landskrona],1
[Leiden],1
[Lund el. Malmø],1
[Lund] St. Laurentii kloster,1
[Lüneburg],1
[Mainz],1
[Maribo],1
[Napoli],1
[Nyköping],1
[Orvieto],1
[Perugia],1
[Prag],1
[Prémontré],1
[Randers],1
[Rieti],1
[Sens],1
[Skodborg herredsting eller Hardsyssels ting?],1
[Skåne],1
[Slagelse],1
[Sorø],1
[St.-Remi i Reims],1
[Svendborg],1
[Söderköping],1
[Thorn],1
[Vandfuld herredsting],1
[Viborg] landsting,1
[Viterbo],1
[Wilsnack],1
[Åbenrå],1
[Århus kapitel],1
[Århus stift],1
[Års herredsting eller Himmer sysselting?],1
[Østjylland],1
] Hald,1
] Lund,1
] Lübeck,1
] Næstved,1
borgen Uexküll,1
by,1
slottet Strelitz,1
Åbo slot,1
"Ågård, Billeberga sogn",1
Åker kirke,1
Åkirkeby,1
Ålborg Vor Frue kirke,1
"Ålstrup, Lolland",1
Århus kapitel,1
Års herredsting,1
"Ås kloster, Halland",1
Åsum,1
Åsum herredsting,1
Æbelholt kloster,1
Æbeltoft,1
Æbleholm,1
Ærkebiskoppens kammer i Lund,1
Ærkedegn Erik Dosenrodes residens i Flensborg.,1
Ærø,1
Æt Bearwe,1
Ödeshög kirke,1
Örebro?,1
Öslöv,1
Ø kloster,1
Øm,1
Østerburgh,1
Østerherredsting paa Før,1
Üxcüll,1
