navn,name_base,art,layers,n_units,n_versions,earliest_fra,latest_til,ambiguous,spread_km,lat,lon,candidates
Albæk-Voer Pastorat,Albæk-Voer,Pastorat,Pastorat,1,1,1770-07-02,1854-07-02,no,0.0,57.232643,10.417735,
Albæk-Voer Sognekommune,Albæk-Voer,Sognekommune,Sognekommune,1,1,1842-01-01,1919-04-01,no,0.0,57.232643,10.417735,
Albøge Ejerlav,Albøge,Ejerlav,Ejerlav,1,3,1000-01-01,9999-12-31,no,0.0,56.359346,10.69028,
Albøge Sogn,Albøge,Sogn,Sogn,1,4,1000-01-01,9999-12-31,no,0.0,56.360368,10.692415,
Albøge Sognekommune,Albøge,Sognekommune,Sognekommune,1,1,1929-04-01,1962-04-01,no,0.0,56.361815,10.689561,
Alderslyst Sogn,Alderslyst,Sogn,Sogn,1,4,1937-05-01,9999-12-31,no,0.0,56.182233,9.550152,
Alderslyst-Balle Pastorat,Alderslyst-Balle,Pastorat,Pastorat,1,2,1937-07-02,1978-07-02,no,0.0,56.186588,9.494101,
Aldersro Sogn,Aldersro,Sogn,Sogn,1,5,1908-09-19,9999-12-31,no,0.0,55.709473,12.557726,
Aldrup Ejerlav,Aldrup,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,56.347979,9.75954,
Algestrup Ejerlav,Algestrup,Ejerlav,Ejerlav,5,11,1000-01-01,9999-12-31,yes,87.62,,,"124612@55.6423,11.7194 | 125792@55.3804,12.0757 | 124845@55.7266,11.3132 | 127243@54.8649,11.9977 | 124710@55.6390,11.7271"
Alken Ejerlav,Alken,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,56.054431,9.84969,
Alkærsig Ejerlav,Alkærsig,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.978373,8.475031,
Allehelgens Pastorat,Allehelgens,Pastorat,Pastorat,1,3,1924-11-03,9999-12-31,no,0.0,55.665374,12.622498,
Allehelgens Sogn,Allehelgens,Sogn,Sogn,1,3,1924-11-03,9999-12-31,no,0.0,55.665374,12.622498,
Allelev Ejerlav,Allelev,Ejerlav,Ejerlav,1,3,1000-01-01,9999-12-31,no,0.0,56.388352,10.759551,
Aller Afstemningsområde,Aller,Sønderjysk afstemningsområde,Soenderjysk_afstemningsomraade,1,1,1920-01-10,1920-01-10,no,0.0,55.366822,9.53042,
Aller Ejerlav,Aller,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.366822,9.53042,
Aller Sogn,Aller,Sogn,Sogn,1,7,1000-01-01,9999-12-31,no,0.0,55.35756,9.557539,
Aller Sognekommune,Aller,Sognekommune,Sognekommune,1,1,1921-04-01,1970-03-31,no,0.0,55.35756,9.558832,
Allerslev Ejerlav,Allerslev,Ejerlav,Ejerlav,3,5,1000-01-01,9999-12-31,yes,225.06,,,"125392@55.0791,12.0560 | 124060@55.5935,11.9601 | 131990@55.7253,8.3735"
Allerslev Sogn,Allerslev,Sogn,Sogn,2,5,1000-01-01,9999-12-31,yes,29.07,,,"113954@55.0810,12.0541 | 113953@55.6015,11.9497"
Allerslev Sognekommune,Allerslev,Sognekommune,Sognekommune,2,3,1842-01-01,1966-04-01,yes,29.07,,,"119249@55.0810,12.0541 | 118996@55.6014,11.9497"
Allerup Afstemningsområde,Allerup,Sønderjysk afstemningsområde,Soenderjysk_afstemningsomraade,1,1,1920-01-10,1920-01-10,no,0.0,55.18787,9.013088,
Allerup Ejerlav,Allerup,Ejerlav,Ejerlav,6,13,1000-01-01,9999-12-31,yes,204.26,,,"132068@55.4470,8.6127 | 132421@55.1879,9.0131 | 124591@55.7127,11.6600 | 126023@55.3365,10.4629 | 127571@57.2319,10.2112 | 126729@55.2286,10.2121"
Allerup Sogn,Allerup,Sogn,Sogn,1,2,1000-01-01,9999-12-31,no,0.0,55.336695,10.470377,
Allerup-Davinde Pastorat,Allerup-Davinde,Pastorat,Pastorat,1,1,1770-07-02,1924-07-01,no,0.0,55.340116,10.508938,
Allerup-Davinde Sognekommune,Allerup-Davinde,Sognekommune,Sognekommune,1,1,1842-01-01,1970-03-31,no,0.0,55.340116,10.508938,
Allerup-Davinde-Højby Pastorat,Allerup-Davinde-Højby,Pastorat,Pastorat,1,3,1975-05-01,1987-07-02,no,0.0,55.340116,10.508938,
Allerups Springstrupjorder Ejerlav,Allerups Springstrupjorder,Ejerlav,Ejerlav,1,1,1798-07-01,9999-12-31,no,0.0,55.703474,11.662828,
Allerød Ejerlav,Allerød,Ejerlav,Ejerlav,1,3,1000-01-01,9999-12-31,no,0.0,55.86535,12.36148,
Allerød Kommune,Allerød,Kommune,Kommune,2,5,1970-04-01,9999-12-31,no,0.0,55.85557,12.321075,
Allerød-Farum Vurderingskreds,Allerød-Farum,Vurderingskreds,Vurderingskreds,1,4,1970-04-01,2002-05-16,no,0.0,55.847826,12.332389,
Allese Ejerlav,Allese,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,55.457746,10.313702,
Allese-Næsbyhoved Broby Sognekommune,Allese-Næsbyhoved Broby,Sognekommune,Sognekommune,1,3,1842-01-01,1970-03-31,no,0.0,55.444577,10.3156,
Alleshave Ejerlav,Alleshave,Ejerlav,Ejerlav,1,3,1000-01-01,9999-12-31,no,0.0,55.731633,11.231762,
Allested Ejerlav,Allested,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,55.263531,10.335075,
Allested Sogn,Allested,Sogn,Sogn,1,2,1000-01-01,9999-12-31,no,0.0,55.263531,10.335075,
Allested-Vejle Pastorat,Allested-Vejle,Pastorat,Pastorat,1,1,1854-07-02,1924-07-01,no,0.0,55.270889,10.320004,
Allested-Vejle Sognekommune,Allested-Vejle,Sognekommune,Sognekommune,1,1,1842-01-01,1966-04-01,no,0.0,55.270889,10.320004,
Allestrup Ejerlav,Allestrup,Ejerlav,Ejerlav,2,4,1000-01-01,9999-12-31,no,24.8,56.58641,10.028253,
Allestrupgård Ejerlav,Allestrupgård,Ejerlav,Ejerlav,1,2,1743-07-02,9999-12-31,no,0.0,56.569101,10.040707,
Allesø Sogn,Allesø,Sogn,Sogn,1,2,1000-01-01,9999-12-31,no,0.0,55.457746,10.313702,
Allesø-Næsbyhoved Broby Pastorat,Allesø-Næsbyhoved Broby,Pastorat,Pastorat,1,5,1000-01-01,9999-12-31,no,0.0,55.44465,10.315481,
Allindelille Ejerlav,Allindelille,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,55.524738,11.759321,
Allindemagle Ejerlav,Allindemagle,Ejerlav,Ejerlav,2,5,1000-01-01,9999-12-31,no,0.3,55.506732,11.721241,
Allindemagle Sogn,Allindemagle,Sogn,Sogn,1,2,1000-01-01,9999-12-31,no,0.0,55.504658,11.722218,
Alling Ejerlav,Alling,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,56.111372,9.733032,
Alling Sogn,Alling,Sogn,Sogn,1,2,1000-01-01,9999-12-31,no,0.0,56.114437,9.733754,
Alling-Tulstrup Pastorat,Alling-Tulstrup,Pastorat,Pastorat,1,1,1770-07-02,1924-07-01,no,0.0,56.117693,9.777283,
Alling-Tulstrup Sognekommune,Alling-Tulstrup,Sognekommune,Sognekommune,1,1,1842-01-01,1966-04-01,no,0.0,56.117693,9.777283,
Allinge Bygrunde Ejerlav,Allinge Bygrunde,Ejerlav,Ejerlav,1,2,1769-08-26,9999-12-31,no,0.0,55.276426,14.802221,
Allinge-Gudhjem Kommune,Allinge-Gudhjem,Kommune,Kommune,1,3,1970-04-01,2002-12-31,no,0.0,55.182725,14.933123,
Allinge-Gudhjem-Hasle Vurderingskreds,Allinge-Gudhjem-Hasle,Vurderingskreds,Vurderingskreds,1,5,1970-04-01,2002-05-16,no,0.0,55.181756,14.870466,
Allinge-Sandvig Ejerlav,Allinge-Sandvig,Ejerlav,Ejerlav,1,1,1000-01-01,1769-08-26,no,0.0,55.280355,14.782204,
Allinge-Sandvig Købstadskommune,Allinge-Sandvig,Købstadskommune,Koebstadskommune,1,10,1838-07-02,1970-03-31,no,0.0,55.276595,14.791439,
Allinge-Sandvig Købstæders Landdistrikt Sognekommune,Allinge-Sandvig Købstæders Landdistrikt,Sognekommune,Sognekommune,1,3,1850-07-02,1923-04-01,no,0.0,55.277549,14.763543,
Allinge-Sandvig Markjorder Ejerlav,Allinge-Sandvig Markjorder,Ejerlav,Ejerlav,1,7,1769-08-26,9999-12-31,no,0.0,55.280343,14.781644,
Allinge-Sandvig Pastorat,Allinge-Sandvig,Pastorat,Pastorat,1,1,1940-07-01,9999-12-31,no,0.0,55.276851,14.775087,
Allinge-Sandvig Sogn,Allinge-Sandvig,Sogn,Sogn,1,9,1000-01-01,9999-12-31,no,0.0,55.277125,14.774633,
Allinge-Sandvig-Olsker Pastorat,Allinge-Sandvig-Olsker,Pastorat,Pastorat,1,10,1000-01-01,1940-07-01,no,0.0,55.250301,14.797641,
Allinggård Ejerlav,Allinggård,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,56.259972,9.623382,
Alme Ejerlav,Alme,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,56.092047,12.260263,
Almind Ejerlav,Almind,Ejerlav,Ejerlav,2,3,1000-01-01,9999-12-31,yes,44.94,,,"130975@55.5594,9.4811 | 129146@56.3673,9.3858"
Almind Sogn,Almind,Sogn,Sogn,2,4,1000-01-01,9999-12-31,yes,45.57,,,"113961@56.3778,9.3967 | 113962@55.5579,9.4699"
Almind Sognekommune,Almind,Sognekommune,Sognekommune,2,2,1842-01-01,1970-03-31,yes,45.57,,,"120219@55.5579,9.4699 | 119888@56.3779,9.3966"
Almind-Lysgård Pastorat,Almind-Lysgård,Pastorat,Pastorat,1,1,1807-06-12,1816-12-27,no,0.0,56.368174,9.370221,
Almind-Sjørslev Pastorat,Almind-Sjørslev,Pastorat,Pastorat,1,3,1770-07-02,1924-07-01,no,0.0,56.377807,9.396716,
Alminde Ejerlav,Alminde,Ejerlav,Ejerlav,1,2,1782-10-30,9999-12-31,no,0.0,54.756088,11.258097,
Almindevænge Ejerlav,Almindevænge,Ejerlav,Ejerlav,1,1,1745-12-31,9999-12-31,no,0.0,55.362285,12.145144,
Almsted Afstemningsområde,Almsted,Sønderjysk afstemningsområde,Soenderjysk_afstemningsomraade,1,1,1920-01-10,1920-01-10,no,0.0,54.975248,9.955385,
Almsted Ejerlav,Almsted,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,54.975448,9.956562,
Almstofte Ejerlav,Almstofte,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.372321,11.824783,
Almstrup Ejerlav,Almstrup,Ejerlav,Ejerlav,1,1,1000-01-01,1870-12-31,no,0.0,54.94268,9.293641,
Almtoft Ejerlav,Almtoft,Ejerlav,Ejerlav,1,3,1000-01-01,9999-12-31,no,0.0,56.277129,9.443323,
Alnor Ejerlav,Alnor,Ejerlav,Ejerlav,1,1,1000-01-01,1872-01-01,no,0.0,54.910021,9.589775,
Alrum Ejerlav,Alrum,Ejerlav,Ejerlav,1,4,1000-01-01,9999-12-31,no,0.0,56.179535,8.244053,
Alrø Ejerlav,Alrø,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,55.857633,10.069799,
Alrø Pastorat,Alrø,Pastorat,Pastorat,1,1,1770-07-02,1924-07-01,no,0.0,55.857629,10.069774,
Alrø Sogn,Alrø,Sogn,Sogn,1,2,1000-01-01,9999-12-31,no,0.0,55.857633,10.069799,
Alrø Sognekommune,Alrø,Sognekommune,Sognekommune,1,2,1842-01-01,1970-03-31,no,0.0,55.857633,10.069799,
Als Ejerlav,Als,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,56.750644,10.269154,
Als Nørre Geografisk Herred,Als Nørre Geografisk,Geografisk Herred,Geografisk_Herred,1,5,1000-01-01,1970-03-30,no,0.0,55.028309,9.786819,
Als Nørre Provsti,Als Nørre,Provsti,Provsti,2,5,1676-07-01,1879-07-02,no,0.02,55.028369,9.787269,
Als Nørre herred,Als Nørre,Herred,Herred,1,3,1622-07-02,1867-09-22,no,0.0,55.045161,9.736325,
Als Nørre og Sønder Herreder,Als Nørre og Sønder,Retskreds,Retskreds,1,5,1921-04-01,1957-03-31,no,0.0,54.969394,9.869944,
Als Nørre og Sønder Herreder Politikreds,Als Nørre og Sønder,Politikreds,Politikreds,1,6,1921-04-01,1957-03-31,no,0.0,54.957227,9.838344,
Als Overdrev Ejerlav,Als Overdrev,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,56.768186,10.247943,
Als Pastorat,Als,Pastorat,Pastorat,1,3,1770-07-02,1924-07-01,no,0.0,56.778013,10.259313,
Als Provsti,Als,Provsti,Provsti,1,1,1000-01-01,1676-07-01,no,0.0,54.967956,9.870391,
Als Skyldkreds,Als,Skyldkreds,Skyldkreds,1,4,1921-04-01,1923-12-31,no,0.0,54.964908,9.877869,
Als Sogn,Als,Sogn,Sogn,1,7,1000-01-01,9999-12-31,no,0.0,56.777746,10.259313,
Als Sognekommune,Als,Sognekommune,Sognekommune,1,4,1842-01-01,1970-03-31,no,0.0,56.77787,10.259307,
Als Sønder Geografisk Herred,Als Sønder Geografisk,Geografisk Herred,Geografisk_Herred,1,15,1000-01-01,1970-03-30,no,0.0,54.928683,9.927489,
Als Sønder Provsti,Als Sønder,Provsti,Provsti,2,9,1676-07-01,1879-07-02,no,0.15,54.934875,9.926084,
Als Sønder herred,Als Sønder,Herred,Herred,1,8,1667-07-02,1867-09-22,no,0.0,54.902236,9.941022,
Als Vurderingskreds,Als,Vurderingskreds,Vurderingskreds,1,9,1924-01-01,1970-03-31,no,0.0,54.969839,9.870573,
Als og Ærø Amtsprovsti,Als og Ærø Amtsprovsti,Provsti,Provsti,1,2,1819-04-21,1834-07-02,no,0.0,54.960529,9.947454,
Als og Ærø stift,Als og Ærø,Stift,stift_jyl; stift_sjl,2,12,1819-04-21,1864-07-01,no,17.02,54.927845,10.118506,
Alsbjerg Ejerlav,Alsbjerg,Ejerlav,Ejerlav,1,3,1000-01-01,9999-12-31,no,0.0,57.055419,9.439106,
Alslev Afstemningsområde,Alslev,Sønderjysk afstemningsområde,Soenderjysk_afstemningsomraade,1,1,1920-01-10,1920-01-10,no,0.0,55.014222,9.307617,
Alslev Ejerlav,Alslev,Ejerlav,Ejerlav,4,9,1000-01-01,9999-12-31,yes,192.35,,,"132007@55.5839,8.4230 | 132707@55.0141,9.3077 | 125659@55.2842,12.1995 | 132629@55.0305,9.0319"
Alslev Sogn,Alslev,Sogn,Sogn,2,5,1000-01-01,9999-12-31,yes,119.57,,,"113966@55.5877,8.4280 | 113965@55.2830,12.1800"
Alslev Sognekommune,Alslev,Sognekommune,Sognekommune,1,1,1919-04-01,1970-03-31,no,0.0,55.28297,12.179987,
Alslev fogderi,Alslev,Birk,Birk,1,1,1000-01-01,1867-09-22,no,0.0,55.02898,9.039138,
Alslev nord for Åen Afstemningsområde,Alslev nord for Åen,Sønderjysk afstemningsområde,Soenderjysk_afstemningsomraade,1,1,1920-01-10,1920-01-10,no,0.0,55.030896,9.02773,
Alslev over Åen Ejerlav,Alslev over Åen,Ejerlav,Ejerlav,1,1,1867-09-22,9999-12-31,no,0.0,55.024685,9.06223,
Alslev syd for Åen Afstemningsområde,Alslev syd for Åen,Sønderjysk afstemningsområde,Soenderjysk_afstemningsomraade,1,1,1920-01-10,1920-01-10,no,0.0,55.024685,9.06223,
Alslev-Hostrup Pastorat,Alslev-Hostrup,Pastorat,Pastorat,1,2,1770-07-02,1924-07-01,no,0.0,55.582982,8.411215,
Alslev-Hostrup Sognekommune,Alslev-Hostrup,Sognekommune,Sognekommune,1,1,1842-01-01,1970-03-31,no,0.0,55.57831,8.394473,
Alslevgård Ejerlav,Alslevgård,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,55.288528,12.165837,
Alslevvrå Ejerlav,Alslevvrå,Ejerlav,Ejerlav,1,1,1000-01-01,1867-09-22,no,0.0,55.015739,9.0548,
Alsted Ejerlav,Alsted,Ejerlav,Ejerlav,2,2,1000-01-01,9999-12-31,yes,119.65,,,"125117@55.4049,11.6651 | 128759@56.8478,8.8177"
Alsted Geografisk Herred,Alsted Geografisk,Geografisk Herred,Geografisk_Herred,1,13,1000-01-01,1970-03-30,no,0.0,55.466252,11.598245,
Alsted Provsti,Alsted,Provsti,Provsti,1,8,1000-01-01,1808-07-01,no,0.0,55.468547,11.601233,
Alsted Sogn,Alsted,Sogn,Sogn,2,2,1000-01-01,9999-12-31,yes,119.42,,,"113967@55.4102,11.6563 | 113968@56.8534,8.8192"
Alsted-Bjergby Sognekommune,Alsted-Bjergby,Sognekommune,Sognekommune,1,1,1842-01-01,1970-03-31,no,0.0,56.863679,8.777613,
Alsted-Fjenneslev Pastorat,Alsted-Fjenneslev,Pastorat,Pastorat,1,2,1770-07-02,1924-07-01,no,0.0,55.423343,11.66385,
Alsted-Fjenneslev Sognekommune,Alsted-Fjenneslev,Sognekommune,Sognekommune,1,2,1842-01-01,1966-04-01,no,0.0,55.423181,11.663932,
Alsted-Flinterup Ejerlav,Alsted-Flinterup,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.420235,11.675873,
Alstedgård Ejerlav,Alstedgård,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,55.843734,9.440006,
Alstrup Birk,Alstrup,Birk,Birk,1,1,1720-05-03,1735-01-21,no,0.0,54.905587,11.815768,
Alstrup Ejerlav,Alstrup,Ejerlav,Ejerlav,6,15,1000-01-01,9999-12-31,yes,215.42,,,"128438@56.7072,9.2764 | 131403@56.3847,8.5560 | 124985@55.8769,10.6269 | 127224@54.8876,11.7662 | 133340@56.6416,10.0108 | 127806@57.2728,9.7589"
Alstrup Hede Ejerlav,Alstrup Hede,Ejerlav,Ejerlav,1,2,1740-01-01,9999-12-31,no,0.0,56.73726,9.64534,
Alstrup Mølle Ejerlav,Alstrup Mølle,Ejerlav,Ejerlav,1,1,1000-01-01,1749-07-02,no,0.0,56.354777,10.085744,
Alstrup Sogn,Alstrup,Sogn,Sogn,2,6,1000-01-01,9999-12-31,yes,34.91,,,"113970@56.7070,9.2565 | 113969@57.2728,9.7589"
Alstrupgård Ejerlav,Alstrupgård,Ejerlav,Ejerlav,1,3,1000-01-01,9999-12-31,no,0.0,56.357437,10.089687,
Alsø Ejerlav,Alsø,Ejerlav,Ejerlav,1,3,1000-01-01,9999-12-31,no,0.0,54.714533,11.556812,
Alsønderup Ejerlav,Alsønderup,Ejerlav,Ejerlav,1,3,1000-01-01,9999-12-31,no,0.0,55.974987,12.229936,
Alsønderup Sogn,Alsønderup,Sogn,Sogn,1,13,1000-01-01,9999-12-31,no,0.0,55.967006,12.225461,
Alsønderup Sognekommune,Alsønderup,Sognekommune,Sognekommune,1,4,1842-01-01,1970-03-31,no,0.0,55.966714,12.225105,
Amager Birk,Amager,Birk,Birk,1,7,1000-01-01,1919-10-01,no,0.0,55.629072,12.651886,
Amager Distrikt,Amager Distrikt,Lægedistrikt,Laegedistrikt,1,4,1788-05-09,1915-03-26,no,0.0,55.617688,12.646075,
Amager Nordre Vurderingskreds,Amager Nordre,Vurderingskreds,Vurderingskreds,3,5,1959-04-01,2002-05-16,no,3.84,55.631289,12.695901,
Amager Skyldkreds,Amager,Skyldkreds,Skyldkreds,1,1,1903-05-15,1923-12-31,no,0.0,55.611239,12.656185,
Amager Søndre Vurderingskreds,Amager Søndre,Vurderingskreds,Vurderingskreds,3,6,1959-04-01,2002-05-16,no,1.76,55.590941,12.589304,
Amager Vurderingskreds,Amager,Vurderingskreds,Vurderingskreds,1,6,1924-01-01,1959-03-31,no,0.0,55.609046,12.643927,
Amagerbro Kvarters Ejerlav,Amagerbro Kvarters,Ejerlav,Ejerlav,1,7,1742-12-31,9999-12-31,no,0.0,55.671094,12.61125,
Amagerbro Provsti,Amagerbro,Provsti,Provsti,1,4,1992-01-01,9999-12-31,no,0.0,55.659135,12.612327,
Amagergårde Ejerlav,Amagergårde,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,55.450741,10.250371,
Amagerland Provsti,Amagerland,Provsti,Provsti,1,3,1992-01-01,9999-12-31,no,0.0,55.612347,12.625435,
Amagerland Vestre Overdrevs Ejerlav,Amagerland Vestre Overdrevs,Ejerlav,Ejerlav,1,1,1000-01-01,1742-12-31,no,0.0,55.626257,12.589279,
Amagerland Østre Overdrevs Ejerlav,Amagerland Østre Overdrevs,Ejerlav,Ejerlav,1,1,1000-01-01,1742-12-31,no,0.0,55.628357,12.650749,
Ambæk Ejerlav,Ambæk,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,55.109938,12.120018,
Amhede Ejerlav,Amhede,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.60637,9.26177,
Ammelhede Ejerlav,Ammelhede,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,56.435895,10.21603,
Ammendrup Ejerlav,Ammendrup,Ejerlav,Ejerlav,2,3,1000-01-01,9999-12-31,yes,51.07,,,"125393@55.0931,12.0416 | 124329@56.0092,12.1953"
Ammerup Ejerlav,Ammerup,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.354431,12.255233,
Ammitsbøl Ejerlav,Ammitsbøl,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.636042,9.425283,
Amstrup Ejerlav,Amstrup,Ejerlav,Ejerlav,2,3,1000-01-01,9999-12-31,yes,28.86,,,"130165@55.8886,10.1231 | 129119@56.3741,9.7900"
Amstrupgård Ejerlav,Amstrupgård,Ejerlav,Ejerlav,1,4,1000-01-01,9999-12-31,no,0.0,56.408225,10.051914,
Amtoft Ejerlav,Amtoft,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,57.009473,8.943203,
Amtrup Ejerlav,Amtrup,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,56.108402,8.898484,
Amtsbezirk Aastrup,Amtsbezirk Aastrup,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,2,1889-01-01,1921-04-01,no,0.0,55.273971,9.563427,
Amtsbezirk Abel,Amtsbezirk Abel,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,1,1889-01-01,1921-04-01,no,0.0,54.985515,8.881125,
Amtsbezirk Aggerschau,Amtsbezirk Aggerschau,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,1,1889-01-01,1921-04-01,no,0.0,55.128952,9.14947,
Amtsbezirk Alt-Hadersleben,Amtsbezirk Alt-Hadersleben,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,4,1889-01-01,1921-04-01,no,0.0,55.2697,9.457583,
Amtsbezirk Atzbüll,Amtsbezirk Atzbüll,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,1,1909-07-02,1921-04-01,no,0.0,54.936724,9.589113,
Amtsbezirk Atzerballig,Amtsbezirk Atzerballig,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,1,1889-01-01,1921-04-01,no,0.0,54.960932,9.97917,
Amtsbezirk Ballum,Amtsbezirk Ballum,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,1,1889-01-01,1921-04-01,no,0.0,55.078848,8.694897,
Amtsbezirk Bau,Amtsbezirk Bau,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,1,1889-01-01,1921-04-01,no,0.0,54.859317,9.369439,
Amtsbezirk Beftoft,Amtsbezirk Beftoft,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,1,1889-01-01,1921-04-01,no,0.0,55.183914,9.211455,
Amtsbezirk Bjolderup,Amtsbezirk Bjolderup,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,1,1889-01-01,1921-04-01,no,0.0,55.005139,9.264252,
Amtsbezirk Branderup,Amtsbezirk Branderup,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,1,1889-01-01,1921-04-01,no,0.0,55.155188,8.986766,
Amtsbezirk Brede,Amtsbezirk Brede,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,1,1889-01-01,1921-04-01,no,0.0,55.062412,8.801978,
Amtsbezirk Broacker,Amtsbezirk Broacker,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,1,1889-01-01,1921-04-01,no,0.0,54.868629,9.700001,
Amtsbezirk Buhrkall,Amtsbezirk Buhrkall,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,2,1889-01-01,1921-04-01,no,0.0,54.908025,9.072509,
Amtsbezirk Bülderup,Amtsbezirk Bülderup,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,1,1889-01-01,1921-04-01,no,0.0,54.953085,9.128871,
Amtsbezirk Döstrup,Amtsbezirk Döstrup,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,1,1889-01-01,1921-04-01,no,0.0,55.116874,8.808626,
Amtsbezirk Düppel,Amtsbezirk Düppel,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,2,1889-01-01,1921-04-01,no,0.0,54.917036,9.740783,
Amtsbezirk Eken,Amtsbezirk Eken,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,1,1889-01-01,1921-04-01,no,0.0,54.993363,9.864142,
Amtsbezirk Ekensund,Amtsbezirk Ekensund,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,2,1889-01-01,1921-04-01,no,0.0,54.903222,9.652154,
Amtsbezirk Emmerleff,Amtsbezirk Emmerleff,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,1,1889-01-01,1921-04-01,no,0.0,55.009134,8.694917,
Amtsbezirk Enstedt,Amtsbezirk Enstedt,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,1,1889-01-01,1921-04-01,no,0.0,54.980118,9.369342,
Amtsbezirk Feldstedt,Amtsbezirk Feldstedt,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,1,1889-01-01,1921-04-01,no,0.0,54.992784,9.550192,
Amtsbezirk Fjelstrup,Amtsbezirk Fjelstrup,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,1,1889-01-01,1921-04-01,no,0.0,55.318298,9.570038,
Amtsbezirk Frörup,Amtsbezirk Frörup,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,2,1889-01-01,1921-04-01,no,0.0,55.350007,9.418819,
Amtsbezirk Gramm,Amtsbezirk Gramm,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,4,1889-01-01,1921-04-01,no,0.0,55.292625,9.023135,
Amtsbezirk Gravenstein,Amtsbezirk Gravenstein,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,2,1889-01-01,1921-04-01,no,0.0,54.925176,9.591297,
Amtsbezirk Hagenberg,Amtsbezirk Hagenberg,Amtsbezirk (Amtsdistrikt),Amtsbezirk_Amtsdistrikt,1,1,1889-01-01,1921-04-01,no,0.0,55.040292,9.793941,
