name_norm,name_base,art,layers,n_units,n_versions,earliest_fra,latest_til,ambiguous,spread_km,lat,lon,candidates
byrum hals vesteroe,Byrum-Hals-Vesterø,Sognekommune,Sognekommune,1,9,1842-01-01,1970-03-31,no,0.0,57.273307,11.019415,
byrum vesteroe hals,Byrum-Vesterø-Hals,Pastorat,Pastorat,1,7,1000-01-01,1954-07-02,no,0.0,57.273298,11.019345,
byskov,Byskov,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,54.833405,11.840388,
bysted,Bysted,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,56.755349,8.929067,
bystrup,Bystrup,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,56.671127,9.368942,
charlottenlund,Charlottenlund,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.749798,12.581853,
charlottenpris,Charlottenpris,Ejerlav,Ejerlav,1,1,1740-07-02,9999-12-31,no,0.0,56.633328,10.009078,
christians,Christians,Sogn,Sogn,5,18,1901-06-01,9999-12-31,yes,149.85,,,"113152@55.6710,12.5875 | 113155@56.1793,10.1936 | 113153@55.7652,12.4941 | 113154@55.5857,9.7586 | 113814@54.9059,9.8097"
christiansborg slotssogn,Christiansborg Slotssogn,Sogn,Sogn,1,1,1930-08-01,1965-07-01,no,0.0,55.673643,12.574758,
christiansfeld,Christiansfeld,Ejerlav; Kommune; Sognekommune; Sønderjysk afstemningsområde; Vurderingskreds,Ejerlav; Kommune; Soenderjysk_afstemningsomraade; Sognekommune; Vurderingskreds,5,19,1000-01-01,9999-12-31,no,4.66,55.356492,9.482157,
christiansfeld roedding,Christiansfeld-Rødding,Vurderingskreds,Vurderingskreds,1,8,1970-04-01,2002-05-16,no,0.0,55.368214,9.256173,
christianshavn,Christianshavn,Købstad,Koebstad,1,1,1629-05-06,1674-10-29,no,0.0,55.671385,12.591182,
christianshavn kvarters,Christianshavn Kvarters,Ejerlav,Ejerlav,1,12,1000-01-01,9999-12-31,no,0.0,55.676319,12.600454,
christianshede,Christianshede,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,56.110978,9.367445,
christianshoej,Christianshøj,Ejerlav,Ejerlav,1,1,1748-12-31,9999-12-31,no,0.0,56.217924,9.341407,
christiansoe,Christiansø,Kommune; Sogn; Sognekommune,Kommune; Sogn; Sognekommune,4,4,1684-10-25,9999-12-31,no,0.0,55.321678,15.185257,
christianssaedes,Christianssædes,Birk,Birk,1,11,1687-09-17,1856-10-01,no,0.0,54.754072,11.349057,
classenske boliger,Classenske boliger,Sogn,Sogn,1,1,1880-07-01,1909-10-01,no,0.0,55.684977,12.531387,
clausager,Clausager,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,56.041717,8.539715,
clausholm,Clausholm,Ejerlav,Ejerlav,1,4,1000-01-01,9999-12-31,no,0.0,56.380798,10.190894,
daastrup,Dåstrup,Ejerlav; Sogn,Ejerlav; Sogn,2,3,1000-01-01,9999-12-31,no,0.46,55.549577,12.00487,
daerup,Dærup,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.274289,10.077017,
daevidsroed,Dævidsrød,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,55.416559,11.469673,
dageloekke,Dageløkke,Ejerlav,Ejerlav,1,4,1000-01-01,9999-12-31,no,0.0,55.952428,12.510264,
dagnaes,Dagnæs,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.842954,9.855558,
dagstrup,Dagstrup,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,56.350587,10.408173,
dal,Dal,Ejerlav,Ejerlav,2,5,1000-01-01,9999-12-31,yes,104.01,,,"132100@55.7683,8.9703 | 127452@57.4839,10.3260"
dal anneksgaard,Dal Anneksgård,Ejerlav,Ejerlav,1,3,1000-01-01,9999-12-31,no,0.0,56.50701,8.377202,
dalby,Dalby,Ejerlav; Sogn; Sognekommune,Ejerlav; Sogn; Sognekommune,11,17,1000-01-01,9999-12-31,yes,97.02,,,"113815@55.4635,9.5137 | 130427@56.2183,9.7624 | 124146@55.8037,11.9537 | 125666@55.3066,12.0711 | 120227@55.4630,9.5134 | 131813@55.4544,9.5087 | 124955@55.5162,11.1571 | 125975@55.5188,10.6498 | 130445@56.2303,9.7467 | 113120@55.5181,10.6692 | 119461@55.5181,10.6692"
dalby borup,Dalby-Borup,Ejerlav,Ejerlav,1,3,1000-01-01,9999-12-31,no,0.0,55.319693,12.068403,
dalby stubberup,Dalby-Stubberup,Pastorat; Sognekommune,Pastorat; Sognekommune,2,6,1770-07-02,1925-04-01,no,0.0,55.54979,10.648965,
dalbygaard,Dalbygård,Ejerlav,Ejerlav,2,2,1000-01-01,9999-12-31,no,21.7,54.869436,11.672718,
dalbygaarde,Dalbygårde,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,56.452124,8.630642,
dalbyneder,Dalbyneder,Ejerlav; Sogn,Ejerlav; Sogn,2,7,1000-01-01,9999-12-31,no,0.15,56.632733,10.243386,
dalbyneder dalbyover,Dalbyneder-Dalbyover,Pastorat; Sognekommune,Pastorat; Sognekommune,2,2,1873-07-02,1970-03-31,no,0.0,56.62476,10.205826,
dalbyneder lund,Dalbyneder Lund,Ejerlav,Ejerlav,1,1,1749-07-02,9999-12-31,no,0.0,56.63803,10.220139,
dalbyneder raaby soedring,Dalbyneder-Råby-Sødring,Pastorat; Sognekommune,Pastorat; Sognekommune,2,2,1770-07-02,1874-01-01,no,0.0,56.624545,10.275204,
dalbyover,Dalbyover,Ejerlav; Sogn,Ejerlav; Sogn,2,2,1000-01-01,9999-12-31,no,0.76,56.622313,10.185621,
daldover,Daldover,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,55.686063,9.255626,
daler,Daler,Ejerlav; Sogn; Sognekommune; Sønderjysk afstemningsområde,Ejerlav; Soenderjysk_afstemningsomraade; Sogn; Sognekommune,5,10,1000-01-01,9999-12-31,no,1.99,54.974076,8.769935,
daler moegeltoender,Daler-Møgeltønder,Pastorat,Pastorat,1,4,1000-01-01,1980-06-01,no,0.0,54.974076,8.770252,
dalgaard,Dalgård,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,56.648431,9.033331,
dalgaarde,Dalgårde,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,56.728629,8.926916,
dall,Dall,Ejerlav; Sogn,Ejerlav; Sogn,2,6,1000-01-01,9999-12-31,no,0.13,56.977955,9.896683,
dallerup,Dallerup,Ejerlav; Sogn; Sognekommune,Ejerlav; Sogn; Sognekommune,4,4,1000-01-01,9999-12-31,yes,40.36,,,"130397@56.1676,9.7894 | 130734@55.8101,9.8281 | 113124@56.1791,9.7986 | 120170@56.1791,9.7986"
dallund,Dallund,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,55.472914,10.279884,
dalsagergaard,Dalsagergård,Ejerlav,Ejerlav,1,1,1000-01-01,1746-12-31,no,0.0,57.449501,10.164482,
dalsborg,Dalsborg,Ejerlav,Ejerlav,1,2,1737-07-02,9999-12-31,no,0.0,56.007647,12.571945,
dalsgaard,Dalsgård,Ejerlav,Ejerlav,7,11,1000-01-01,9999-12-31,yes,54.17,,,"128256@56.7209,10.0823 | 128849@56.4176,9.4329 | 128954@56.6781,9.5727 | 129174@56.2823,9.4586 | 129592@56.6069,10.2559 | 128919@56.6757,9.3809 | 129781@56.3903,10.3650"
dalsgaarde,Dalsgårde,Ejerlav,Ejerlav,3,3,1000-01-01,9999-12-31,yes,122.39,,,"127538@57.4965,9.9316 | 129296@56.2158,9.6464 | 129057@56.4049,9.5663"
dalsmoelle,Dalsmølle,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,57.391177,10.129274,
dalstrup,Dalstrup,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,56.456433,10.815785,
dalum,Dalum,Birk; Pastorat; Sogn; Sognekommune,Birk; Pastorat; Sogn; Sognekommune,5,14,1000-01-01,9999-12-31,no,0.85,55.36278,10.377495,
dalum sanderum,Dalum-Sanderum,Pastorat; Sognekommune; Vurderingskreds,Pastorat; Sognekommune; Vurderingskreds,4,5,1842-01-01,1970-03-31,no,0.02,55.366285,10.32416,
dalumgaard,Dalumgård,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,56.862166,9.656673,
damhussoeen,Damhussøen,Ejerlav,Ejerlav,1,2,1740-12-31,9999-12-31,no,0.0,55.679761,12.474431,
dammen,Dammen,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,57.415126,10.010988,
dammergaarde,Dammergårde,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,56.750843,9.300937,
damsbo,Damsbo,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.180909,10.135139,
damsgaard,Damsgård,Ejerlav,Ejerlav,1,2,1794-12-31,9999-12-31,no,0.0,55.938552,10.099232,
damsholte,Damsholte,Pastorat; Sogn; Sognekommune,Pastorat; Sogn; Sognekommune,3,10,1742-07-02,9999-12-31,no,0.08,54.939953,12.210129,
damsoe enge,Damsø Enge,Ejerlav,Ejerlav,1,2,1736-01-01,9999-12-31,no,0.0,55.932271,8.525884,
danmark,Danmark,Landsdel,Landsdel,1,5,2007-01-01,9999-12-31,no,0.0,55.952518,10.070321,
dannemare,Dannemare,Ejerlav; Sogn; Sognekommune,Ejerlav; Sogn; Sognekommune,3,16,1000-01-01,9999-12-31,no,0.37,54.744335,11.177935,
dannemare tillitse,Dannemare-Tillitse,Pastorat; Sognekommune,Pastorat; Sognekommune,2,7,1770-07-02,1924-07-01,no,0.02,54.753186,11.144913,
dannesbogaarde,Dannesbogårde,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.317999,10.268741,
dansted,Dansted,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,54.728135,11.389247,
danstrup,Danstrup,Ejerlav,Ejerlav,2,4,1000-01-01,9999-12-31,yes,86.58,,,"129099@56.3691,9.7370 | 124392@55.9915,12.4498"
danstrup hegn,Danstrup Hegn,Ejerlav,Ejerlav,1,1,1750-07-02,9999-12-31,no,0.0,55.998799,12.457442,
darum,Darum,Sogn; Sognekommune,Sogn; Sognekommune,2,6,1000-01-01,9999-12-31,no,0.0,55.429001,8.658309,
darum bramminge,Darum-Bramminge,Sognekommune,Sognekommune,1,1,1842-01-01,1862-01-01,no,0.0,55.4546,8.685183,
darup,Darup,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.60899,12.064339,
daugaard,Daugård,Ejerlav; Sogn,Ejerlav; Sogn,2,2,1000-01-01,9999-12-31,no,0.0,55.72298,9.707984,
daugbjerg,Daugbjerg,Ejerlav; Sogn,Ejerlav; Sogn,2,5,1000-01-01,9999-12-31,no,0.85,56.425253,9.147409,
daugbjerg moensted smollerup,Daugbjerg-Mønsted-Smollerup,Pastorat; Sognekommune,Pastorat; Sognekommune,2,8,1000-01-01,9999-12-31,no,0.61,56.431831,9.168519,
daugstrup,Daugstrup,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,55.489293,10.394236,
davding,Davding,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,55.980883,9.580033,
daverup,Daverup,Ejerlav,Ejerlav,2,3,1000-01-01,9999-12-31,no,0.39,55.68594,11.342426,
davids,Davids,Sogn,Sogn,1,4,1908-09-19,2008-11-30,no,0.0,55.707788,12.583759,
davinde,Davinde,Ejerlav; Sogn,Ejerlav; Sogn,2,2,1000-01-01,9999-12-31,no,0.36,55.340487,10.547843,
debel,Debel,Ejerlav,Ejerlav,2,5,1000-01-01,9999-12-31,no,6.31,55.59158,8.926976,
debild hede,Debild Hede,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,56.436148,10.835116,
deget oe,Deget Ø,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,57.454848,10.581995,
degneboligen,Degneboligen,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,56.105794,8.405952,
degnsgaarde,Degnsgårde,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,56.591465,9.157517,
dejbjerg,Dejbjerg,Sogn; Sognekommune,Sogn; Sognekommune,2,4,1000-01-01,9999-12-31,no,0.03,56.000628,8.432811,
dejbjerg hanning,Dejbjerg-Hanning,Pastorat; Sognekommune,Pastorat; Sognekommune,2,2,1770-07-02,1944-04-01,no,0.0,56.020454,8.470098,
dejbjerg praestegaard,Dejbjerg Præstegård,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,55.991931,8.397737,
dejbjerglund,Dejbjerglund,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,55.995799,8.426578,
dejgaard,Dejgård,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.744073,8.544319,
dejret,Dejret,Ejerlav,Ejerlav,1,3,1000-01-01,9999-12-31,no,0.0,56.200418,10.396669,
dejrup,Dejrup,Ejerlav,Ejerlav,1,3,1000-01-01,9999-12-31,no,0.0,55.737197,8.304235,
delhoved fredskov,Delhoved Fredskov,Ejerlav,Ejerlav,1,1,1744-12-31,1984-07-01,no,0.0,55.646588,11.387117,
dellerup,Dellerup,Ejerlav,Ejerlav,1,3,1000-01-01,9999-12-31,no,0.0,56.395641,8.595016,
demstrup,Demstrup,Ejerlav,Ejerlav,2,3,1000-01-01,9999-12-31,yes,30.28,,,"129201@56.3422,9.4189 | 129593@56.6225,10.2650"
demstrup vasehuse,Demstrup Vasehuse,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,56.61184,10.293797,
den inddaemmede strand,Den inddæmmede Strand,Ejerlav,Ejerlav,1,3,1781-07-02,9999-12-31,no,0.0,55.588319,10.332799,
den mellemste del,Den mellemste Del,Ejerlav,Ejerlav,14,35,1000-01-01,9999-12-31,yes,155.5,,,"131039@56.1474,8.2938 | 127403@57.4359,10.4835 | 131408@56.4053,8.5885 | 131388@56.4234,8.6472 | 127605@57.2955,10.2525 | 127946@57.0905,10.2674 | 131442@56.2815,8.3687 | 131414@56.4338,8.5735 | 131422@56.3330,8.5141 | 127546@57.2280,10.4496 | 131895@55.7409,8.6225 | 127818@57.2046,9.6881"
den nordlig mellemste del,Den nordlig-mellemste Del,Ejerlav,Ejerlav,1,4,1000-01-01,9999-12-31,no,0.0,57.441923,10.144334,
den nordlige del,Den nordlige Del,Ejerlav,Ejerlav,18,51,1000-01-01,9999-12-31,yes,149.77,,,"131567@56.6651,8.1836 | 131443@56.3027,8.3473 | 131415@56.4510,8.5877 | 131576@56.4454,8.2139 | 131881@55.7037,8.5523 | 127623@57.3958,10.4987 | 127819@57.2293,9.6755 | 131613@56.5673,8.4002 | 131064@56.0647,8.3200 | 131050@56.1268,8.3367 | 127588@57.2687,10.1781 | 127482@57.5418,10.1052"
den nordoestlige del,Den nordøstlige Del,Ejerlav,Ejerlav,6,23,1000-01-01,9999-12-31,yes,28.11,,,"127624@57.3851,10.4880 | 127967@57.0895,10.2078 | 127689@57.3136,10.1794 | 127527@57.4404,10.1768 | 127617@57.3682,10.3194 | 127547@57.2739,10.5111"
den nordre del,Den nordre del,Ejerlav,Ejerlav,1,1,1000-01-01,1964-07-01,no,0.0,57.419193,10.295748,
den nordvestlige del,Den nordvestlige Del,Ejerlav,Ejerlav,7,13,1000-01-01,9999-12-31,yes,131.83,,,"131144@56.1850,8.8434 | 131398@56.3812,8.6849 | 127594@57.3698,10.3514 | 127377@57.4675,10.3788 | 127833@57.1563,9.6583 | 127616@57.3770,10.2404 | 131028@56.1478,8.5171"
den oestlig mellemste del,Den østlig-mellemste Del,Ejerlav,Ejerlav,1,3,1000-01-01,9999-12-31,no,0.0,57.429329,10.18941,
den oestlige del,Den østlige Del,Ejerlav,Ejerlav,9,18,1000-01-01,9999-12-31,yes,151.44,,,"131615@56.5480,8.4406 | 131321@56.0057,8.6325 | 127380@57.4543,10.4448 | 131378@56.3777,8.8533 | 131562@56.5170,8.1934 | 131618@56.5129,8.5468 | 127531@57.4197,10.2242 | 131352@56.0328,8.7467 | 131424@56.3516,8.5465"
den oestre del,Den østre del,Ejerlav,Ejerlav,1,2,1000-01-01,1964-07-01,no,0.0,57.388555,10.334183,
den stoerste del,Den største Del,Ejerlav,Ejerlav,1,3,1000-01-01,9999-12-31,no,0.0,56.27088,8.265315,
den store faelled,Den Store Fælled,Ejerlav,Ejerlav,1,1,1000-01-01,1769-07-01,no,0.0,54.774967,11.167375,
den sydlig mellemste del,Den sydlig-mellemste Del,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,57.415399,10.161855,
den sydlige del,Den sydlige Del,Ejerlav,Ejerlav,17,49,1000-01-01,9999-12-31,yes,147.7,,,"131568@56.6058,8.1686 | 127625@57.3679,10.4860 | 131614@56.5464,8.4011 | 131584@56.5128,8.4471 | 127595@57.3188,10.3875 | 131390@56.4077,8.6499 | 131041@56.1303,8.2660 | 131051@56.1049,8.3197 | 131306@55.9734,8.5362 | 127378@57.4162,10.3978 | 131616@56.4872,8.5216 | 131416@56.4200,8.5663"
den sydoestlige del,Den sydøstlige Del,Ejerlav,Ejerlav,8,14,1000-01-01,9999-12-31,yes,145.0,,,"127548@57.1932,10.4408 | 127834@57.1170,9.7046 | 127690@57.2909,10.1955 | 127596@57.2859,10.4071 | 127608@57.2716,10.2478 | 131146@56.1613,8.8445 | 131400@56.3597,8.7420 | 127529@57.4032,10.2171"
den sydvestlige del,Den sydvestlige Del,Ejerlav,Ejerlav,8,19,1000-01-01,9999-12-31,yes,147.09,,,"131029@56.0946,8.4974 | 131519@56.4391,8.7706 | 127607@57.2591,10.2310 | 131087@56.2400,8.7546 | 131145@56.1730,8.8110 | 127618@57.3275,10.2145 | 127626@57.3715,10.4428 | 131399@56.3633,8.6721"
den vestlige del,Den vestlige Del,Ejerlav,Ejerlav,13,41,1000-01-01,9999-12-31,yes,158.66,,,"131385@56.4752,8.5922 | 127404@57.4310,10.4686 | 127893@57.2937,11.1012 | 131175@56.2106,8.8330 | 131561@56.5085,8.1623 | 127549@57.2455,10.4086 | 131617@56.5130,8.5116 | 131030@56.1238,8.4728 | 127530@57.4314,10.0859 | 127379@57.4354,10.3687 | 127619@57.3492,10.1979 | 131423@56.3375,8.4648"
dengsoe,Dengsø,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,56.41497,9.827874,
dennerup vaenge,Dennerup Vænge,Ejerlav,Ejerlav,1,1,1744-07-01,1915-07-02,no,0.0,55.249798,11.958798,
dianalund,Dianalund,Kommune; Sognekommune,Kommune; Sognekommune,2,2,1966-04-01,2006-12-31,no,0.0,55.539873,11.454912,
dianalund hoeng stenlille,Dianalund-Høng-Stenlille,Vurderingskreds,Vurderingskreds,1,5,1970-04-01,2002-05-16,no,0.0,55.536006,11.444607,
diernaes,Diernæs,Ejerlav; Sogn; Sognekommune,Ejerlav; Sogn; Sognekommune,5,12,1000-01-01,9999-12-31,yes,233.02,,,"132223@55.1587,9.4726 | 126665@55.1022,10.2848 | 128636@56.9636,8.5475 | 113135@55.0968,10.2962 | 119613@55.0968,10.2962"
dinestrup,Dinestrup,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.408656,10.725224,
ditlevslyst,Ditlevslyst,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.111798,10.37461,
djeld,Djeld,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,56.435627,8.86018,
djernaes,Djernæs,Sønderjysk afstemningsområde,Soenderjysk_afstemningsomraade,1,1,1920-01-10,1920-01-10,no,0.0,55.158671,9.472689,
djoerup,Djørup,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,56.931985,9.588469,
djurs noerre,Djurs Nørre,Herred; Provsti,Herred; Provsti,2,14,1000-01-01,1919-10-01,no,0.07,56.478718,10.784574,
djurs noerre geografisk,Djurs Nørre Geografisk,Geografisk Herred,Geografisk_Herred,1,15,1000-01-01,1970-03-30,no,0.0,56.475024,10.782248,
djurs soender,Djurs Sønder,Herred; Provsti,Herred; Provsti,2,8,1000-01-01,1819-07-02,no,0.42,56.327714,10.708289,
djurs soender geografisk,Djurs Sønder Geografisk,Geografisk Herred,Geografisk_Herred,1,15,1000-01-01,1970-03-30,no,0.0,56.326312,10.726071,
djurs soender og mols,Djurs Sønder og Mols,Herred,Herred,1,14,1687-12-17,1919-10-01,no,0.0,56.280939,10.668192,
djursland,Djursland,Lægekreds,Laegekreds,3,36,1928-06-01,2006-12-31,no,5.02,56.357595,10.634714,
doees gaardhoej,Døes Gårdhøj,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,56.381224,8.583524,
doejringe,Døjringe,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,55.49093,11.57698,
doelby,Dølby,Sogn,Sogn,1,4,1000-01-01,9999-12-31,no,0.0,56.612024,8.993509,
doelby vestergaard,Dølby Vestergård,Ejerlav,Ejerlav,1,1,1748-12-31,9999-12-31,no,0.0,56.608492,8.969199,
doellefjelde,Døllefjelde,Ejerlav; Sogn,Ejerlav; Sogn,2,4,1000-01-01,9999-12-31,no,0.31,54.731814,11.69704,
doellefjelde musse,Døllefjelde-Musse,Pastorat; Sognekommune,Pastorat; Sognekommune,2,2,1842-01-01,1970-03-31,no,0.0,54.727937,11.677619,
doellefjelde musse herritslev,Døllefjelde-Musse-Herritslev,Pastorat,Pastorat,1,1,1964-07-01,9999-12-31,no,0.0,54.704884,11.673275,
doemmestrup,Dømmestrup,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.309891,10.362802,
doennerup,Dønnerup,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.621441,11.430809,
doennevaelde,Dønnevælde,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,56.051276,12.259968,
doerken,Dørken,Ejerlav,Ejerlav,1,1,1739-01-01,9999-12-31,no,0.0,55.878585,9.261422,
doerslund,Dørslund,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.968966,9.14193,
doerup,Dørup,Ejerlav,Ejerlav,2,7,1000-01-01,9999-12-31,no,9.73,56.062339,9.879751,
doessing,Døssing,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,56.308002,9.493197,
doestrup,Døstrup,Ejerlav; Sogn; Sognekommune; Sønderjysk afstemningsområde,Ejerlav; Soenderjysk_afstemningsomraade; Sogn; Sognekommune,7,7,1000-01-01,9999-12-31,yes,183.85,,,"132503@55.1122,8.7989 | 128189@56.6880,9.7525 | 113818@55.1159,8.8414 | 113168@56.6907,9.7568 | 120422@55.1159,8.8414 | 120568@55.1159,8.8414 | 122662@55.1122,8.7989"
doestrup mjolden,Døstrup-Mjolden,Pastorat,Pastorat,1,2,1000-01-01,2004-07-01,no,0.0,55.117732,8.812573,
doevling,Døvling,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.909535,8.919563,
dokkedal,Dokkedal,Ejerlav,Ejerlav,1,3,1000-01-01,9999-12-31,no,0.0,56.915829,10.255928,
dollerup,Dollerup,Ejerlav; Sogn,Ejerlav; Sogn,5,10,1000-01-01,9999-12-31,yes,51.34,,,"113136@56.3869,9.3170 | 128112@56.8763,10.0308 | 128612@56.9638,8.5758 | 128856@56.3708,9.3044 | 128460@56.7288,9.2511"
dollerup finderup ravnstrup,Dollerup-Finderup-Ravnstrup,Pastorat; Sognekommune,Pastorat; Sognekommune,2,5,1770-07-02,1966-04-01,no,0.02,56.410412,9.2961,
dolmer,Dolmer,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,56.429316,10.853465,
dommerby,Dommerby,Ejerlav; Sogn,Ejerlav; Sogn,2,10,1000-01-01,9999-12-31,no,0.17,56.548363,9.075328,
donbaek,Donbæk,Ejerlav,Ejerlav,2,3,1000-01-01,9999-12-31,no,0.66,57.415269,10.475396,
dongs hoejrup,Dongs Højrup,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.125801,10.566766,
donnerup hede,Donnerup Hede,Ejerlav,Ejerlav,1,1,1739-07-03,9999-12-31,no,0.0,55.911709,9.549512,
donneruplund,Donneruplund,Ejerlav,Ejerlav,1,4,1000-01-01,9999-12-31,no,0.0,55.851061,9.270396,
dons,Dons,Ejerlav,Ejerlav,1,1,1000-01-01,9999-12-31,no,0.0,55.554628,9.441487,
donslund,Donslund,Ejerlav,Ejerlav,2,4,1000-01-01,9999-12-31,no,0.42,55.661214,8.93619,
donslund moelle,Donslund Mølle,Ejerlav,Ejerlav,1,1,1000-01-01,1750-07-02,no,0.0,55.644694,8.944607,
donsted,Donsted,Ejerlav,Ejerlav,1,3,1000-01-01,9999-12-31,no,0.0,57.258195,10.401481,
dortheaslyst,Dortheaslyst,Ejerlav,Ejerlav,1,1,1744-12-31,9999-12-31,no,0.0,55.659857,11.566891,
dover,Dover,Ejerlav; Pastorat; Sogn; Sognekommune,Ejerlav; Pastorat; Sogn; Sognekommune,5,9,1000-01-01,9999-12-31,yes,110.91,,,"132364@55.4186,9.0137 | 128749@56.7205,8.4481 | 113138@56.0741,9.8310 | 115755@56.0752,9.8265 | 120171@56.0752,9.8265"
dover alling tulstrup,Dover-Alling-Tulstrup,Pastorat,Pastorat,1,3,1000-01-01,9999-12-31,no,0.0,56.114431,9.733817,
dover veng,Dover-Veng,Pastorat; Sognekommune,Pastorat; Sognekommune,2,3,1770-07-02,1900-01-01,no,0.0,56.089462,9.850251,
dovre,Dovre,Sønderjysk afstemningsområde,Soenderjysk_afstemningsomraade,1,1,1920-01-10,1920-01-10,no,0.0,55.418466,9.013653,
draaby,Dråby,Ejerlav; Sogn; Sognekommune,Ejerlav; Sogn; Sognekommune,4,18,1000-01-01,9999-12-31,yes,87.06,,,"113160@56.2290,10.6851 | 113159@55.8867,11.9670 | 120033@56.2290,10.6851 | 129985@56.2189,10.7124"
draaby ebeltoft,Dråby-Ebeltoft,Pastorat,Pastorat,1,4,1770-07-02,1924-07-01,no,0.0,56.210478,10.686705,
draeby,Dræby,Ejerlav,Ejerlav,1,4,1000-01-01,9999-12-31,no,0.0,55.451405,10.519434,
dragerup,Dragerup,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,55.716771,11.778622,
dragoer,Dragør,Ejerlav; Kommune; Pastorat; Sogn; Sognekommune,Ejerlav; Kommune; Pastorat; Sogn; Sognekommune,6,10,1000-01-01,9999-12-31,no,2.63,55.587944,12.660605,
dragsgaard,Dragsgård,Ejerlav,Ejerlav,1,2,1000-01-01,9999-12-31,no,0.0,56.840989,10.14765,
dragsholm,Dragsholm,Amt; Birk; Ejerlav; Kommune; Len; Vurderingskreds,Amt; Birk; Ejerlav; Kommune; Len; Vurderingskreds,7,30,1000-01-01,9999-12-31,no,8.17,55.794481,11.488404,
dragsholm moelle,Dragsholm Mølle,Ejerlav,Ejerlav,1,1,1000-01-01,1748-12-31,no,0.0,55.770844,11.419473,
dragstrup,Dragstrup,Ejerlav; Sogn,Ejerlav; Sogn,3,6,1000-01-01,9999-12-31,yes,239.9,,,"124360@56.0772,12.3582 | 128764@56.8141,8.6824 | 113139@56.8220,8.6581"
