issue_place_raw,n_charters
”Allmäningstorp”,1
”Tyrvmo”,1
”Fynnaström”,1
Västerviks ting,1
”Sätelra”,1
”Kattasträte”,1
”Pinnakøll”,1
Ytterby,1
(Hönelöff) Högnalöv,1
Ardhroui (Åreved?),1
”Haeriadall”,1
Köpehamn,1
”Jeeth”,1
”Ösen”,1
Side,1
Karlösa,1
”Vetak”,1
Sköldenäs,1
”Nessia”,1
(Västerrekarne häradsting?),1
”Ökleta ting”,1
”Adha” Hölebo härad,1
Lina/Line,1
”Sol ... bergh”,1
Flistads kyrka,1
Kersösund,1
Bro häradsting,1
Östbo häradsting,1
Västergötlands landsting,1
Rottnaby,1
Olstorp,1
”Mækkisby” i Virmo socken,1
Hammarhem,1
(Västerhaninge) Stav,1
Näs kyrka vid Enköping,1
Auvais i Rusko,1
”Herakiös”,1
"Bolmstad, Angelstads socken",1
”Wdhby” (= Ubyn i Revsunds socken),1
Syrjäntaka i Tuulois,1
”Hokreem” (Hökerum?),1
”Tomtabergh”,1
”Birkkala”,1
Motorp,1
(Threbo) Trögbo ting,1
Munktorps ting,1
Skatnaboting,1
Gräfseboda,1
Gemmatorp,1
”in mea nave”,1
Tho(r)p,1
Håkanstad,1
Strassburg,1
”Aakirkeby”,1
Orleans,1
(Skara landsting - vid.),1
Skjoldenæsholm,1
Lytisberg (Östkinds härad),1
Svansholm,1
Gåsevadsholm,1
Edsleskog,1
Pitkämäki,1
Serreslev,1
Basiliensis eccl. maior,1
oviss ort,1
”Dyngiu”,1
Yttra ”Hööle”,1
Vårdinge klockarstuga,1
Eldsunds ting,1
”Ryzslo” ting,1
"S. Klaras kloster, Stockholm",1
S:ta Klara,1
Rumby,1
Hyringe,1
Sätilla,1
Ileberg,1
Hallkved?,1
Korpo skär,1
Slaka ting,1
Lundby häradsting,1
”Tipt”,1
Toulouse,1
”Ids kyrka”,1
”Alewath”,1
”Eknaholm”,1
”Hahkiala” by,1
Eksebo,1
Lyhundra härads tingställe,1
Åkers härads tingsställe,1
Vänngarn,1
”gismastum”,1
”Gorsung”,1
Höidalsmo,1
”Botnum”,1
Ulleråkers härads tingsställe,1
”Nædæstum”,1
”Hattabergh” möjl. Berg Morlanda sn,1
”Chronobergh”,1
Hällerstad,1
Kvicksta,1
Sonneburg,1
Ingåsa (tingsställe i Öknebo),1
Hads häradsting,1
(Neuberg bei Fulda),1
Kungsnorrby,1
Jomala by,1
Vässby i Holms socken,1
Båresta (Borghwalstom),1
”Aspolöt”,1
Neumarkt (Oberpfalz),1
Stora Bjurum,1
”Skärf”,1
”Öpe”,1
Hanekinds härads tingsställe,1
Vedbo härads tingsställe,1
Visborg på Gotland,1
Nylands skärgård,1
Bälinge härads tingsställe,1
[Erlinghundra ting],1
”i Telgom”,1
”Stålberg”,1
”Bodi”?,1
”Helerne”,1
Berga i Ununge socken,1
Mantere by,1
”Hiärrås”,1
Kläppe,1
Alvastra eller Julita kloster,1
”Aspeløth”,1
Vårfrukyrko socken,1
Arboga klosters kyrka,1
”Aspoløth”,1
Färingtuna,1
Helmet,1
Miemala by,1
”Sonsthorp”,1
Fröstuna,1
”Kalsbacka”,1
Ölslunda,1
Wardanes,1
”Harakers” ting,1
Carpentras(?)1,1
”Rydzlla”,1
”Harakra” ting,1
Hallens ting,1
”Harakrum”,1
”Stalberg”,1
Mörker,1
Himlaberga,1
Bollnäs socken i Hälsingland,1
Munkaboda,1
Voluseters ting,1
”Rynk”,1
Brattatorp,1
Ellesunda lööt,1
Kyna i Torsångs socken,1
”Ludonie”,1
Simbo härads ting,1
”Byslätta”,1
Skara rådstuga,1
Arosie Västerås,1
Skolista,1
Skuttung,1
Hedhinsöö,1
Henamora,1
”Asylo”,1
Anundhögs tingställe,1
Lokne,1
Narvetomta,1
Prestorpe,1
Universitetet i Cambridge i England,1
Nedre Sastamalu,1
Pudagla kloster,1
Aspalöt Rönö häradsting,1
Hölbo ting,1
Toltorp (Fässbergs socken),1
Lunde landsting,1
”Thretten”,1
”Harakörs ting”,1
Babylon,1
Mons Gratie (Bayern) [=Gnadenberg],1
”Hiärni”,1
Hjärna (?; ”Hiärni”),1
Håbo hundares ting,1
(Tröbo) Trögds ting,1
Mäskele socken (Våna socken),1
Kvek,1
”Örahampn”,1
”Edhrastade”,1
Haga i S:t Karin,1
Haga i S. Karin,1
Haga i S. Karins socken,1
Rydbo skeppslag,1
Mustasare,1
"S:ta Klara kloster, Stockholm",1
Blekinge landsting,1
”Rafund”,1
Dragered,1
Jönåkers härad,1
Lund/”Hareberge” ?,1
Poolsaby,1
Geltoffte,1
”Blysbergh”,1
Sätra (Memmings härad),1
Hulletorp,1
Västerrekarne härads tingsställe,1
Tuhundra härads tingsplats,1
häradsting i Borgå socken,1
Munkboda,1
Hjälmsnäs,1
Ottavik,1
"”Gethewik” (Gäddvik, Alfta sn)",1
(Kullöga tingsplats),1
Hölebo härads tingsplats,1
Tosterup,1
”Häröö”,1
Nynäs [i Ösmo],1
Åkers härads tingsplats,1
mellan ”Uglem” och Fässberg,1
Österreks ting,1
[”Lythisborg” i Östra Husby)],1
”mellan Ugglum och Fässberg”,1
Hellestada,1
Uve (i Nedre Ullerud),1
Ytterselö sockenkyrka,1
Västlanda,1
Åsunda härads tingsställe,1
Flittatorp,1
Flyttatorp,1
Harabergh,1
”Eneby in Kindia”,1
Engeby,1
Hagby i Odensvik socken,1
Ölby,1
”Biurensnäs”,1
”Ingerdatorp”,1
Ramsö häradsting,1
Skänninge hospital,1
Kalmar konvent,1
”Ämuntzlöff”,1
Rödsla,1
Viborgs landsting,1
Norrbo härads tingsplats,1
Kollekärr,1
S(kara),1
Åkra i Bärbo,1
Harakörs,1
Lagmanstinget vid Kjula kyrka,1
Borreby,1
Valsö,1
Grelunda,1
Grönsund vid Stäkeholm,1
”datum Garne”,1
Nysted,1
Nysted på Lolland,1
(Ås häradsting),1
”Ullenshoff”,1
Vida,1
Velletri,1
Ekbyborna,1
Tuhundra härads tingställe,1
Ludgudhuvi,1
Eklöt?,1
Hakaas,1
L(ateranen?),1
”Gæmbirthwna”,1
Horn i Svärta socken,1
Malstrand,1
Kjellslöt,1
Vallentuna härads tingställe,1
Färingö,1
Skagaholm,1
Ökleta ting,1
”Bolöse” (Bulsjö) i Sunds sn (Ydre),1
”Hagnestade” gård (Håkanstad?) Brunflo,1
Vetland,1
Yngåsa tingsplats i Öcknebo härad,1
[Väster]åkers kyrka,1
”Möraby”,1
Tingevalla,1
Örsta,1
”Ekesiö”,1
Målsta i Tuna skeppslag,1
Gryts prästgård,1
Möhammar,1
Åkerbo hd:s tingsställe,1
"Kalmar, svartbrödraklostret",1
Gåsevad,1
Vadsbro ting i Daga härad,1
(Snevringe hundares tingsplats),1
(Kläckeberga),1
Vartorfta häradsting,1
Hiällem,1
Fröstuna skeppslag,1
Kælslöth,1
(Kungs-)Vallby i Viby (?),1
Hagunda härads tingsplats,1
Kläpp,1
Tunesäter,1
Rundholm,1
Fiholm ”in manerio nostro F.”,1
"Uppsala, i domkapitlets stora stenhus",1
Ås härads tingsplats (Härna),1
"Stockholms slott, i kung Karls gemak",1
Barydhe,1
Skærim,1
Borrydhe,1
Strägnäs,1
Marienkrons kloster vid Stralsund,1
Ekeby i Låssa,1
"Viby socken, Grimstens ting",1
Grava,1
Kungens slott Ringstadaholm,1
"Helgeandshuset, Stockholm",1
Strängnäs stift?,1
Hadvet,1
"Kjula ås, ting med Österrekarne",1
"Mångsbo, Våla socken och härad",1
Bädarö,1
Bäddarö,1
”Aros”,1
Edeby i Låssa (Lossa) socken,1
På Anundshögen,1
(Östkinds härads tingsplats),1
Kalmar svartbrödrakloster,1
Helgeandshuset vid Stockholm,1
(Ulleråkers häradsting),1
"Kungslena, Vartofta häradsting",1
trol. Vadstena,1
Helgaskog,1
”Wæsaherd” kyrka,1
Rönneberg,1
(trol. Stockholm),1
Gäddaholm,1
Nybro,1
Yttra Ullerud,1
”Sudirsborg”,1
”in monte Norberg”,1
Björknäs,1
Siende härads tingställe,1
Konga härads tingsplats,1
Österaat,1
Lytisbergs tingstad,1
Remmaröd,1
Ingåsa ting,1
Skarp-Edeby,1
Risberga,1
Bollarp,1
Abramstorp,1
Val i Kulla socken,1
S:ta Klara kloster vid Sthlm,1
”dominica ...” Stockholm,1
Larsta,1
in Castro Holmensi,1
”in castro Haffnensi” (Köpenhamns slott),1
”Dyrehaffn”,1
[St]ockholm,1
Kungshamn,1
Schönberg,1
’skrivet i Värend’,1
Stock holm,1
Åkerbo härads tingsplats,1
Hela,1
”....slott”,1
Arnäs,1
Kusta i Irsta socken,1
Hamra i Munktorps socken,1
Askalsnäs,1
Yttre Törs ting,1
Öklitta ting,1
Rickeby,1
in villa nostra Howe,1
Kumla häradsting i Närke,1
Tåsta i Glanshammars socken,1
Skälsör,1
”Vallöf”,1
Asatorp (=N. Åsasyn,1
Gältsund,1
Norrbo tingsplats,1
"Stockholm, gråbrödrakloster",1
Gråbrödraklostret vid Stockholm,1
Tjurbo rätta tingstad,1
i lägret framför Marienburg,1
”Hwalstadhe”,1
”Hwalstadha”,1
Trølmen,1
Örekrog slott,1
Rydsta,1
”Skjulestad”,1
Ting.... (Tingvalla?),1
”Pyozikaw” (Piotrkow?),1
Hälla i Leksands socken,1
Ullevi,1
Öknebo härads tingsplats,1
Daga härads ting,1
(trol. Vadstena),1
Allhelgona kloster vid Lund,1
Höby,1
Svartlöt,1
”Holbeck”,1
Skara landsting,1
”Oxhöö”,1
Örbäck,1
”Hickeberghe”,1
By i Färedhe socken,1
"Barkestorp (Dörby socken, N. Nöre härad)",1
Andrakeby,1
Hwitzstada,1
"Halmstad, Svartbrödraklostret",1
Öklitta tingstad,1
(Grimstens tingsplats),1
Revelstad,1
Almarsstäket,1
Vadstena klosters borgarstuga,1
Svartlöts ting,1
[Ramnäs],1
Astorp,1
Vitaryd,1
Haslösa,1
Åsums kyrkogård,1
Halmstads ting,1
”Bryniulfsbo”,1
Daga härads tingstad,1
Jönåkers härads ting,1
(Jönåkers härads ting),1
”Dymmo”,1
Sagy,1
”Helsta”,1
(Fange),1
”Gössegardh”,1
"Mörene i Timmele socken, häradsting",1
Ekeby sockenstuga,1
Hammarshus,1
Jämtamot,1
Stenstorp,1
Bredstad,1
”Heggetorp”,1
Vordberg,1
(Sjuhundra häradsting),1
Vallentuna härads tingsplats,1
Svem,1
Vadsbo härads tingsplats,1
”Ylistadh”,1
Eltuil,1
”Riszinge” (Frösåkers hd?),1
Hölö häradsting,1
Pitkämäki i S. Marie,1
Aeffra,1
”Kindeved”,1
Pitkämäki i S. Marie sn,1
Uppsala rådhus,1
”Swnnaby”,1
Kolbek,1
Haliko (Finland),1
Algudstorp (förr Asgudztorp),1
Härboholm,1
Viby sockens klockarstuga,1
Ekne,1
Ulleråkers hd:s tingställe,1
Bene,1
Asgutstorp,1
Husby Byringe,1
Akalby,1
”Kongshaffwen”,1
Fagraheedh,1
Bråbo hd:s ting,1
Gevninge (Själland),1
Vinsetorp,1
Geisby,1
"Alfta, lagmansting",1
”Gambla Westherwik”,1
Pacanów,1
Pellinge i Borgå socken,1
"”Læppesaas” tingställe, Bjärke härad",1
”Kluksaas”,1
Hofnäs,1
”Sundirsberg”,1
”Brynilfsbo” (Brunnsbo),1
Stränägnäs,1
Kirkiofalla,1
"Alunda, Olands härad",1
Särkiby i Eura socken,1
Vadstena klosters borgstuga,1
S:t Georgs kapell vid Jönköping,1
”Sillane”,1
Enhälja,1
Harisborg,1
”Ryzlo” (Bankekinds härads tingsplats),1
Fjärås häradsting,1
Bærgh,1
Hackås ting,1
Tiwmo lagmansting,1
Balketorp,1
Höm,1
Sekkizstada,1
Bjärklanda,1
Hjertum,1
Brattås i Röra sn,1
trol. Kalmar,1
(Trient),1
Brabo häradsting,1
Torsta,1
Skavstad,1
Mellby,1
"Benhamra (i Vada socken), Uppland",1
Alwastrum,1
Tunaholm,1
Myske (= Myssjö),1
Noraberg,1
Thwna in Vallibus,1
(Karstorp),1
Svinshulans tingställe,1
Memmings hd,1
[Trolleboda),1
”Tuneholm”,1
’Lagberget’,1
Tunge skipreda (Bohuslän),1
Memmings hd:s tingställe,1
Lödöse/Stockholm,1
”in villa Skadeløff in provincia Wærend”,1
Westeråhs,1
"Värnhulta (nu Värhulta, Västermo socken)",1
Svärdsjö ting,1
Petrikow (?),1
”Rwna gordh”,1
”Asichala”,1
Sporsås,1
(Oppunda hd:s ting),1
Rävsnäs,1
Stäflö,1
Tjurbo härads tingställe,1
Hångsdal,1
Forsvik,1
Janakala,1
Hollatorp,1
Namfne,1
Sjögerås (i Vilske-Kleva sn),1
Tumbo ting,1
Röden,1
Linfläck i Delsbo socken,1
Nutö,1
Berg i Vadsbo hd,1
Villands häradsting,1
Adeltompta i Tensta sokn,1
Vardede (nu Valde),1
”Varded” (nu Valde),1
”Aalestad”,1
Ellinghe,1
Almarstäket.,1
skeppet Valentin (v. S. Djurgården),1
Järna,1
Träcksta (Blacksta sn),1
Tjurbo tingstad,1
Lundo sn,1
”Dyngio”,1
Siende hd:s tingställe,1
Vilske härads tingsplats,1
Bråbo hd:s tingställe,1
Mechldaall,1
Engsiö,1
Trögds härads tingställe,1
Mälldala,1
Sparsta,1
Övernäs,1
”Randeem”,1
Kafflaas,1
(Kinda härads) ting,1
"Halle i Kyndarydz sn, häradsting",1
Gynghe lagmansting,1
Ugglebo,1
”Vinsetorp”,1
Fyrby i Tåby socken,1
Vilskekleva,1
(Ydre hd),1
”Svinshulan”,1
Jäleby,1
Kalmar rådstuga,1
Hardemo ting,1
”Vallaby”,1
Övre Enhörna,1
”Andrakebyn”,1
"Sickinge, Ljungby sn, ting i Sunnerbo hd",1
Sigkinge i Ljungby sn,1
Kalfarp,1
”Ethne” (?; Eknö?),1
Andrakbyn,1
Degeborg,1
Gärds häradstings,1
Hanekinds hd,1
”Assle”,1
Myrby i Danmarks sn,1
Gozsuuadh (= Gåsevad),1
Tröbo ting,1
Sätuna,1
Gökhems häradsting,1
Åsunda härads tingsplats,1
Sikois i Birkkala,1
Kindeffwe,1
”i gambla vesther wiik”,1
Hjørring,1
Affloda (Offerdal),1
Å kyrka i Björkekinds hd,1
Spakås,1
Winzsetorp,1
Söderby ”Sodherby i Morakarla sn”,1
”Westerby”,1
”Rydzlo” tingsplats i Bankekinds hd,1
Toramåla,1
"Lübeck, kanikgården",1
”Ridboholm”,1
”Teknaby” (Ryssby socken),1
Lindö,1
Kluksaas,1
Winzatorp,1
”Sundhe”,1
”Egh”,1
Övre Törs ting vid Grödinge kyrka,1
(Farestaden),1
på sin sätesgård Näs (i Dalarna),1
Högnaloff,1
Snåsa,1
Rök,1
(Bråbo häradsting),1
uppå Broo,1
Varby,1
Husby vid Söderköping,1
Klinga,1
”Walla”,1
Kvästad,1
på Gotland,1
Tidö,1
Slakabacke?,1
"”Taastaarp”, ting m. Redvägs hd",1
Bobergs härads tingsställe,1
Löffte,1
Krogholm,1
’Clara Closters gård’,1
Sjuhundra hd:s tingställe,1
(Halaby),1
(Nested?),1
Nested?,1
Gillestugan i (Söder)Tälje,1
Byholma,1
Ryssby kyrka,1
Ryds kyrka,1
”Radhaberg”,1
Sjörsta,1
”Fallnaveka”,1
(Memmings hd:s tingsplats?),1
”Rödyng”,1
Slästad,1
Hwsaby,1
”Nykyrka”1,1
Nyhuset (Axvall),1
Rönö hd,1
Lunda ”kyrkogård”,1
Vign,1
Häradssäter,1
Linnebjörk,1
Älholmen,1
Dörby lagmansting,1
Fynnekwmbla,1
Kungsgården Förberg,1
Skolesta,1
Allbo härads ting,1
”Worbiergh”,1
(Telje?),1
(Nyvarberg),1
Blisberg,1
Frogerid,1
(Viste hd),1
Bryggum,1
Geneved,1
Fjäre häradstingställe,1
(Ringebo),1
Nora kyrkas klockaregård,1
”Jamptamot”,1
Viby i Närke,1
Hammargård,1
Koborgshus,1
Kullings hd,1
”Vinzsetorp”,1
Jersö vid Tönsberg,1
utanför Bohus,1
Snevringe härads tingsstad,1
(Österrekarne),1
Jamptamot,1
”Herdal”,1
Skatna,1
”Tyntwna” kyrka,1
Stafsåkra,1
a Anundahögz tinghe,1
Corneto/Tarquinia,1
Kumla socken i Västerås biskopsdöme,1
”Sansyö”,1
Degeberg.,1
Östanå i Mora sn,1
Sjowalstad,1
Fjorstadhe ting,1
Genvalle i Frösö sn,1
"Linköping, gråbrödernas konventsstuga",1
Ulvviken på Kopparberget,1
Stagarde,1
Galtebäck,1
”Korestadhe”,1
Almarstäk,1
Myske,1
Köpenhman,1
Hyerene,1
Degeberg,1
Ulvsby sn,1
Ulfsby sn,1
Kylebäck,1
Östbo härads tingsplats,1
Länsmansgården i ”Swrekyle”.,1
”Lindherås”,1
Osen,1
Färnäs i Mora sn,1
Nyköping på Falster,1
Grettistorp,1
(Hammarkinds hd:s tingsplats),1
Skerrud,1
Kvissle,1
Tofteholm,1
Herliunga?,1
Kandia (= Chania) på Kreta,1
”Tærby” ting,1
Foxerna,1
Ljunsåkra ting,1
(Ösen),1
Utrika,1
Gele,1
Skeppet Gripen,1
”pa Brynsbo”,1
Kongotall,1
Bosgården,1
Serkilax,1
Utrike,1
(Aska härads tingsplats),1
Ärlinghundra hd,1
Ansta i S. Skedvi sn,1
Länsmansgården i S. Mårtens sn,1
Tægnæby,1
utanför Stegeborg,1
Foss lagting,1
Hölsjö,1
”Aasage” i Barne härad,1
Sampo by,1
(Säm),1
"Kungsgården, Jt.",1
Skrömsta (Skråmsta?),1
Vinstorp i Västergötland,1
Örjelanda,1
Nestved,1
”Merdene”,1
Gademtorp (?),1
Loffne skatteting,1
Bobergs härads tingställe,1
Bankekinds hd,1
Leksands och Åls tingställe,1
Häradsäter,1
Skillingaryds ting(splats),1
Lockne kyrkböle,1
Hanekinds härads ting,1
Götaridh,1
”Wemanstorp”,1
Bobergs härads ting,1
Härjedal (= Lillhärdal),1
Mecheln,1
”Skarelthe” (Skarhult),1
Järstena i Tillinge sn,1
Hökrem,1
Hackås vapenting.,1
Lillhärdals sn,1
Motala häradsting,1
”Wtrika”,1
”Västhrus”,1
Nos i Aals sn,1
Kälstada i Stöde sn,1
Flattinge,1
”Öcletha” ting,1
Vndisaker,1
Jt.,1
”Jemcie”=Jämtland,1
Æsla,1
Synnetorp,1
Kvillunda,1
Swansshalss,1
Aspali,1
Bjärsätra,1
Ronneburg,1
Ronneburgs slott,1
Bankekinds häradsting (Rysla),1
Åbo rådhus,1
Tylle,1
Smedeby,1
Östra Gribby,1
Kilaby ting,1
Vanö,1
”Swaneby i Tierp sogn”,1
Härjedal,1
Businberg,1
S. Klara kloster,1
Skatthegården,1
Skepaby,1
"Vadstena, rådstugan",1
”Kopseng”,1
Hornborg,1
(trol. Kalmar),1
Gyllstugu i Villila by,1
(antagl. Askeby),1
Skälby i Sala sn,1
”Othens”,1
(antagl. Skänninge),1
”Ketilberga”,1
Rankhyttan,1
Skara hospital,1
S:t Görans hospital vid Skara,1
Simbo (Simtuna) ting,1
”Toffte”,1
(Västerrekarne ting),1
Haglösa i Vista hd,1
Svanvik,1
Haralstorp,1
Strand i Vika sn,1
Nordenö i Torsångs sn,1
Glaskwlla,1
Kytlinge,1
Slauista (Slavsta),1
Bosgården (i Frölunda),1
”Tymmella” (Timmele?),1
”Howers” häradsting,1
Å kyrka,1
Slättmo tingställe,1
Tväryd,1
Telgie,1
Strängnäs domkyrkas sakristia,1
Svansjö,1
Marma,1
"Jäleby (""Hielaby"")",1
Staxhammar i (Kungs-)Husby sn,1
Hildeshög,1
Kolla,1
Börstorp,1
”Tværidh”,1
[Nya Lödöse],1
”Shene”,1
”Shene” (slott väster om London),1
Fonsmarie (Marienbrunn),1
Bredvik,1
lagmansting med allmogen i Hanebo och Segerstads socknar,1
"Undersåker, Jämtland",1
Undersåkers ting,1
”Finna komla” (Ås häradsting),1
Hagnastad,1
Herestad,1
”Hw..”,1
Nora ting,1
Deffwensoosund,1
Norbergs klockarestuga,1
”Opsalle”,1
”Akarlaby”,1
Wækilsongh,1
"Stockholm, Gråmunkeholmen",1
Hollista (Hållsta),1
Sävedal,1
Hambach,1
Slättmo,1
”Lofhamar”,1
Rörs ting,1
Rörs ting.,1
Yttratörs (Sotholms) tingsst.,1
(Memmings hd:s tingsställe),1
Mora sn,1
Romma(?) i Leksands sn,1
Lyckeå,1
Pustanäs,1
Kulmensee,1
Lagerstad (”Lagerstazom”),1
Hulta i Risinge sn,1
Svansryd,1
Hagnestad,1
”Plettoen”,1
Ågården på Kålland,1
Lule sockenting,1
Gubbynom,1
"Falem (Falun, Strö socken)",1
Vinstorp (Vinsarp),1
Hundsbek,1
Hundsbäck,1
Atalsta,1
Yxnavallen,1
Herna ness ting,1
Kulsbro,1
Nyvarberg,1
Revals rådhus,1
”Staffurenes”,1
Awngariudh (= Angered),1
Gråbrödraklostret i Sthlm,1
Svineborg,1
”i Wen häradh i Holstha”,1
”Elefstorp”,1
Born på Kopparberget,1
(Bohus län?),1
Lopna skatteting,1
Ådön,1
Kymbo [”Tiwmo”],1
Mölnahult,1
Fägred,1
”Baren”,1
Fjällskäfte,1
Flysesund,1
Norrnäs,1
Holm i Tuna socken,1
Gisleryd,1
”Laagaren”,1
Trolleboda,1
Roden,1
(Telleby?),1
Ny Lödöse,1
Krokfors,1
"”Höffwers” häradsting, Danm.",1
[södra Sverige?],1
Östbo ting,1
Korsnäs,1
”wedh Kumbla”,1
Biærsather,1
Wäby,1
Myraby,1
”Sprotedet”/”Skrothedhe”,1
Haresby (Harg),1
Öknom,1
Tirsta i Torps socken,1
"Grafsta, Lenbo sn",1
(Åkerbo häradsting),1
”sstaakholm”,1
Sibbo sn,1
Håtuna tingsstad,1
Od,1
Valla härad,1
Eegh,1
Sten,1
Mäskälä sn i Turengha by,1
"Morast, Eda socken",1
”Woolöse”,1
Biörndall,1
Kärckebackä,1
"”Roxstade sokn”, ting",1
Betna socken,1
Räffzsunda prästgård,1
Ösby i Faringe sn,1
S. Örjans spetal v. Söderköping,1
Kaukola by,1
”Haasaby”,1
[Mecklenburg],1
Pwlkilaby i Asikala sn,1
Vollmar,1
Ågården (i Råda socken),1
Mälsåker,1
”Poick medze by”,1
Östra härad i Njudung,1
”Hanghnestadhe”,1
Hög,1
Lopne skatteting,1
Hagwndh i Siernholm (?),1
Cronabech (Kronobäck),1
Ketheloyreby,1
Stierneholm,1
Skog (Skokloster),1
Södra Folkavi i Kräcklinge socken,1
Halla kyrka,1
”Essgwstade kloster”,1
[Kastellholm],1
”Hedhensbergh”,1
Karis prästgård/Söderköping,1
"Alunda, Olands hd",1
”Bargherdorpe”,1
Vallisgracie (Nådendal),1
Gärdestad,1
Travemünde,1
Frotorp,1
Borgs socken,1
(Jt),1
Tävelstad.,1
(Rävsund?),1
Västermo,1
Fällingsbro,1
Longhem,1
"Tuna, Småland",1
(Lösings häradsting),1
Hallerne,1
Vessland,1
Fallen (Falun),1
Bergslagen,1
Västervig,1
(Tuhundra häradsting),1
Svanserid?,1
Vadsbo (se nedan),1
Långberga,1
Åflodal (Offerdal),1
Lillkyrka,1
Birszia,1
Kungs-Vallby1,1
”Elsya”,1
Abrahamstrup,1
Ultis gård (el. Vuoltee),1
Solberga gård,1
Tranom,1
Vinzsatorp,1
Långhylta,1
Todene,1
Nordmarken,1
Arensburg,1
"Högsby, Kalmar län",1
"Strömsnäs, Kalmar län",1
(Lübeck?) 1,1
Kohamn,1
Franciskanerklostret i Sthlm,1
Vigelstad,1
Biskopstuna,1
Svinstads kyrka,1
"Ving, Ås härad",1
(Tingsplatsen i Hanekinds hd),1
Hjärtenäs,1
Gäsene,1
Moratorp,1
Hinsekin,1
Härened,1
Svertetorps prästgård,1
Hycky i Birkala sn,1
Twn,1
Säm ?,1
Hälsingland,1
Alsede,1
"Storda (nu Stola, Strö sn)",1
[Örebro slott],1
Lösings hd:s tingsställe,1
Hestryd (Hästeryd),1
Gladö,1
"Falun, Kållands hd",1
Blengistorp,1
”Deffwenssööswndh”,1
”Defwenso sundh”,1
Slestad (i Slaka socken),1
Gössebäck,1
Jättendals tingslag,1
Gamla berget / Tuna,1
Mykletorp,1
"Axelsgård, Finland",1
Axelgård,1
Pilten gård,1
"[Kungssätra, Mark]",1
”Södhergard”,1
”Liuxala” by,1
Kangasala sn,1
Kangasala ting,1
”i Räfftilla”,1
”Ormyshogha” i Konga härad,1
"Gravbacken, Kalmar",1
Holtsby,1
Bosgården i Finnekumla sn,1
Storda (nu Stola i Strö sn),1
Stafsclenorsunde,1
Östaby,1
Vesilaks prästgård,1
S:t Örians hospital vid Söderk.,1
Skedenes (Skenäs),1
Kalas,1
”Hyhky i Birkkala” sn,1
Wiik,1
Åker i Bolstads sn,1
Skedenäs,1
Hospitalet utanför Söderköping,1
Kinda häradsting,1
Hagelöse,1
Turenki i Mäskälä socken,1
Lawkiigardh,1
Hamnede,1
Grinda,1
(Torstuna häradsting),1
Hakas,1
Kapperup,1
”Reffuellstade”,1
Skenstorp,1
Helgeandshuset vid Söderk.,1
Galsiö i Häradshammars sn,1
Mackalaby,1
Boglösa i Trögd,1
Bjärke härad,1
Oplo,1
Kroneborg,1
”Qvillinge”,1
Sigtuna konvent,1
Redebro,1
Åserum,1
Svenerum,1
(Munkaliv),1
Öklethe,1
Åse härads tingsställe,1
utanför Borgholm,1
Torsön,1
Eklöta,1
(Syon kloster i England),1
[Bockholmssund],1
Kalmar slott?,1
(Västerås dominikanerkloster),1
Salberg,1
Helgeandshospitalet vid Söderköping,1
Vällingeed,1
Schwisow,1
Ny Wordberg,1
”Halsnes”,1
Skaberwdh,1
Villeberga socken,1
”Hærnim”,1
Fyretorp,1
”Reffsundha”,1
Lublin,1
Tullgarn,1
”på Falem”,1
Berhammar i Läna sn,1
'Tälje sund',1
”Wnderit”,1
Bankekinds härads tingsställe,1
Tune häradsting,1
Öningevik,1
”Cwmmegård”,1
Reffuellstad,1
"Gullagrinds ting, Kumla sn",1
”(pa rettho skattinge) Reffswnda”,1
Olispone,1
Antikais by,1
"Främby, Kopparberget",1
Åsta i Angarns sn,1
”Vellesten”,1
Näveberg,1
Ifla,1
Rönö [Sagu socken],1
Galsta,1
Janonicza,1
Skärkinds hd,1
”Skattnating”,1
(Lindö),1
Åkerbo härads tingsställe,1
Ängesta by i Breds sn,1
Svartlösa härads tingsställe,1
”Vessbo” ting,1
Långared,1
Sundh,1
Utfärdarens bostad (i Skara),1
(Tuhundra tingsställe),1
Lo,1
”Oxlöön” (Yxlö),1
Lempele,1
Rödöns skatteting,1
Marienkron vid Stralsund,1
Graby,1
Loom,1
”Afflodal”,1
Brandstorp i Viste härad,1
Marifrid,1
Slifsta,1
”Sserne”,1
Liarsted?,1
Loffne,1
Bahus,1
”Swdragarde”,1
”Ex Tälgis”,1
Bockholmssund,1
Norunda tingsställe,1
Sunträlge,1
”Ellesundh” ting,1
Norred,1
Valingsta,1
Reffswndha,1
”Bergh”,1
”Wesilax”,1
Risa,1
Ekeby i Rönö härad,1
Snäfringe hd:s tingställe,1
Reffwelsta,1
vid Stäket,1
Glimminge,1
Träsberg,1
Wånga,1
Berg i Ofvansjö,1
”Payko”,1
Glanshammars klockarstuga,1
"Rom, i heliga Birgittas hus",1
”Oddevoll” (Uddevalla?),1
(Lysings häradsting),1
Stegeswndh,1
Bahuss,1
"Åsbo (i Nora socken, Våla härad)",1
Ramundaboda,1
Ubbaryd,1
Hammarkinds hd:s tingsställe,1
Lincopie,1
(Noraskog),1
Erstavik,1
(a rettho skattinge) Alsne,1
(pa vapentinget) Alsne,1
Djupvik,1
(Indals skeppslagsting),1
(Skogstorp)1,1
”Södragard”,1
Opslaa (Oslo),1
”pa vapnatingit i Bergh”,1
Södermalm,1
Munkaliv,1
Uppsala skola,1
Ullensyn,1
