toraid;tora_prefLabel;tora_altLabel;parish;hundred;tora_province;note;tora_note;tora_sweref99_n;tora_sweref99_e;tora_wgs84_lat;tora_wgs84_long;tora_coordinate_accuracy;tora_source;tora_source_url;toraid_url
11;Borgby;;Fresta;Vallentuna h:d;Uppland;;;6599660.3910;668075.3104;59.5016;17.9694;high;A10:118-119;https://sok.riksarkivet.se/bildvisning/R0000150_00063;https://sok.riksarkivet.se/topografi/11
12;Harby;;Fresta;Vallentuna h:d;Uppland;;;6600256.7901;668683.3419;59.5067;17.9806;high;A10:118-119;https://sok.riksarkivet.se/bildvisning/R0000150_00063;https://sok.riksarkivet.se/topografi/12
13;Fresta;Bårby prästgård, Borgby;Fresta;Vallentuna h:d;Uppland;;;6601353.1828;667328.2306;59.5171;17.9576;high;A10:121;https://sok.riksarkivet.se/bildvisning/R0000150_00064;https://sok.riksarkivet.se/topografi/13
14;Odenslunda;;Fresta;Vallentuna h:d;Uppland;;;6601848.9321;666910.1808;59.5217;17.9506;high;A10:122-123;https://sok.riksarkivet.se/bildvisning/R0000150_00065;https://sok.riksarkivet.se/topografi/14
15;Brunnby-Vik;Bråmby;Fresta;Vallentuna h:d;Uppland;;Vid Skälby på HK;6602521.5353;666490.6452;59.5279;17.9437;high;A10:124;https://sok.riksarkivet.se/bildvisning/R0000150_00066;https://sok.riksarkivet.se/topografi/15
16;Grimsta;;Fresta;Vallentuna h:d;Uppland;;;6599033.2085;666871.9919;59.4964;17.9477;high;A14:172, A10:125;https://sok.riksarkivet.se/bildvisning/90002986_00202, https://sok.riksarkivet.se/bildvisning/R0000150_00066;https://sok.riksarkivet.se/topografi/16
17;Skålhamra;;Fresta;Vallentuna h:d;Uppland;;;6599510.8205;670406.2308;59.4993;18.0104;high;A10:126-127, A14:170;https://sok.riksarkivet.se/bildvisning/R0000150_00067, https://sok.riksarkivet.se/bildvisning/90002986_00199;https://sok.riksarkivet.se/topografi/17
18;Sanda;;Fresta;Vallentuna h:d;Uppland;;;6600361.9094;667018.6395;59.5083;17.9513;high;A10:120;https://sok.riksarkivet.se/bildvisning/R0000150_00064;https://sok.riksarkivet.se/topografi/18
19;Grana;;Vallentuna;Vallentuna h:d;Uppland;;;6603825.1860;669401.2518;59.5384;17.9961;high;A10:52-53, A14:142;https://sok.riksarkivet.se/bildvisning/R0000150_00031, https://sok.riksarkivet.se/bildvisning/90002986_00170;https://sok.riksarkivet.se/topografi/19
20;Hassla;;Vallentuna;Vallentuna h:d;Uppland;;;6604940.0048;669496.2367;59.5484;17.9987;high;A10:54;https://sok.riksarkivet.se/bildvisning/R0000150_00032;https://sok.riksarkivet.se/topografi/20
21;Stora Mällösa;Mällösa;Vallentuna;Vallentuna h:d;Uppland;;;6605444.5642;669090.3186;59.5531;17.9919;high;A10:55;https://sok.riksarkivet.se/bildvisning/R0000150_00032;https://sok.riksarkivet.se/topografi/21
22;Lindö;;Vallentuna;Vallentuna h:d;Uppland;;;6606041.2435;670215.1279;59.5579;18.0123;high;A10:56-57, A14:140;https://sok.riksarkivet.se/bildvisning/R0000150_00033, https://sok.riksarkivet.se/bildvisning/90002986_00168;https://sok.riksarkivet.se/topografi/22
23;Björkby;;Vallentuna;Vallentuna h:d;Uppland;;;6603817.1338;672610.0131;59.537;18.0528;high;A10:59;https://sok.riksarkivet.se/bildvisning/R0000150_00034;https://sok.riksarkivet.se/topografi/23
24;Berga;;Vallentuna;Vallentuna h:d;Uppland;;;6604446.7447;670271.7624;59.5436;18.012;high;A10:60-61;https://sok.riksarkivet.se/bildvisning/R0000150_00035;https://sok.riksarkivet.se/topografi/24
25;Sursta;;Vallentuna;Vallentuna h:d;Uppland;;;6604267.5854;670527.7143;59.5419;18.0164;high;A10:60-61;https://sok.riksarkivet.se/bildvisning/R0000150_00035;https://sok.riksarkivet.se/topografi/25
26;Mörby;;Vallentuna;Vallentuna h:d;Uppland;;;6604412.5161;673805.4776;59.5419;18.0744;high;A10:63;https://sok.riksarkivet.se/bildvisning/R0000150_00036;https://sok.riksarkivet.se/topografi/26
27;Västanberga;;Vallentuna;Vallentuna h:d;Uppland;;;6605600.0486;672872.3099;59.5529;18.0588;high;A10:64-65, A10:68-69;https://sok.riksarkivet.se/bildvisning/R0000150_00037, https://sok.riksarkivet.se/bildvisning/R0000150_00039;https://sok.riksarkivet.se/topografi/27
28;Foderby;;Vallentuna;Vallentuna h:d;Uppland;;;6605598.9331;673667.7783;59.5526;18.0729;high;A10:64-65, A10:68-69;https://sok.riksarkivet.se/bildvisning/R0000150_00037, https://sok.riksarkivet.se/bildvisning/R0000150_00039;https://sok.riksarkivet.se/topografi/28
29;Ekeby;;Vallentuna;Vallentuna h:d;Uppland;;;6604886.7320;673276.3048;59.5463;18.0654;high;A10:64-65;https://sok.riksarkivet.se/bildvisning/R0000150_00037;https://sok.riksarkivet.se/topografi/29
30;Nyby;;Vallentuna;Vallentuna h:d;Uppland;;missing på TK och HK;6605640.1603;673294.2949;59.5531;18.0663;high;A10:64-65, A10:68-69;https://sok.riksarkivet.se/bildvisning/R0000150_00037, https://sok.riksarkivet.se/bildvisning/R0000150_00039;https://sok.riksarkivet.se/topografi/30
31;Västlunda;;Vallentuna;Vallentuna h:d;Uppland;;;6605040.8211;672023.9283;59.5482;18.0434;high;A10:66;https://sok.riksarkivet.se/bildvisning/R0000150_00038;https://sok.riksarkivet.se/topografi/31
32;Bergby;;Vallentuna;Vallentuna h:d;Uppland;;;6605940.1147;673631.9158;59.5556;18.0725;high;A10:67, A10:68-69;https://sok.riksarkivet.se/bildvisning/R0000150_00038, https://sok.riksarkivet.se/bildvisning/R0000150_00039;https://sok.riksarkivet.se/topografi/32
33;Ubby;;Vallentuna;Vallentuna h:d;Uppland;;;6606049.1408;674760.9827;59.5561;18.0926;high;A10:70;https://sok.riksarkivet.se/bildvisning/R0000150_00040;https://sok.riksarkivet.se/topografi/33
34;Ormsta;;Vallentuna;Vallentuna h:d;Uppland;;;6604431.6168;674421.587;59.5418;18.0853;high;A10:71;https://sok.riksarkivet.se/bildvisning/R0000150_00040;https://sok.riksarkivet.se/topografi/34
35;Vallentuna;Vallentuna prästgård;Vallentuna;Vallentuna h:d;Uppland;;;6603258.9632;673920.8757;59.5315;18.0755;high;A10:68-69, A10:72-73;https://sok.riksarkivet.se/bildvisning/R0000150_00039, https://sok.riksarkivet.se/bildvisning/R0000150_00041;https://sok.riksarkivet.se/topografi/35
36;Åby;;Vallentuna;Vallentuna h:d;Uppland;;;6603851.1117;674395.7865;59.5366;18.0843;high;A10:72-73;https://sok.riksarkivet.se/bildvisning/R0000150_00041;https://sok.riksarkivet.se/topografi/36
37;Väsby;;Vallentuna;Vallentuna h:d;Uppland;;;6603453.2089;673361.5781;59.5334;18.0657;high;A10:72-73;https://sok.riksarkivet.se/bildvisning/R0000150_00041;https://sok.riksarkivet.se/topografi/37
38;Kusta;;Vallentuna;Vallentuna h:d;Uppland;;;6605874.5224;678163.3946;59.5531;18.1525;high;A10:74;https://sok.riksarkivet.se/bildvisning/R0000150_00042;https://sok.riksarkivet.se/topografi/38
39;Säby;;Vallentuna;Vallentuna h:d;Uppland;;;6601707.0741;670924.0867;59.5188;18.0213;high;A10:76-77;https://sok.riksarkivet.se/bildvisning/R0000150_00043;https://sok.riksarkivet.se/topografi/39
40;Grävelsta;;Vallentuna;Vallentuna h:d;Uppland;;;6602283.3551;670831.409;59.524;18.0201;high;A10:76-77;https://sok.riksarkivet.se/bildvisning/R0000150_00043;https://sok.riksarkivet.se/topografi/40
41;Uthamra;;Vallentuna;Vallentuna h:d;Uppland;;;6601819.3965;671425.8317;59.5196;18.0302;high;A10:76-77;https://sok.riksarkivet.se/bildvisning/R0000150_00043;https://sok.riksarkivet.se/topografi/41
42;Kragsta;;Vallentuna;Vallentuna h:d;Uppland;;;6602352.9725;672146.0876;59.5241;18.0434;high;A10:75;https://sok.riksarkivet.se/bildvisning/R0000150_00042;https://sok.riksarkivet.se/topografi/42
43;Rickeby;;Vallentuna;Vallentuna h:d;Uppland;;;6603867.4516;673935.6462;59.5369;18.0762;high;A10:63;https://sok.riksarkivet.se/bildvisning/R0000150_00036;https://sok.riksarkivet.se/topografi/43
44;Gullbron;;Vallentuna;Vallentuna h:d;Uppland;;Vid Lindönäs på TK och Uppnäset på HK;6604825.6384;671536.7484;59.5465;18.0346;high;A10:58;https://sok.riksarkivet.se/bildvisning/R0000150_00034;https://sok.riksarkivet.se/topografi/44
45;Kallängarna;;Vallentuna;Vallentuna h:d;Uppland;;Vid Rosendal på TK. missing på HK. se Mörby 1763;6604463.9208;672265.877;59.543;18.0472;high;A10:62;https://sok.riksarkivet.se/bildvisning/R0000150_00036;https://sok.riksarkivet.se/topografi/45
46;Stora Lundby;Lundby;Markim;Seminghundra h:d;Uppland;"Har merparten av sin äng samt vreter i A9:42-43 benämnd ""Husby ön"" i registret";;6609527.6057;671329.1103;59.5888;18.0348;high;A9:38-39;https://sok.riksarkivet.se/bildvisning/R0000149_00026;https://sok.riksarkivet.se/topografi/46
47;Ybelholm;Hybbelholm;Markim;Seminghundra h:d;Uppland;;;6609189.4101;671754.1593;59.5855;18.042;high;A9:40;https://sok.riksarkivet.se/bildvisning/R0000149_00027;https://sok.riksarkivet.se/topografi/47
48;Vivelsta;;Markim;Seminghundra h:d;Uppland;;;6610453.2481;672744.0727;59.5965;18.0605;high;A9:41;https://sok.riksarkivet.se/bildvisning/R0000149_00027;https://sok.riksarkivet.se/topografi/48
49;Markim;;Markim;Seminghundra h:d;Uppland;;;6611399.8607;672818.7642;59.6049;18.0626;high;A9:44;https://sok.riksarkivet.se/bildvisning/R0000149_00029;https://sok.riksarkivet.se/topografi/49
50;Husby;;Markim;Seminghundra h:d;Uppland;;;6610461.3640;671900.6038;59.5969;18.0456;high;A9:42-43, A9:46-47;https://sok.riksarkivet.se/bildvisning/R0000149_00028, https://sok.riksarkivet.se/bildvisning/R0000149_00030;https://sok.riksarkivet.se/topografi/50
51;Saxta;;Markim;Seminghundra h:d;Uppland;;;6611608.7069;673058.7921;59.6067;18.067;high;A9:45;https://sok.riksarkivet.se/bildvisning/R0000149_00029;https://sok.riksarkivet.se/topografi/51
52;Lena;;Markim;Seminghundra h:d;Uppland;;;6612604.3694;672627.3592;59.6158;18.0602;high;A9:48;https://sok.riksarkivet.se/bildvisning/R0000149_00031;https://sok.riksarkivet.se/topografi/52
53;Örsta;;Markim;Seminghundra h:d;Uppland;;;6612817.8162;672062.0833;59.618;18.0504;high;A9:49;https://sok.riksarkivet.se/bildvisning/R0000149_00031;https://sok.riksarkivet.se/topografi/53
54;Snåttsta;;Markim;Seminghundra h:d;Uppland;De båda hemmanen är 384 penningland (16 öresland) tillsammans. Är registrerat på det ena då det ej framgår om de är lika stora eller inte.;;6612139.4739;671610.5956;59.6121;18.0419;high;A9:50-51;https://sok.riksarkivet.se/bildvisning/R0000149_00032;https://sok.riksarkivet.se/topografi/54
55;Örsta torp;;Markim;Seminghundra h:d;Uppland;;;6614043.0834;671808.4428;59.629;18.0469;high;A9:52;https://sok.riksarkivet.se/bildvisning/R0000149_00033;https://sok.riksarkivet.se/topografi/55
56;Vreta;;Markim;Seminghundra h:d;Uppland;"Ängsfjäll på ""Ön""/""Husby ön"".";;6611328.6652;671026.156;59.605;18.0309;high;A9:53;https://sok.riksarkivet.se/bildvisning/R0000149_00033;https://sok.riksarkivet.se/topografi/56
57;Bergby;;Markim;Seminghundra h:d;Uppland;;;6611234.2934;671407.3337;59.604;18.0375;high;A9:54-55;https://sok.riksarkivet.se/bildvisning/R0000149_00034;https://sok.riksarkivet.se/topografi/57
58;Husbyön;;Markim;Seminghundra h:d;Uppland;Merparten av åker och äng till Husby;;6607997.6308;671398.612;59.575;18.0348;high;LMS A63-4:3, A9:42-43;https://sok.riksarkivet.se/bildvisning/R0000149_00028;https://sok.riksarkivet.se/topografi/58
59;Borresta;Bårsta;Orkesta;Seminghundra h:d;Uppland;Äng och åker ej registrerat då lantmätaren inte redovisat Borresta och Yttergåla byar separat utan deras sammanlagda åker och äng.;Möjligen samma enhet som Yttergåla;6611593.8107;674816.3465;59.6058;18.0981;high;A9:58-59, A13:11;https://sok.riksarkivet.se/bildvisning/R0000149_00036, https://sok.riksarkivet.se/bildvisning/90002985_00022;https://sok.riksarkivet.se/topografi/59
60;Yttergåla;Yttergård, Yttergärde;Orkesta;Seminghundra h:d;Uppland;Äng och åker ej registrerat då lantmätaren inte redovisat Borresta och Yttergåla byar separat utan deras sammanlagda åker och äng.;Möjligen samma enhet som Borresta;6611419.2773;675357.9518;59.604;18.1076;high;A9:58-59, A13:11;https://sok.riksarkivet.se/bildvisning/R0000149_00036, https://sok.riksarkivet.se/bildvisning/90002985_00022;https://sok.riksarkivet.se/topografi/60
61;Vaxtuna;;Orkesta;Seminghundra h:d;Uppland;;;6612802.9421;673988.9623;59.617;18.0845;high;A9:60;https://sok.riksarkivet.se/bildvisning/R0000149_00037;https://sok.riksarkivet.se/topografi/61
62;Lundby;;Orkesta;Seminghundra h:d;Uppland;;;6612944.3721;676035.9385;59.6174;18.1208;high;A9:61;https://sok.riksarkivet.se/bildvisning/R0000149_00037;https://sok.riksarkivet.se/topografi/62
63;Finnberga;;Orkesta;Seminghundra h:d;Uppland;;;6612500.8453;674704.2215;59.614;18.0969;high;A9:63;https://sok.riksarkivet.se/bildvisning/R0000149_00038;https://sok.riksarkivet.se/topografi/63
64;Stolp-Ekeby;;Frösunda;Seminghundra h:d;Uppland;;;6613049.0612;677879.7315;59.6176;18.1535;high;A9:66-67;https://sok.riksarkivet.se/bildvisning/R0000149_00040;https://sok.riksarkivet.se/topografi/64
65;Stora Frösunda;Frösunda prästgård, Frösunda;Frösunda;Seminghundra h:d;Uppland;"Oklart om ängsfjäll i ""Vreda"" A9:70-71 kommer till Prästgården eller delas med klockargården";;6613571.3508;678546.2204;59.622;18.1658;high;A9:68;https://sok.riksarkivet.se/bildvisning/R0000149_00041;https://sok.riksarkivet.se/topografi/65
66;Stora Vreda;Vreda;Frösunda;Seminghundra h:d;Uppland;;;6613503.5028;679179.3619;59.6211;18.1769;high;A9:70-71;https://sok.riksarkivet.se/bildvisning/R0000149_00042;https://sok.riksarkivet.se/topografi/66
67;Byle;;Frösunda;Seminghundra h:d;Uppland;Är ett skattetorp;;6611809.1736;678684.7658;59.6061;18.1667;high;A9:72;https://sok.riksarkivet.se/bildvisning/R0000149_00043;https://sok.riksarkivet.se/topografi/67
68;Åttesta;Ottstaby;Frösunda;Seminghundra h:d;Uppland;;;6616979.3084;677051.2123;59.6532;18.1422;high;A9:73, A13:21;https://sok.riksarkivet.se/bildvisning/R0000149_00043, https://sok.riksarkivet.se/bildvisning/90002985_00035;https://sok.riksarkivet.se/topografi/68
69;Rolsta;Roosta;Frösunda;Seminghundra h:d;Uppland;;;6615937.5490;680246.2208;59.6425;18.1979;high;A9:74-75, A13:25;https://sok.riksarkivet.se/bildvisning/R0000149_00044, https://sok.riksarkivet.se/bildvisning/90002985_00039;https://sok.riksarkivet.se/topografi/69
70;Skrävsta;;Frösunda;Seminghundra h:d;Uppland;;;6616691.8607;676627.0018;59.6508;18.1344;high;A9:76;https://sok.riksarkivet.se/bildvisning/R0000149_00045;https://sok.riksarkivet.se/topografi/70
71;Berg;;Frösunda;Seminghundra h:d;Uppland;Har byamål i Stora Vreda;;6613345.1734;679392.9261;59.6196;18.1806;high;A9:70-71;https://sok.riksarkivet.se/bildvisning/R0000149_00042;https://sok.riksarkivet.se/topografi/71
72;Lövsta;;Frösunda;Seminghundra h:d;Uppland;;;6619731.4256;676882.8012;59.6779;18.1415;high;A9:69;https://sok.riksarkivet.se/bildvisning/R0000149_00041;https://sok.riksarkivet.se/topografi/72
73;Söderhall;;Kårsta;Långhundra h:d;Uppland;;;6616905.5416;687799.1992;59.6478;18.3325;high;A6:22-23;https://sok.riksarkivet.se/bildvisning/R0000146_00014;https://sok.riksarkivet.se/topografi/73
74;Norrhall;;Kårsta;Långhundra h:d;Uppland;Äng på A6:25;;6617532.1106;687543.7076;59.6536;18.3285;high;A6:24, A6:25;https://sok.riksarkivet.se/bildvisning/R0000146_00015, https://sok.riksarkivet.se/bildvisning/R0000146_00015;https://sok.riksarkivet.se/topografi/74
75;Backa;;Kårsta;Långhundra h:d;Uppland;;;6618221.4781;684001.6084;59.6613;18.2664;high;A6:26-27;https://sok.riksarkivet.se/bildvisning/R0000146_00016;https://sok.riksarkivet.se/topografi/75
76;Röby;;Kårsta;Långhundra h:d;Uppland;;Vid Saltpetterbruket på HK. missing på TK, Se *Saltpetterbruket A6:28;6618724.7901;683943.327;59.6658;18.2658;high;A6:26-27;https://sok.riksarkivet.se/bildvisning/R0000146_00016;https://sok.riksarkivet.se/topografi/76
77;Saltpetterbruket;Saltpettersvidarens hus;Kårsta;Långhundra h:d;Uppland;;;6618979.9191;684990.2711;59.6677;18.2846;high;A6:28;https://sok.riksarkivet.se/bildvisning/R0000146_00017;https://sok.riksarkivet.se/topografi/77
78;Gillberga;;Kårsta;Långhundra h:d;Uppland;;;6618585.6401;683188.2121;59.6649;18.2523;high;A6:29;https://sok.riksarkivet.se/bildvisning/R0000146_00017;https://sok.riksarkivet.se/topografi/78
79;Mälsta;Ekskogen;Kårsta;Långhundra h:d;Uppland;;Beläget vid Ekskogen;6615465.8266;682002.8897;59.6375;18.2286;high;A6:30-31, A17:67-68;https://sok.riksarkivet.se/bildvisning/R0000146_00018, https://sok.riksarkivet.se/bildvisning/90002989_00088;https://sok.riksarkivet.se/topografi/79
80;Broby;;Kårsta;Långhundra h:d;Uppland;;;6616234.1012;682716.049;59.6441;18.2419;high;A6:32-33;https://sok.riksarkivet.se/bildvisning/R0000146_00019;https://sok.riksarkivet.se/topografi/80
81;Salby;;Kårsta;Långhundra h:d;Uppland;;;6616326.2666;681123.3926;59.6456;18.2138;high;A6:34-35;https://sok.riksarkivet.se/bildvisning/R0000146_00020;https://sok.riksarkivet.se/topografi/81
82;Skarpsundby;;Kårsta;Långhundra h:d;Uppland;;;6617200.7080;679686.4639;59.654;18.1891;high;A6:36-37, A17:60;https://sok.riksarkivet.se/bildvisning/R0000146_00021, https://sok.riksarkivet.se/bildvisning/90002989_00080;https://sok.riksarkivet.se/topografi/82
83;Nyby;Sunnarby;Kårsta;Långhundra h:d;Uppland;;Ligger vid Nyby på TK;6617222.4413;680277.4472;59.654;18.1995;high;A17:62, A6:38-39;https://sok.riksarkivet.se/bildvisning/90002989_00083, https://sok.riksarkivet.se/bildvisning/R0000146_00022;https://sok.riksarkivet.se/topografi/83
84;Sunnarby;Lilla Sunnarby;Kårsta;Långhundra h:d;Uppland;;;6618025.3203;680335.0212;59.6612;18.2012;high;A6:38-39, A17:62;https://sok.riksarkivet.se/bildvisning/R0000146_00022, https://sok.riksarkivet.se/bildvisning/90002989_00083;https://sok.riksarkivet.se/topografi/84
85;Vada;;Vada;Vallentuna h:d;Uppland;;;6608452.2153;680904.7788;59.5751;18.2032;high;A10:80-81;https://sok.riksarkivet.se/bildvisning/R0000150_00045;https://sok.riksarkivet.se/topografi/85
86;Stora Lussinge;Lussinge;Vada;Vallentuna h:d;Uppland;;;6607775.0477;681512.2341;59.5687;18.2133;high;A10:82;https://sok.riksarkivet.se/bildvisning/R0000150_00046;https://sok.riksarkivet.se/topografi/86
87;Målsta;;Vada;Vallentuna h:d;Uppland;;;6606952.9884;680770.45;59.5617;18.1995;high;A10:83, A14:152;https://sok.riksarkivet.se/bildvisning/R0000150_00046, https://sok.riksarkivet.se/bildvisning/90002986_00183;https://sok.riksarkivet.se/topografi/87
88;Seneby;Skiäleby;Vada;Vallentuna h:d;Uppland;"""… en uthiord som tilförne hafwer warit ett heman för sigh enämt Skiäleby""";Med utjorden Skiäleby;6607117.2047;679956.9503;59.5635;18.1853;high;A10:84-85;https://sok.riksarkivet.se/bildvisning/R0000150_00047;https://sok.riksarkivet.se/topografi/88
89;Skesta;;Vada;Vallentuna h:d;Uppland;;;6606635.5696;679494.7309;59.5594;18.1767;high;A10:86;https://sok.riksarkivet.se/bildvisning/R0000150_00048;https://sok.riksarkivet.se/topografi/89
90;Husa;;Garn (Össeby-Garn);Långhundra h:d;Uppland;;;6608767.9924;681789.5047;59.5775;18.2191;high;A6:2-3;https://sok.riksarkivet.se/bildvisning/R0000146_00004;https://sok.riksarkivet.se/topografi/90
91;Säby;;Garn (Össeby-Garn);Långhundra h:d;Uppland;;missing på TK, se HK;6607874.8507;682066.2728;59.5694;18.2232;high;A6:2-3;https://sok.riksarkivet.se/bildvisning/R0000146_00004;https://sok.riksarkivet.se/topografi/91
92;Sundby;;Garn (Össeby-Garn);Långhundra h:d;Uppland;;;6607640.0514;682847.85;59.567;18.2368;high;A6:4;https://sok.riksarkivet.se/bildvisning/R0000146_00005;https://sok.riksarkivet.se/topografi/92
93;Åkerby;Åkerby utjord;Garn (Össeby-Garn);Långhundra h:d;Uppland;;;6607257.7973;682981.5792;59.5635;18.2388;high;A6:5;https://sok.riksarkivet.se/bildvisning/R0000146_00005;https://sok.riksarkivet.se/topografi/93
94;Lilla Garn;;Garn (Össeby-Garn);Långhundra h:d;Uppland;;;6607138.7556;683899.8346;59.562;18.2549;high;A6:154-155, A6:6-7, A11:10;https://sok.riksarkivet.se/bildvisning/R0000146_00080, https://sok.riksarkivet.se/bildvisning/R0000146_00006, https://sok.riksarkivet.se/bildvisning/90002983_00033;https://sok.riksarkivet.se/topografi/94
95;Toftesta;;Garn (Össeby-Garn);Långhundra h:d;Uppland;;;6607706.3084;683770.2395;59.5671;18.2532;high;A6:154-155, A6:6-7, A11:10;https://sok.riksarkivet.se/bildvisning/R0000146_00080, https://sok.riksarkivet.se/bildvisning/R0000146_00006, https://sok.riksarkivet.se/bildvisning/90002983_00033;https://sok.riksarkivet.se/topografi/95
96;Ösby utjord;;Garn (Össeby-Garn);Långhundra h:d;Uppland;;;6607979.5618;684947.9139;59.5691;18.2742;high;A6:8;https://sok.riksarkivet.se/bildvisning/R0000146_00007;https://sok.riksarkivet.se/topografi/96
97;Morsta;;Garn (Össeby-Garn);Långhundra h:d;Uppland;Äng på A6:12;;6611625.8814;685953.7678;59.6013;18.2952;high;A6:10-11;https://sok.riksarkivet.se/bildvisning/R0000146_00008;https://sok.riksarkivet.se/topografi/97
98;Libby;;Garn (Össeby-Garn);Långhundra h:d;Uppland;;missing på TK, se HK;6607448.5622;683286.5788;59.565;18.2444;high;A6:13;https://sok.riksarkivet.se/bildvisning/R0000146_00009;https://sok.riksarkivet.se/topografi/98
99;Kumla;;Garn (Össeby-Garn);Långhundra h:d;Uppland;;;6612134.1484;686852.9527;59.6055;18.3115;high;A6:14-15;https://sok.riksarkivet.se/bildvisning/R0000146_00010;https://sok.riksarkivet.se/topografi/99
100;Ramsta;;Garn (Össeby-Garn);Långhundra h:d;Uppland;;;6611853.3852;686887.628;59.6029;18.3119;high;A6:14-15;https://sok.riksarkivet.se/bildvisning/R0000146_00010;https://sok.riksarkivet.se/topografi/100
101;Brollsta;;Garn (Össeby-Garn);Långhundra h:d;Uppland;;;6610825.9364;686875.7011;59.5937;18.3108;high;A6:16;https://sok.riksarkivet.se/bildvisning/R0000146_00011;https://sok.riksarkivet.se/topografi/101
102;Starby;;Garn (Össeby-Garn);Långhundra h:d;Uppland;;;6609734.7675;691488.2605;59.5819;18.3913;high;A6:17;https://sok.riksarkivet.se/bildvisning/R0000146_00011;https://sok.riksarkivet.se/topografi/102
103;Stångberga;;Garn (Össeby-Garn);Långhundra h:d;Uppland;;;6612437.5184;687330.3666;59.608;18.3202;high;A6:18-19;https://sok.riksarkivet.se/bildvisning/R0000146_00012;https://sok.riksarkivet.se/topografi/103
104;Åby;;Garn (Össeby-Garn);Långhundra h:d;Uppland;;;6613280.6832;687387.0715;59.6155;18.322;high;A6:18-19;https://sok.riksarkivet.se/bildvisning/R0000146_00012;https://sok.riksarkivet.se/topografi/104
105;Ösby;;Garn (Össeby-Garn);Långhundra h:d;Uppland;;;6608297.5257;684400.3427;59.5722;18.2648;high;A6:9;https://sok.riksarkivet.se/bildvisning/R0000146_00007;https://sok.riksarkivet.se/topografi/105
106;Väsby;;Össeby (Garn);Vallentuna h:d;Uppland;;;6602924.0009;682404.3096;59.5249;18.2249;high;A10:88-89;https://sok.riksarkivet.se/bildvisning/R0000150_00049;https://sok.riksarkivet.se/topografi/106
107;Sunnersta;;Össeby (Garn);Vallentuna h:d;Uppland;;;6606581.6447;681329.2643;59.5581;18.2091;high;A10:90;https://sok.riksarkivet.se/bildvisning/R0000150_00050;https://sok.riksarkivet.se/topografi/107
108;Lilla Karby;;Össeby (Garn);Vallentuna h:d;Uppland;;missing på TK eller HK. Vid Lidberga på TK;6603095.6977;683046.0143;59.5261;18.2364;high;A10:88-89;https://sok.riksarkivet.se/bildvisning/R0000150_00049;https://sok.riksarkivet.se/topografi/108
109;Stora Karby;;Össeby (Garn);Vallentuna h:d;Uppland;;;6606628.6701;682246.8275;59.5581;18.2253;high;A10:91;https://sok.riksarkivet.se/bildvisning/R0000150_00050;https://sok.riksarkivet.se/topografi/109
110;Brottby;;Össeby (Garn);Vallentuna h:d;Uppland;;;6606621.6307;683088.6804;59.5577;18.2402;high;A10:92-93;https://sok.riksarkivet.se/bildvisning/R0000150_00051;https://sok.riksarkivet.se/topografi/110
111;Körlinge;;Össeby (Garn);Vallentuna h:d;Uppland;;;6603793.3131;682896.9511;59.5324;18.2344;high;A10:94;https://sok.riksarkivet.se/bildvisning/R0000150_00052;https://sok.riksarkivet.se/topografi/111
112;Össeby prästgård;Fruchthammar , Össeby-Garns prästgård;Össeby (Garn);Vallentuna h:d;Uppland;;missing på TK;6606500.9007;683796.4291;59.5563;18.2526;high;A10:92-93;https://sok.riksarkivet.se/bildvisning/R0000150_00051;https://sok.riksarkivet.se/topografi/112
113;Lundby;;Angarn;Vallentuna h:d;Uppland;;Vid Angarn på TK;6604082.0783;679281.4418;59.5366;18.1708;high;A10:100-101, A10:96-97;https://sok.riksarkivet.se/bildvisning/R0000150_00055, https://sok.riksarkivet.se/bildvisning/R0000150_00053;https://sok.riksarkivet.se/topografi/113
114;Alby;;Angarn;Vallentuna h:d;Uppland;;;6604045.9855;679652.523;59.5361;18.1773;high;A10:96-97;https://sok.riksarkivet.se/bildvisning/R0000150_00053;https://sok.riksarkivet.se/topografi/114
115;Rörby;;Angarn;Vallentuna h:d;Uppland;;;6603689.8998;679279.7541;59.5331;18.1704;high;A10:98;https://sok.riksarkivet.se/bildvisning/R0000150_00054;https://sok.riksarkivet.se/topografi/115
116;Rävsta;;Angarn;Vallentuna h:d;Uppland;;;6603748.0187;678670.303;59.5339;18.1597;high;A10:99;https://sok.riksarkivet.se/bildvisning/R0000150_00054;https://sok.riksarkivet.se/topografi/116
117;Örsta;;Angarn;Vallentuna h:d;Uppland;Även vretar på A10:102;;6604792.8071;678993.1903;59.5431;18.1663;high;A10:100-101, A10:102;https://sok.riksarkivet.se/bildvisning/R0000150_00055, https://sok.riksarkivet.se/bildvisning/R0000150_00056;https://sok.riksarkivet.se/topografi/117
118;Veda;;Angarn;Vallentuna h:d;Uppland;;;6601458.4405;678789.1459;59.5133;18.1599;high;A10:103;https://sok.riksarkivet.se/bildvisning/R0000150_00056;https://sok.riksarkivet.se/topografi/118
119;Åsta;;Angarn;Vallentuna h:d;Uppland;;;6604117.2928;678112.6122;59.5374;18.1502;high;A10:104-105;https://sok.riksarkivet.se/bildvisning/R0000150_00057;https://sok.riksarkivet.se/topografi/119
120;Smedby;Smedby gård;Österåker;Åkers skeppslag;Uppland;;;6600417.7890;686253.7166;59.5007;18.2906;high;Smedby:1;https://sok.riksarkivet.se/bildvisning/R0000506_00005;https://sok.riksarkivet.se/topografi/120
