toraid;tora_prefLabel;tora_altLabel;cadastral_unit_id;type;littera;assessment_hemmantal;parish;tora_province;tora_sweref99_n;tora_sweref99_e;tora_wgs84_lat;tora_wgs84_long;koordinatkod;tora_source;tora_source_url;toraid_url
3027;Brolöt;;1;kronohemman;C;0,5;Toresund;Södermanland;6579163.0802;630311.6271;59.3311;17.2905;Hög;C5:99;https://sok.riksarkivet.se/bildvisning/R0000155_00055;https://sok.riksarkivet.se/topografi/3027
3027;Brolöt;;2;utjord;;;Toresund;Södermanland;6579163.0802;630311.6271;59.3311;17.2905;Hög;C5:99;https://sok.riksarkivet.se/bildvisning/R0000155_00055;https://sok.riksarkivet.se/topografi/3027
3028;Salby;;1;kronohemman;M;;Toresund;Södermanland;6578881.9510;627542.2545;59.3294;17.2417;Hög;C5:104-105;https://sok.riksarkivet.se/bildvisning/R0000155_00058;https://sok.riksarkivet.se/topografi/3028
3028;Salby;;2;kronohemman;M;;Toresund;Södermanland;6578881.9510;627542.2545;59.3294;17.2417;Hög;C5:104-105;https://sok.riksarkivet.se/bildvisning/R0000155_00058;https://sok.riksarkivet.se/topografi/3028
3029;Ingeby;;1;kronohemman;V;1;Toresund;Södermanland;6578593.6354;627150.5421;59.327;17.2346;Hög;C5:106;https://sok.riksarkivet.se/bildvisning/R0000155_00059;https://sok.riksarkivet.se/topografi/3029
3030;Åkerby;;1;kronohemman;A;1;Toresund;Södermanland;6581609.8575;624056.0928;59.355;17.182;Hög;C5:107;https://sok.riksarkivet.se/bildvisning/R0000155_00059;https://sok.riksarkivet.se/topografi/3030
3031;Giresta;;1;kronohemman;9;1;Toresund;Södermanland;6581183.0798;623589.3471;59.3513;17.1736;Hög;C5:108-109;https://sok.riksarkivet.se/bildvisning/R0000155_00060;https://sok.riksarkivet.se/topografi/3031
3031;Giresta;;2;skattehemman;9;;Toresund;Södermanland;6581183.0798;623589.3471;59.3513;17.1736;Hög;C5:108-109;https://sok.riksarkivet.se/bildvisning/R0000155_00060;https://sok.riksarkivet.se/topografi/3031
3031;Giresta;;3;frälsehemman;9;;Toresund;Södermanland;6581183.0798;623589.3471;59.3513;17.1736;Hög;C5:108-109;https://sok.riksarkivet.se/bildvisning/R0000155_00060;https://sok.riksarkivet.se/topografi/3031
3032;Mälby;;1;kronohemman;4;1;Toresund;Södermanland;6580978.0708;622824.7052;59.3496;17.16;Hög;C5:108-109;https://sok.riksarkivet.se/bildvisning/R0000155_00060;https://sok.riksarkivet.se/topografi/3032
3033;Vånga;;1;kronohemman;P;1;Toresund;Södermanland;6580594.6499;622137.3496;59.3464;17.1477;Hög;C5:110;https://sok.riksarkivet.se/bildvisning/R0000155_00061;https://sok.riksarkivet.se/topografi/3033
3033;Vånga;;2;kronohemman;P;1;Toresund;Södermanland;6580594.6499;622137.3496;59.3464;17.1477;Hög;C5:110;https://sok.riksarkivet.se/bildvisning/R0000155_00061;https://sok.riksarkivet.se/topografi/3033
3033;Vånga;;3;torp;A;;Toresund;Södermanland;6580594.6499;622137.3496;59.3464;17.1477;Hög;C5:110;https://sok.riksarkivet.se/bildvisning/R0000155_00061;https://sok.riksarkivet.se/topografi/3033
3034;Hunnesta;;1;kronohemman;A;1;Toresund;Södermanland;6579278.4210;624544.6005;59.3339;17.1893;Hög;C5:111;https://sok.riksarkivet.se/bildvisning/R0000155_00061;https://sok.riksarkivet.se/topografi/3034
3034;Hunnesta;;2;skattehemman;A;1;Toresund;Södermanland;6579278.4210;624544.6005;59.3339;17.1893;Hög;C5:111;https://sok.riksarkivet.se/bildvisning/R0000155_00061;https://sok.riksarkivet.se/topografi/3034
3035;Gesta;;1;kronohemman;B;1;Toresund;Södermanland;6580334.4673;624156.1861;59.3435;17.1831;Hög;C5:112-113;https://sok.riksarkivet.se/bildvisning/R0000155_00062;https://sok.riksarkivet.se/topografi/3035
3035;Gesta;;2;kronohemman;B;1;Toresund;Södermanland;6580334.4673;624156.1861;59.3435;17.1831;Hög;C5:112-113;https://sok.riksarkivet.se/bildvisning/R0000155_00062;https://sok.riksarkivet.se/topografi/3035
3035;Gesta;;3;kronohemman;B;1;Toresund;Södermanland;6580334.4673;624156.1861;59.3435;17.1831;Hög;C5:112-113;https://sok.riksarkivet.se/bildvisning/R0000155_00062;https://sok.riksarkivet.se/topografi/3035
3035;Gesta;;4;kronohemman;B;1;Toresund;Södermanland;6580334.4673;624156.1861;59.3435;17.1831;Hög;C5:112-113;https://sok.riksarkivet.se/bildvisning/R0000155_00062;https://sok.riksarkivet.se/topografi/3035
3035;Gesta;;5;skattehemman;B;1;Toresund;Södermanland;6580334.4673;624156.1861;59.3435;17.1831;Hög;C5:112-113;https://sok.riksarkivet.se/bildvisning/R0000155_00062;https://sok.riksarkivet.se/topografi/3035
3036;Krågesta;Ulriksberg;1;skattehemman;D;;Toresund;Södermanland;6578618.6971;624282.7717;59.328;17.1843;Hög;C5:114;https://sok.riksarkivet.se/bildvisning/R0000155_00063;https://sok.riksarkivet.se/topografi/3036
3037;Karlkulla;;1;kronohemman;13;0,5;Toresund;Södermanland;6580171.9131;626984.8839;59.3412;17.2327;Hög;C5:79;https://sok.riksarkivet.se/bildvisning/R0000155_00045;https://sok.riksarkivet.se/topografi/3037
3038;Ullsta;;1;skattehemman;A;1;Ytterselö;Södermanland;6588137.7555;628241.1792;59.4123;17.2595;Hög;C5:46;https://sok.riksarkivet.se/bildvisning/R0000155_00028;https://sok.riksarkivet.se/topografi/3038
3038;Ullsta;;2;frälsehemman;A;;Ytterselö;Södermanland;6588137.7555;628241.1792;59.4123;17.2595;Hög;C5:46;https://sok.riksarkivet.se/bildvisning/R0000155_00028;https://sok.riksarkivet.se/topografi/3038
3039;Berga;;1;skattehemman;9;;Ytterselö;Södermanland;6589026.7149;628384.361;59.4202;17.2625;Hög;C5:47-48;https://sok.riksarkivet.se/bildvisning/R0000155_00029;https://sok.riksarkivet.se/topografi/3039
3039;Berga;;2;kronohemman;9;;Ytterselö;Södermanland;6589026.7149;628384.361;59.4202;17.2625;Hög;C5:47-48;https://sok.riksarkivet.se/bildvisning/R0000155_00029;https://sok.riksarkivet.se/topografi/3039
3040;Äleby;;1;skattehemman;A;;Ytterselö;Södermanland;6589689.5557;627767.9152;59.4263;17.2521;Hög;C5:49;https://sok.riksarkivet.se/bildvisning/R0000155_00030;https://sok.riksarkivet.se/topografi/3040
3041;Egalla;;1;skattehemman;;1;Ytterselö;Södermanland;6585982.3241;625091.9175;59.3939;17.2028;Hög;C5:50;https://sok.riksarkivet.se/bildvisning/R0000155_00030;https://sok.riksarkivet.se/topografi/3041
3041;Egalla;;2;utjord;;;Ytterselö;Södermanland;6585982.3241;625091.9175;59.3939;17.2028;Hög;C5:50;https://sok.riksarkivet.se/bildvisning/R0000155_00030;https://sok.riksarkivet.se/topografi/3041
3042;Berg;;1;kronohemman;;1;Ytterselö;Södermanland;6585117.0483;625287.569;59.3861;17.2057;Hög;C5:51-52;https://sok.riksarkivet.se/bildvisning/R0000155_00031;https://sok.riksarkivet.se/topografi/3042
3042;Berg;;2;kronohemman;;1;Ytterselö;Södermanland;6585117.0483;625287.569;59.3861;17.2057;Hög;C5:51-52;https://sok.riksarkivet.se/bildvisning/R0000155_00031;https://sok.riksarkivet.se/topografi/3042
3043;Mervalla;;1;frälsehemman;T;;Ytterselö;Södermanland;6584954.6710;624985.3309;59.3847;17.2003;Hög;C5:51-52;https://sok.riksarkivet.se/bildvisning/R0000155_00031;https://sok.riksarkivet.se/topografi/3043
3044;Brunnsberg;;1;kronohemman;S;;Ytterselö;Södermanland;6584681.1245;625332.5289;59.3821;17.2063;Hög;C5:51-52;https://sok.riksarkivet.se/bildvisning/R0000155_00031;https://sok.riksarkivet.se/topografi/3044
3045;Åsa;;1;skattehemman;16;1;Ytterselö;Södermanland;6585853.3351;624401.4799;59.3929;17.1906;Hög;C5:53;https://sok.riksarkivet.se/bildvisning/R0000155_00032;https://sok.riksarkivet.se/topografi/3045
3046;Lilla Utåker;;1;ospecificerad kameral enhet;14;0,25;Ytterselö;Södermanland;6585833.1862;627192.4783;59.3919;17.2397;Hög;C5:54;https://sok.riksarkivet.se/bildvisning/R0000155_00032;https://sok.riksarkivet.se/topografi/3046
3047;Stora Utåker;;1;kronohemman;13;0,25;Ytterselö;Södermanland;6586229.7581;627174.4472;59.3955;17.2396;Hög;C5:54;https://sok.riksarkivet.se/bildvisning/R0000155_00032;https://sok.riksarkivet.se/topografi/3047
3048;Opptuna;;1;skattehemman;1;;Ytterselö;Södermanland;6585121.1647;627767.1923;59.3854;17.2493;Hög;C5:55-56;https://sok.riksarkivet.se/bildvisning/R0000155_00033;https://sok.riksarkivet.se/topografi/3048
3048;Opptuna;;2;frälsehemman;2;;Ytterselö;Södermanland;6585121.1647;627767.1923;59.3854;17.2493;Hög;C5:55-56;https://sok.riksarkivet.se/bildvisning/R0000155_00033;https://sok.riksarkivet.se/topografi/3048
3048;Opptuna;;3;frälsehemman;3;;Ytterselö;Södermanland;6585121.1647;627767.1923;59.3854;17.2493;Hög;C5:55-56;https://sok.riksarkivet.se/bildvisning/R0000155_00033;https://sok.riksarkivet.se/topografi/3048
3049;Hälltorp;;1;kronohemman;5;0,5;Ytterselö;Södermanland;6587261.2583;627947.5941;59.4045;17.2538;Hög;C5:57;https://sok.riksarkivet.se/bildvisning/R0000155_00034;https://sok.riksarkivet.se/topografi/3049
3050;Viggeby;;1;kronohemman;A;;Ytterselö;Södermanland;6584066.3997;628872.9965;59.3755;17.2682;Hög;C5:58;https://sok.riksarkivet.se/bildvisning/R0000155_00034;https://sok.riksarkivet.se/topografi/3050
3050;Viggeby;;2;frälsehemman;A;;Ytterselö;Södermanland;6584066.3997;628872.9965;59.3755;17.2682;Hög;C5:58;https://sok.riksarkivet.se/bildvisning/R0000155_00034;https://sok.riksarkivet.se/topografi/3050
3050;Viggeby;;3;frälsehemman;A;;Ytterselö;Södermanland;6584066.3997;628872.9965;59.3755;17.2682;Hög;C5:58;https://sok.riksarkivet.se/bildvisning/R0000155_00034;https://sok.riksarkivet.se/topografi/3050
3051;Tuna;Ytterselö;1;kronohemman;1;1;Ytterselö;Södermanland;6584357.6277;628151.0125;59.3784;17.2556;Hög;C5:59-60;https://sok.riksarkivet.se/bildvisning/R0000155_00035;https://sok.riksarkivet.se/topografi/3051
3051;Tuna;Ytterselö;2;kronohemman;2;0,5;Ytterselö;Södermanland;6584357.6277;628151.0125;59.3784;17.2556;Hög;C5:59-60;https://sok.riksarkivet.se/bildvisning/R0000155_00035;https://sok.riksarkivet.se/topografi/3051
3051;Tuna;Ytterselö;3;frälsehemman;3;;Ytterselö;Södermanland;6584357.6277;628151.0125;59.3784;17.2556;Hög;C5:59-60;https://sok.riksarkivet.se/bildvisning/R0000155_00035;https://sok.riksarkivet.se/topografi/3051
3051;Tuna;Ytterselö;4;frälsehemman;4;;Ytterselö;Södermanland;6584357.6277;628151.0125;59.3784;17.2556;Hög;C5:59-60;https://sok.riksarkivet.se/bildvisning/R0000155_00035;https://sok.riksarkivet.se/topografi/3051
3051;Tuna;Ytterselö;5;frälsehemman;5;;Ytterselö;Södermanland;6584357.6277;628151.0125;59.3784;17.2556;Hög;C5:59-60;https://sok.riksarkivet.se/bildvisning/R0000155_00035;https://sok.riksarkivet.se/topografi/3051
3051;Tuna;Ytterselö;6;frälsehemman;6;;Ytterselö;Södermanland;6584357.6277;628151.0125;59.3784;17.2556;Hög;C5:59-60;https://sok.riksarkivet.se/bildvisning/R0000155_00035;https://sok.riksarkivet.se/topografi/3051
3051;Tuna;Ytterselö;7;frälsehemman;7;;Ytterselö;Södermanland;6584357.6277;628151.0125;59.3784;17.2556;Hög;C5:59-60;https://sok.riksarkivet.se/bildvisning/R0000155_00035;https://sok.riksarkivet.se/topografi/3051
3051;Tuna;Ytterselö;8;frälsehemman;8;;Ytterselö;Södermanland;6584357.6277;628151.0125;59.3784;17.2556;Hög;C5:59-60;https://sok.riksarkivet.se/bildvisning/R0000155_00035;https://sok.riksarkivet.se/topografi/3051
3052;Skäggesta;;1;kronohemman;4;0,5;Ytterselö;Södermanland;6586949.6685;630219.957;59.401;17.2936;Hög;C5:62, C5b:36;https://sok.riksarkivet.se/bildvisning/R0000155_00036, https://sok.riksarkivet.se/bildvisning/R0002568_00051;https://sok.riksarkivet.se/topografi/3052
3052;Skäggesta;;2;frälsehemman;4;;Ytterselö;Södermanland;6586949.6685;630219.957;59.401;17.2936;Hög;C5:62, C5b:36;https://sok.riksarkivet.se/bildvisning/R0000155_00036, https://sok.riksarkivet.se/bildvisning/R0002568_00051;https://sok.riksarkivet.se/topografi/3052
3053;Fjällsta;;1;skattehemman;R;;Ytterselö;Södermanland;6586957.2740;629232.1186;59.4014;17.2762;Hög;C5:63-64;https://sok.riksarkivet.se/bildvisning/R0000155_00037;https://sok.riksarkivet.se/topografi/3053
3053;Fjällsta;;2;frälsehemman;R;;Ytterselö;Södermanland;6586957.2740;629232.1186;59.4014;17.2762;Hög;C5:63-64;https://sok.riksarkivet.se/bildvisning/R0000155_00037;https://sok.riksarkivet.se/topografi/3053
3053;Fjällsta;;3;frälsehemman;R;;Ytterselö;Södermanland;6586957.2740;629232.1186;59.4014;17.2762;Hög;C5:63-64;https://sok.riksarkivet.se/bildvisning/R0000155_00037;https://sok.riksarkivet.se/topografi/3053
3054;Ullunda;;1;kronohemman;E;1;Ytterselö;Södermanland;6585724.1318;628103.7725;59.3907;17.2556;Hög;C5:65;https://sok.riksarkivet.se/bildvisning/R0000155_00038;https://sok.riksarkivet.se/topografi/3054
3054;Ullunda;;2;frälsehemman;E;;Ytterselö;Södermanland;6585724.1318;628103.7725;59.3907;17.2556;Hög;C5:65;https://sok.riksarkivet.se/bildvisning/R0000155_00038;https://sok.riksarkivet.se/topografi/3054
3055;Sörtorp;;1;kronohemman;A;1;Ytterselö;Södermanland;6589404.5274;629655.8624;59.4232;17.2851;Hög;C5:66;https://sok.riksarkivet.se/bildvisning/R0000155_00038;https://sok.riksarkivet.se/topografi/3055
3056;Nällsta;;1;kronohemman;N;1;Ytterselö;Södermanland;6588147.5173;629395.9873;59.412;17.2798;Hög;C5:67-68;https://sok.riksarkivet.se/bildvisning/R0000155_00039;https://sok.riksarkivet.se/topografi/3056
3056;Nällsta;;2;kronohemman;N;1;Ytterselö;Södermanland;6588147.5173;629395.9873;59.412;17.2798;Hög;C5:67-68;https://sok.riksarkivet.se/bildvisning/R0000155_00039;https://sok.riksarkivet.se/topografi/3056
3056;Nällsta;;3;frälsehemman;N;;Ytterselö;Södermanland;6588147.5173;629395.9873;59.412;17.2798;Hög;C5:67-68;https://sok.riksarkivet.se/bildvisning/R0000155_00039;https://sok.riksarkivet.se/topografi/3056
3056;Nällsta;;4;frälsehemman;N;;Ytterselö;Södermanland;6588147.5173;629395.9873;59.412;17.2798;Hög;C5:67-68;https://sok.riksarkivet.se/bildvisning/R0000155_00039;https://sok.riksarkivet.se/topografi/3056
3057;Bränntorp;;1;kronohemman;;0,5;Ytterselö;Södermanland;6587558.0296;628993.1131;59.4068;17.2724;Hög;C5:67-68;https://sok.riksarkivet.se/bildvisning/R0000155_00039;https://sok.riksarkivet.se/topografi/3057
3058;Björktorp;;1;kronohemman;A;0,5;Ytterselö;Södermanland;6590004.4776;629743.2919;59.4286;17.2871;Hög;C5:69;https://sok.riksarkivet.se/bildvisning/R0000155_00040;https://sok.riksarkivet.se/topografi/3058
3059;Karlby;;1;ospecificerad kameral enhet;;;Ytterselö;Södermanland;6583644.6530;625851.917;59.3727;17.2148;Hög;C5:70;https://sok.riksarkivet.se/bildvisning/R0000155_00040;https://sok.riksarkivet.se/topografi/3059
3060;Lilla Vreta;;1;ospecificerad kameral enhet;;;Ytterselö;Södermanland;6584300.3810;625783.6618;59.3786;17.214;Hög;C5:70;https://sok.riksarkivet.se/bildvisning/R0000155_00040;https://sok.riksarkivet.se/topografi/3060
3061;Vreta;;1;ospecificerad kameral enhet;;;Ytterselö;Södermanland;6584027.7951;626210.2063;59.376;17.2213;Hög;C5:71-72;https://sok.riksarkivet.se/bildvisning/R0000155_00041;https://sok.riksarkivet.se/topografi/3061
3061;Vreta;;2;ospecificerad kameral enhet;;;Ytterselö;Södermanland;6584027.7951;626210.2063;59.376;17.2213;Hög;C5:71-72;https://sok.riksarkivet.se/bildvisning/R0000155_00041;https://sok.riksarkivet.se/topografi/3061
3062;Valla;;1;ospecificerad kameral enhet;;;Ytterselö;Södermanland;6584531.2569;625014.7967;59.3809;17.2006;Hög;C5:71-72;https://sok.riksarkivet.se/bildvisning/R0000155_00041;https://sok.riksarkivet.se/topografi/3062
3062;Valla;;2;ospecificerad kameral enhet;;;Ytterselö;Södermanland;6584531.2569;625014.7967;59.3809;17.2006;Hög;C5:71-72;https://sok.riksarkivet.se/bildvisning/R0000155_00041;https://sok.riksarkivet.se/topografi/3062
3062;Valla;;3;ospecificerad kameral enhet;;;Ytterselö;Södermanland;6584531.2569;625014.7967;59.3809;17.2006;Hög;C5:71-72;https://sok.riksarkivet.se/bildvisning/R0000155_00041;https://sok.riksarkivet.se/topografi/3062
3062;Valla;;4;ospecificerad kameral enhet;;;Ytterselö;Södermanland;6584531.2569;625014.7967;59.3809;17.2006;Hög;C5:71-72;https://sok.riksarkivet.se/bildvisning/R0000155_00041;https://sok.riksarkivet.se/topografi/3062
3063;Östa;;1;ospecificerad kameral enhet;;;Ytterselö;Södermanland;6583229.7464;625579.1899;59.369;17.2098;Hög;C5:73;https://sok.riksarkivet.se/bildvisning/R0000155_00042;https://sok.riksarkivet.se/topografi/3063
3063;Östa;;2;övrig lägenhetsbebyggelse;;;Ytterselö;Södermanland;6583229.7464;625579.1899;59.369;17.2098;Hög;C5:73;https://sok.riksarkivet.se/bildvisning/R0000155_00042;https://sok.riksarkivet.se/topografi/3063
3064;Klahammar;;1;skattehemman;9;;Överselö;Södermanland;6584191.2518;622801.9237;59.3785;17.1615;Hög;C5:10-11;https://sok.riksarkivet.se/bildvisning/R0000155_00010;https://sok.riksarkivet.se/topografi/3064
3064;Klahammar;;2;skattehemman;9;;Överselö;Södermanland;6584191.2518;622801.9237;59.3785;17.1615;Hög;C5:10-11;https://sok.riksarkivet.se/bildvisning/R0000155_00010;https://sok.riksarkivet.se/topografi/3064
3064;Klahammar;;3;kronohemman;4;1;Överselö;Södermanland;6584191.2518;622801.9237;59.3785;17.1615;Hög;C5:10-11;https://sok.riksarkivet.se/bildvisning/R0000155_00010;https://sok.riksarkivet.se/topografi/3064
3065;Västerby;;1;kronohemman;3;1;Överselö;Södermanland;6584195.3450;622047.9765;59.3787;17.1482;Hög;C5:10-11;https://sok.riksarkivet.se/bildvisning/R0000155_00010;https://sok.riksarkivet.se/topografi/3065
3066;Stora Lundby;;1;kronohemman;N;1;Överselö;Södermanland;6585641.5651;622904.4486;59.3915;17.1641;Hög;C5:12;https://sok.riksarkivet.se/bildvisning/R0000155_00011;https://sok.riksarkivet.se/topografi/3066
3067;Skälby;;4;utjord;F;;Överselö;Södermanland;6588460.6333;621181.5606;59.4173;17.1354;Hög;C5:13;https://sok.riksarkivet.se/bildvisning/R0000155_00011;https://sok.riksarkivet.se/topografi/3067
3067;Skälby;;1;kronohemman;N;1;Överselö;Södermanland;6588460.6333;621181.5606;59.4173;17.1354;Hög;C5:13;https://sok.riksarkivet.se/bildvisning/R0000155_00011;https://sok.riksarkivet.se/topografi/3067
3067;Skälby;;2;kronohemman;N;0,5;Överselö;Södermanland;6588460.6333;621181.5606;59.4173;17.1354;Hög;C5:13;https://sok.riksarkivet.se/bildvisning/R0000155_00011;https://sok.riksarkivet.se/topografi/3067
3067;Skälby;;3;frälsehemman;N;;Överselö;Södermanland;6588460.6333;621181.5606;59.4173;17.1354;Hög;C5:13;https://sok.riksarkivet.se/bildvisning/R0000155_00011;https://sok.riksarkivet.se/topografi/3067
3068;Björk;;1;kronohemman;B;;Överselö;Södermanland;6588145.0125;621374.5208;59.4144;17.1386;Hög;C5:14-15;https://sok.riksarkivet.se/bildvisning/R0000155_00012;https://sok.riksarkivet.se/topografi/3068
3068;Björk;;2;kronohemman;B;;Överselö;Södermanland;6588145.0125;621374.5208;59.4144;17.1386;Hög;C5:14-15;https://sok.riksarkivet.se/bildvisning/R0000155_00012;https://sok.riksarkivet.se/topografi/3068
3069;Getspärla;;1;kronohemman;C;;Överselö;Södermanland;6587692.8218;621168.3802;59.4104;17.1347;Hög;C5:14-15;https://sok.riksarkivet.se/bildvisning/R0000155_00012;https://sok.riksarkivet.se/topografi/3069
3070;Mörby;;1;kronohemman;A;;Överselö;Södermanland;6587993.7760;620900.2083;59.4132;17.1302;Hög;C5:14-15;https://sok.riksarkivet.se/bildvisning/R0000155_00012;https://sok.riksarkivet.se/topografi/3070
3070;Mörby;;2;kronohemman;A;;Överselö;Södermanland;6587993.7760;620900.2083;59.4132;17.1302;Hög;C5:14-15;https://sok.riksarkivet.se/bildvisning/R0000155_00012;https://sok.riksarkivet.se/topografi/3070
3070;Mörby;;3;utjord;B;;Överselö;Södermanland;6587993.7760;620900.2083;59.4132;17.1302;Hög;C5:14-15;https://sok.riksarkivet.se/bildvisning/R0000155_00012;https://sok.riksarkivet.se/topografi/3070
3071;Björkeby;;1;kronohemman;P;;Överselö;Södermanland;6588629.1751;621817.8174;59.4186;17.1467;Hög;C5:16;https://sok.riksarkivet.se/bildvisning/R0000155_00013;https://sok.riksarkivet.se/topografi/3071
3071;Björkeby;;2;kronohemman;P;;Överselö;Södermanland;6588629.1751;621817.8174;59.4186;17.1467;Hög;C5:16;https://sok.riksarkivet.se/bildvisning/R0000155_00013;https://sok.riksarkivet.se/topografi/3071
3071;Björkeby;;3;utjord;;;Överselö;Södermanland;6588629.1751;621817.8174;59.4186;17.1467;Hög;C5:16;https://sok.riksarkivet.se/bildvisning/R0000155_00013;https://sok.riksarkivet.se/topografi/3071
3072;Hässelby;;1;skattehemman;A;1;Överselö;Södermanland;6587314.7953;622804.0241;59.4065;17.1633;Hög;C5:17;https://sok.riksarkivet.se/bildvisning/R0000155_00013;https://sok.riksarkivet.se/topografi/3072
3073;Väla;;1;kronohemman;1;1;Överselö;Södermanland;6588819.5179;620847.8777;59.4206;17.1297;Hög;C5:18-19;https://sok.riksarkivet.se/bildvisning/R0000155_00014;https://sok.riksarkivet.se/topografi/3073
3073;Väla;;2;kronohemman;1;1;Överselö;Södermanland;6588819.5179;620847.8777;59.4206;17.1297;Hög;C5:18-19;https://sok.riksarkivet.se/bildvisning/R0000155_00014;https://sok.riksarkivet.se/topografi/3073
3073;Väla;;3;kronohemman;3;0,5;Överselö;Södermanland;6588819.5179;620847.8777;59.4206;17.1297;Hög;C5:18-19;https://sok.riksarkivet.se/bildvisning/R0000155_00014;https://sok.riksarkivet.se/topografi/3073
3073;Väla;;4;prästgård;2;;Överselö;Södermanland;6588819.5179;620847.8777;59.4206;17.1297;Hög;C5:18-19;https://sok.riksarkivet.se/bildvisning/R0000155_00014;https://sok.riksarkivet.se/topografi/3073
3073;Väla;;5;frälseutjord;;;Överselö;Södermanland;6588819.5179;620847.8777;59.4206;17.1297;Hög;C5:18-19;https://sok.riksarkivet.se/bildvisning/R0000155_00014;https://sok.riksarkivet.se/topografi/3073
3074;Nyby;;1;kronohemman;N;0,375;Överselö;Södermanland;6585616.7592;621599.3162;59.3916;17.1411;Hög;C5:20;https://sok.riksarkivet.se/bildvisning/R0000155_00015;https://sok.riksarkivet.se/topografi/3074
3075;Eneby;;1;kronohemman;A;;Överselö;Södermanland;6586814.4100;623248.6708;59.4019;17.1708;Hög;C5:20;https://sok.riksarkivet.se/bildvisning/R0000155_00015;https://sok.riksarkivet.se/topografi/3075
3076;Stora Fröslunda;;1;skattehemman;A;1;Överselö;Södermanland;6587813.0789;623670.392;59.4107;17.1788;Hög;C5:21;https://sok.riksarkivet.se/bildvisning/R0000155_00015;https://sok.riksarkivet.se/topografi/3076
3076;Stora Fröslunda;;2;kronohemman;B;0,5;Överselö;Södermanland;6587813.0789;623670.392;59.4107;17.1788;Hög;C5:21;https://sok.riksarkivet.se/bildvisning/R0000155_00015;https://sok.riksarkivet.se/topografi/3076
3077;Äleby;;1;skattehemman;V;1;Överselö;Södermanland;6589582.2969;622279.2377;59.427;17.1553;Hög;C5:22-23;https://sok.riksarkivet.se/bildvisning/R0000155_00016;https://sok.riksarkivet.se/topografi/3077
3077;Äleby;;2;skattehemman;V;1;Överselö;Södermanland;6589582.2969;622279.2377;59.427;17.1553;Hög;C5:22-23;https://sok.riksarkivet.se/bildvisning/R0000155_00016;https://sok.riksarkivet.se/topografi/3077
3077;Äleby;;3;kronohemman;X;1;Överselö;Södermanland;6589582.2969;622279.2377;59.427;17.1553;Hög;C5:22-23;https://sok.riksarkivet.se/bildvisning/R0000155_00016;https://sok.riksarkivet.se/topografi/3077
3077;Äleby;;4;frälsehemman;Y;;Överselö;Södermanland;6589582.2969;622279.2377;59.427;17.1553;Hög;C5:22-23;https://sok.riksarkivet.se/bildvisning/R0000155_00016;https://sok.riksarkivet.se/topografi/3077
3078;Ljunga;;1;skattehemman;9;;Överselö;Södermanland;6587163.2383;623875.0736;59.4048;17.1821;Hög;C5:24;https://sok.riksarkivet.se/bildvisning/R0000155_00017;https://sok.riksarkivet.se/topografi/3078
3079;Nybble;;1;skattehemman;N;;Överselö;Södermanland;6591384.3004;623244.0765;59.4429;17.1734;Hög;C5:25;https://sok.riksarkivet.se/bildvisning/R0000155_00017;https://sok.riksarkivet.se/topografi/3079
3079;Nybble;;2;frälsehemman;N;;Överselö;Södermanland;6591384.3004;623244.0765;59.4429;17.1734;Hög;C5:25;https://sok.riksarkivet.se/bildvisning/R0000155_00017;https://sok.riksarkivet.se/topografi/3079
3079;Nybble;;3;frälsehemman;N;;Överselö;Södermanland;6591384.3004;623244.0765;59.4429;17.1734;Hög;C5:25;https://sok.riksarkivet.se/bildvisning/R0000155_00017;https://sok.riksarkivet.se/topografi/3079
3080;Vittinge;;1;skattehemman;12;1;Överselö;Södermanland;6590367.2607;622703.5456;59.4339;17.1633;Hög;C5:26-27;https://sok.riksarkivet.se/bildvisning/R0000155_00018;https://sok.riksarkivet.se/topografi/3080
3080;Vittinge;;2;skattehemman;12;1;Överselö;Södermanland;6590367.2607;622703.5456;59.4339;17.1633;Hög;C5:26-27;https://sok.riksarkivet.se/bildvisning/R0000155_00018;https://sok.riksarkivet.se/topografi/3080
3080;Vittinge;;3;kronohemman;12;0,5;Överselö;Södermanland;6590367.2607;622703.5456;59.4339;17.1633;Hög;C5:26-27;https://sok.riksarkivet.se/bildvisning/R0000155_00018;https://sok.riksarkivet.se/topografi/3080
3080;Vittinge;;4;frälsehemman;12;;Överselö;Södermanland;6590367.2607;622703.5456;59.4339;17.1633;Hög;C5:26-27;https://sok.riksarkivet.se/bildvisning/R0000155_00018;https://sok.riksarkivet.se/topografi/3080
3081;Lönnberga;;1;kronohemman;H;1;Överselö;Södermanland;6590514.9697;621970.0779;59.4355;17.1504;Hög;C5:28;https://sok.riksarkivet.se/bildvisning/R0000155_00019;https://sok.riksarkivet.se/topografi/3081
3082;Ärnesta;;1;kronohemman;3;0,5;Överselö;Södermanland;6590349.5761;624038.0278;59.4334;17.1868;Hög;C5:29;https://sok.riksarkivet.se/bildvisning/R0000155_00019;https://sok.riksarkivet.se/topografi/3082
3082;Ärnesta;;2;kronohemman;3;0,5;Överselö;Södermanland;6590349.5761;624038.0278;59.4334;17.1868;Hög;C5:29;https://sok.riksarkivet.se/bildvisning/R0000155_00019;https://sok.riksarkivet.se/topografi/3082
