toraid;tora_prefLabel;tora_altLabel;cadastral_unit_id;type;littera;assessment_hemmantal;parish;tora_province;tora_sweref99_n;tora_sweref99_e;tora_wgs84_lat;tora_wgs84_long;koordinatkod;tora_source;tora_source_url;toraid_url
5762;Brunnshult;;1;övrig kameral enhet;1;0,25;Skede;Småland;6370870.4916;509146.2799;57.4804;15.1525;Hög;E4:68-69, E4:83;https://sok.riksarkivet.se/bildvisning/R0000171_00045, https://sok.riksarkivet.se/bildvisning/R0000171_00052;https://sok.riksarkivet.se/topografi/5762
5762;Brunnshult;;2;kronohemman;2;1;Skede;Småland;6370870.4916;509146.2799;57.4804;15.1525;Hög;E4:68-69, E4:83;https://sok.riksarkivet.se/bildvisning/R0000171_00045, https://sok.riksarkivet.se/bildvisning/R0000171_00052;https://sok.riksarkivet.se/topografi/5762
5762;Brunnshult;;3;frälsehemman;3;1;Skede;Småland;6370870.4916;509146.2799;57.4804;15.1525;Hög;E4:68-69, E4:83;https://sok.riksarkivet.se/bildvisning/R0000171_00045, https://sok.riksarkivet.se/bildvisning/R0000171_00052;https://sok.riksarkivet.se/topografi/5762
5762;Brunnshult;;4;övrig lägenhetsbebyggelse;;;Skede;Småland;6370870.4916;509146.2799;57.4804;15.1525;Hög;E4:68-69, E4:83;https://sok.riksarkivet.se/bildvisning/R0000171_00045, https://sok.riksarkivet.se/bildvisning/R0000171_00052;https://sok.riksarkivet.se/topografi/5762
5763;Laduboda;Labo;1;kronohemman;1;0,25;Skede;Småland;6372645.0309;508361.7773;57.4963;15.1395;Hög;E4:70;https://sok.riksarkivet.se/bildvisning/R0000171_00046;https://sok.riksarkivet.se/topografi/5763
5764;Dimmö;;1;skattehemman;1;1;Skede;Småland;6372193.0359;508123.6259;57.4923;15.1355;Hög;E4:71;https://sok.riksarkivet.se/bildvisning/R0000171_00046;https://sok.riksarkivet.se/topografi/5764
5765;Hällaryd;;1;skattehemman;1;1;Skede;Småland;6369242.7453;510933.9372;57.4657;15.1823;Hög;E4:120, E4:72;https://sok.riksarkivet.se/bildvisning/R0000171_00068, https://sok.riksarkivet.se/bildvisning/R0000171_00047;https://sok.riksarkivet.se/topografi/5765
5765;Hällaryd;;2;skattehemman;2;1;Skede;Småland;6369242.7453;510933.9372;57.4657;15.1823;Hög;E4:120, E4:72;https://sok.riksarkivet.se/bildvisning/R0000171_00068, https://sok.riksarkivet.se/bildvisning/R0000171_00047;https://sok.riksarkivet.se/topografi/5765
5765;Hällaryd;;3;kronohemman;3;1;Skede;Småland;6369242.7453;510933.9372;57.4657;15.1823;Hög;E4:120, E4:72;https://sok.riksarkivet.se/bildvisning/R0000171_00068, https://sok.riksarkivet.se/bildvisning/R0000171_00047;https://sok.riksarkivet.se/topografi/5765
5766;Skumme;;1;kronohemman;1;0,5;Skede;Småland;6372597.7212;508822.7414;57.4959;15.1472;Hög;E4:73;https://sok.riksarkivet.se/bildvisning/R0000171_00048;https://sok.riksarkivet.se/topografi/5766
5767;Hultängen;;1;utjord;;;Skede;Småland;6371119.5802;510498.8725;57.4826;15.1751;Medel;E4:74;https://sok.riksarkivet.se/bildvisning/R0000171_00048;https://sok.riksarkivet.se/topografi/5767
5768;Böla;;1;kronohemman;1;1;Skede;Småland;6370794.3127;510951.6053;57.4796;15.1826;Hög;E4:75-76, E4:83;https://sok.riksarkivet.se/bildvisning/R0000171_00049, https://sok.riksarkivet.se/bildvisning/R0000171_00052;https://sok.riksarkivet.se/topografi/5768
5768;Böla;;2;övrig kameral enhet;2;;Skede;Småland;6370794.3127;510951.6053;57.4796;15.1826;Hög;E4:75-76, E4:83;https://sok.riksarkivet.se/bildvisning/R0000171_00049, https://sok.riksarkivet.se/bildvisning/R0000171_00052;https://sok.riksarkivet.se/topografi/5768
5768;Böla;;3;kronohemman;3;1;Skede;Småland;6370794.3127;510951.6053;57.4796;15.1826;Hög;E4:75-76, E4:83;https://sok.riksarkivet.se/bildvisning/R0000171_00049, https://sok.riksarkivet.se/bildvisning/R0000171_00052;https://sok.riksarkivet.se/topografi/5768
5769;Gevleberg;;1;övrig kameral enhet;1;;Skede;Småland;6372816.1899;512329.0098;57.4978;15.2057;Hög;E4:78;https://sok.riksarkivet.se/bildvisning/R0000171_00050;https://sok.riksarkivet.se/topografi/5769
5770;Kolbråna;Torp, Bölatorp;1;skattehemman;1;1;Skede;Småland;6370548.3091;512257.433;57.4774;15.2044;Hög;E4:80-81;https://sok.riksarkivet.se/bildvisning/R0000171_00051;https://sok.riksarkivet.se/topografi/5770
5770;Kolbråna;Torp, Bölatorp;2;frälsehemman;2;1;Skede;Småland;6370548.3091;512257.433;57.4774;15.2044;Hög;E4:80-81;https://sok.riksarkivet.se/bildvisning/R0000171_00051;https://sok.riksarkivet.se/topografi/5770
5770;Kolbråna;Torp, Bölatorp;3;frälsehemman;3;1;Skede;Småland;6370548.3091;512257.433;57.4774;15.2044;Hög;E4:80-81;https://sok.riksarkivet.se/bildvisning/R0000171_00051;https://sok.riksarkivet.se/topografi/5770
5771;Gevelhester;;1;skattehemman;1;1;Skede;Småland;6371491.7783;512505.7735;57.4859;15.2086;Hög;E4:82;https://sok.riksarkivet.se/bildvisning/R0000171_00052;https://sok.riksarkivet.se/topografi/5771
5772;Bengtstorp;;1;kronohemman;1;0,25;Skede;Småland;6374574.8665;510425.8441;57.5136;15.174;Hög;E4:84-85;https://sok.riksarkivet.se/bildvisning/R0000171_00053;https://sok.riksarkivet.se/topografi/5772
5773;Hageberg;;1;kronohemman;1;0,25;Skede;Småland;6373606.8350;511556.1085;57.5049;15.1928;Hög;E4:86;https://sok.riksarkivet.se/bildvisning/R0000171_00054;https://sok.riksarkivet.se/topografi/5773
5774;Sibbarp;;1;kronohemman;1;0,5;Skede;Småland;6372443.5976;513932.9187;57.4944;15.2324;Hög;E4:87;https://sok.riksarkivet.se/bildvisning/R0000171_00054;https://sok.riksarkivet.se/topografi/5774
5775;Ekekull;;1;skattehemman;1;1;Skede;Småland;6372829.2220;514191.9212;57.4978;15.2368;Hög;E4:88-89;https://sok.riksarkivet.se/bildvisning/R0000171_00055;https://sok.riksarkivet.se/topografi/5775
5775;Ekekull;;2;skattehemman;2;1;Skede;Småland;6372829.2220;514191.9212;57.4978;15.2368;Hög;E4:88-89;https://sok.riksarkivet.se/bildvisning/R0000171_00055;https://sok.riksarkivet.se/topografi/5775
5775;Ekekull;;3;kronohemman;3;0,5;Skede;Småland;6372829.2220;514191.9212;57.4978;15.2368;Hög;E4:88-89;https://sok.riksarkivet.se/bildvisning/R0000171_00055;https://sok.riksarkivet.se/topografi/5775
5775;Ekekull;;4;utjord;H;;Skede;Småland;6372829.2220;514191.9212;57.4978;15.2368;Hög;E4:88-89;https://sok.riksarkivet.se/bildvisning/R0000171_00055;https://sok.riksarkivet.se/topografi/5775
5776;Kulla;;1;torp;1;;Skede;Småland;6371948.8625;513980.0198;57.4899;15.2332;Hög;E4:90;https://sok.riksarkivet.se/bildvisning/R0000171_00056;https://sok.riksarkivet.se/topografi/5776
5777;Skinnberga;;1;skattehemman;1;1;Skede;Småland;6371831.5813;510782.2046;57.489;15.1799;Hög;E4:83, E4:91, E4:92-93;https://sok.riksarkivet.se/bildvisning/R0000171_00052, https://sok.riksarkivet.se/bildvisning/R0000171_00056, https://sok.riksarkivet.se/bildvisning/R0000171_00057;https://sok.riksarkivet.se/topografi/5777
5777;Skinnberga;;2;frälseutjord;F;;Skede;Småland;6371831.5813;510782.2046;57.489;15.1799;Hög;E4:83, E4:91, E4:92-93;https://sok.riksarkivet.se/bildvisning/R0000171_00052, https://sok.riksarkivet.se/bildvisning/R0000171_00056, https://sok.riksarkivet.se/bildvisning/R0000171_00057;https://sok.riksarkivet.se/topografi/5777
5778;Stora Röslida;;1;skattehemman;1;1;Skede;Småland;6372101.7203;510244.8593;57.4914;15.1709;Hög;E4:83, E4:94;https://sok.riksarkivet.se/bildvisning/R0000171_00052, https://sok.riksarkivet.se/bildvisning/R0000171_00058;https://sok.riksarkivet.se/topografi/5778
5779;Kopperberg;;1;skattehemman;1;0,25;Skede;Småland;6375233.9756;512424.2627;57.5195;15.2074;Hög;E4:95;https://sok.riksarkivet.se/bildvisning/R0000171_00058;https://sok.riksarkivet.se/topografi/5779
5780;Solshester;;1;övrig kameral enhet;1;1;Skede;Småland;6375006.5096;513261.7221;57.5174;15.2214;Hög;E4:96-97;https://sok.riksarkivet.se/bildvisning/R0000171_00059;https://sok.riksarkivet.se/topografi/5780
5780;Solshester;;2;övrig kameral enhet;2;1;Skede;Småland;6375006.5096;513261.7221;57.5174;15.2214;Hög;E4:96-97;https://sok.riksarkivet.se/bildvisning/R0000171_00059;https://sok.riksarkivet.se/topografi/5780
5781;Horsaberg;;1;kronohemman;1;1;Skede;Småland;6374985.4342;511633.6422;57.5173;15.1942;Hög;E4:98;https://sok.riksarkivet.se/bildvisning/R0000171_00060;https://sok.riksarkivet.se/topografi/5781
5782;Långås;;1;kronohemman;1;0,25;Skede;Småland;6372207.0355;515192.5501;57.4922;15.2534;Hög;E4:99;https://sok.riksarkivet.se/bildvisning/R0000171_00060;https://sok.riksarkivet.se/topografi/5782
5783;Solberga;;1;övrig kameral enhet;1;1;Skede;Småland;6373775.5525;518647.238;57.5062;15.3112;Hög;E4:100-101;https://sok.riksarkivet.se/bildvisning/R0000171_00061;https://sok.riksarkivet.se/topografi/5783
5783;Solberga;;2;kronohemman;2;1;Skede;Småland;6373775.5525;518647.238;57.5062;15.3112;Hög;E4:100-101;https://sok.riksarkivet.se/bildvisning/R0000171_00061;https://sok.riksarkivet.se/topografi/5783
5784;Luckebäck;;1;skattehemman;1;0,25;Skede;Småland;6371742.8411;515854.2899;57.488;15.2645;Hög;E4:102;https://sok.riksarkivet.se/bildvisning/R0000171_00062;https://sok.riksarkivet.se/topografi/5784
5785;Boås;;1;kronohemman;1;0,25;Skede;Småland;6373999.7423;510501.4939;57.5084;15.1753;Hög;E4:103;https://sok.riksarkivet.se/bildvisning/R0000171_00062;https://sok.riksarkivet.se/topografi/5785
5786;Ömmastorp;;1;skattehemman;1;1;Skede;Småland;6371623.3821;520057.6383;57.4868;15.3346;Hög;E4:104-105;https://sok.riksarkivet.se/bildvisning/R0000171_00063;https://sok.riksarkivet.se/topografi/5786
5786;Ömmastorp;;2;övrig kameral enhet;2;1;Skede;Småland;6371623.3821;520057.6383;57.4868;15.3346;Hög;E4:104-105;https://sok.riksarkivet.se/bildvisning/R0000171_00063;https://sok.riksarkivet.se/topografi/5786
5786;Ömmastorp;;3;kronoutjord;3;0;Skede;Småland;6371623.3821;520057.6383;57.4868;15.3346;Hög;E4:104-105;https://sok.riksarkivet.se/bildvisning/R0000171_00063;https://sok.riksarkivet.se/topografi/5786
5786;Ömmastorp;;4;frälseutjord;4;0;Skede;Småland;6371623.3821;520057.6383;57.4868;15.3346;Hög;E4:104-105;https://sok.riksarkivet.se/bildvisning/R0000171_00063;https://sok.riksarkivet.se/topografi/5786
5786;Ömmastorp;;5;skatteutjord;O;0;Skede;Småland;6371623.3821;520057.6383;57.4868;15.3346;Hög;E4:104-105;https://sok.riksarkivet.se/bildvisning/R0000171_00063;https://sok.riksarkivet.se/topografi/5786
5786;Ömmastorp;;6;skatteutjord;L;0;Skede;Småland;6371623.3821;520057.6383;57.4868;15.3346;Hög;E4:104-105;https://sok.riksarkivet.se/bildvisning/R0000171_00063;https://sok.riksarkivet.se/topografi/5786
5787;Påtarp;;1;kronohemman;1;0,25;Ökna;Småland;6372208.8964;519168.576;57.4921;15.3198;Hög;E4:106;https://sok.riksarkivet.se/bildvisning/R0000171_00064;https://sok.riksarkivet.se/topografi/5787
5788;Kormängen;Korm engen;1;ospecificerad kameral enhet;;;Skede;Småland;;;;;Saknas;E4:91;https://sok.riksarkivet.se/bildvisning/R0000171_00056;https://sok.riksarkivet.se/topografi/5788
5790;Moostorp;;1;torp;;;Skede;Småland;;;;;Saknas;E4:94;https://sok.riksarkivet.se/bildvisning/R0000171_00058;https://sok.riksarkivet.se/topografi/5790
5792;Mörteryd;;1;skattehemman;;1;Björkö;Småland;6382174.0186;493759.3002;57.582;14.8956;Hög;E1:345;https://sok.riksarkivet.se/bildvisning/R0000168_00179;https://sok.riksarkivet.se/topografi/5792
5793;Bodaskögle;;1;skattehemman;;1;Björkö;Småland;6382367.3703;492441.1086;57.5837;14.8736;Hög;E1:346-347;https://sok.riksarkivet.se/bildvisning/R0000168_00180;https://sok.riksarkivet.se/topografi/5793
5794;Vik;;1;skattehemman;;0,25;Björkö;Småland;6380742.0963;494785.7833;57.5691;14.9128;Hög;E1:346-347;https://sok.riksarkivet.se/bildvisning/R0000168_00180;https://sok.riksarkivet.se/topografi/5794
5795;Hesterskog;;1;skattehemman;;0,5;Björkö;Småland;6381043.8782;494255.6211;57.5718;14.904;Hög;E1:348;https://sok.riksarkivet.se/bildvisning/R0000168_00181;https://sok.riksarkivet.se/topografi/5795
5796;Nömme;;1;skattehemman;;1;Björkö;Småland;6378827.8703;494275.2503;57.5519;14.9043;Hög;E1:349;https://sok.riksarkivet.se/bildvisning/R0000168_00181;https://sok.riksarkivet.se/topografi/5796
5797;Torp;;1;skattehemman;;0,5;Björkö;Småland;6378456.6849;494908.4693;57.5486;14.9149;Hög;E1:350-351;https://sok.riksarkivet.se/bildvisning/R0000168_00182;https://sok.riksarkivet.se/topografi/5797
5798;Södra Katteryd;Katteryd;1;skattehemman;;0,5;Björkö;Småland;6379560.1215;496604.5433;57.5585;14.9433;Hög;E1:352;https://sok.riksarkivet.se/bildvisning/R0000168_00183;https://sok.riksarkivet.se/topografi/5798
5799;Norra Katteryd;Katteryd;1;skattehemman;;0,5;Björkö;Småland;6380201.9810;496307.8365;57.5643;14.9383;Hög;E1:352;https://sok.riksarkivet.se/bildvisning/R0000168_00183;https://sok.riksarkivet.se/topografi/5799
5800;Drömmeshult;;1;skattehemman;;0,25;Björkö;Småland;6376669.6778;497330.384;57.5325;14.9554;Medel;E1:350-351;https://sok.riksarkivet.se/bildvisning/R0000168_00182;https://sok.riksarkivet.se/topografi/5800
5801;Båleström;;1;utjord;;;Björkö;Småland;;;;;Saknas;E1:349;https://sok.riksarkivet.se/bildvisning/R0000168_00181;https://sok.riksarkivet.se/topografi/5801
5802;Ekeryd;;1;skattehemman;1;0,5;Eksjö;Småland;6397742.2964;502283.174;57.7218;15.0383;Hög;E1:314-315;https://sok.riksarkivet.se/bildvisning/R0000168_00164;https://sok.riksarkivet.se/topografi/5802
5802;Ekeryd;;2;frälsehemman;2;0,5;Eksjö;Småland;6397742.2964;502283.174;57.7218;15.0383;Hög;E1:314-315;https://sok.riksarkivet.se/bildvisning/R0000168_00164;https://sok.riksarkivet.se/topografi/5802
5802;Ekeryd;;3;torp;3;;Eksjö;Småland;6397742.2964;502283.174;57.7218;15.0383;Hög;E1:314-315;https://sok.riksarkivet.se/bildvisning/R0000168_00164;https://sok.riksarkivet.se/topografi/5802
5803;Holstensbo;;1;skattehemman;1;1;Eksjö;Småland;6399801.3816;505013.3815;57.7403;15.0842;Hög;E1:316;https://sok.riksarkivet.se/bildvisning/R0000168_00165;https://sok.riksarkivet.se/topografi/5803
5803;Holstensbo;;2;torp;2;;Eksjö;Småland;6399801.3816;505013.3815;57.7403;15.0842;Hög;E1:316;https://sok.riksarkivet.se/bildvisning/R0000168_00165;https://sok.riksarkivet.se/topografi/5803
5804;Priarp;;1;kronohemman;1;0,25;Eksjö;Småland;6398763.5781;496419.6967;57.731;14.9399;Hög;E1:317;https://sok.riksarkivet.se/bildvisning/R0000168_00165;https://sok.riksarkivet.se/topografi/5804
5805;Broddemålen;;1;skattehemman;1;0,125;Eksjö;Småland;6397115.1418;501781.9787;57.7162;15.0299;Hög;E1:318-319;https://sok.riksarkivet.se/bildvisning/R0000168_00166;https://sok.riksarkivet.se/topografi/5805
5805;Broddemålen;;2;frälsehemman;2;0,125;Eksjö;Småland;6397115.1418;501781.9787;57.7162;15.0299;Hög;E1:318-319;https://sok.riksarkivet.se/bildvisning/R0000168_00166;https://sok.riksarkivet.se/topografi/5805
5806;Högsjöhult;Höxehult;1;skattehemman;1;0,25;Eksjö;Småland;6393232.2529;502706.1239;57.6813;15.0454;Hög;E1:320;https://sok.riksarkivet.se/bildvisning/R0000168_00167;https://sok.riksarkivet.se/topografi/5806
5806;Högsjöhult;Höxehult;2;frälsehemman;2;0,125;Eksjö;Småland;6393232.2529;502706.1239;57.6813;15.0454;Hög;E1:320;https://sok.riksarkivet.se/bildvisning/R0000168_00167;https://sok.riksarkivet.se/topografi/5806
5807;Stora Bänarp;;1;frälsehemman;1;0,5;Eksjö;Småland;6393400.1086;499385.7835;57.6828;14.9897;Hög;E1:321;https://sok.riksarkivet.se/bildvisning/R0000168_00167;https://sok.riksarkivet.se/topografi/5807
5807;Stora Bänarp;;2;kronoutjord;;;Eksjö;Småland;6393400.1086;499385.7835;57.6828;14.9897;Hög;E1:321;https://sok.riksarkivet.se/bildvisning/R0000168_00167;https://sok.riksarkivet.se/topografi/5807
5808;Bråthult;;1;kronohemman;1;1;Eksjö;Småland;6389825.6983;493315.8043;57.6507;14.888;Hög;E1:322-323;https://sok.riksarkivet.se/bildvisning/R0000168_00168;https://sok.riksarkivet.se/topografi/5808
5809;Fuggemålen;;1;kronohemman;1;0,25;Eksjö;Småland;6394815.3765;503145.1971;57.6955;15.0528;Hög;E1:324;https://sok.riksarkivet.se/bildvisning/R0000168_00169;https://sok.riksarkivet.se/topografi/5809
5810;Lida;;1;kronohemman;1;0,25;Eksjö;Småland;6387861.3875;490287.9922;57.633;14.8374;Hög;E1:325;https://sok.riksarkivet.se/bildvisning/R0000168_00169;https://sok.riksarkivet.se/topografi/5810
5811;Skedhult;;1;skattehemman;1;0,5;Eksjö;Småland;6389262.6635;494069.2175;57.6456;14.9006;Hög;E1:326-327;https://sok.riksarkivet.se/bildvisning/R0000168_00170;https://sok.riksarkivet.se/topografi/5811
5812;Klacken;;1;kronohemman;1;0,25;Eksjö;Småland;6393369.0349;494577.2368;57.6825;14.9091;Hög;E1:328;https://sok.riksarkivet.se/bildvisning/R0000168_00171;https://sok.riksarkivet.se/topografi/5812
5813;Bråthulta kvarn;;1;torp;2;;Eksjö;Småland;6390458.9445;495124.6216;57.6564;14.9183;Låg;E1:322-323;https://sok.riksarkivet.se/bildvisning/R0000168_00168;https://sok.riksarkivet.se/topografi/5813
5814;Lökanäs;;1;kronohemman;1;1;Hässleby;Småland;6386045.7287;529440.0805;57.6158;15.4928;Hög;E1:102-103;https://sok.riksarkivet.se/bildvisning/R0000168_00059;https://sok.riksarkivet.se/topografi/5814
5815;Lekeryd;;1;skattehemman;1;1;Hässleby;Småland;6388074.2844;527431.6844;57.6342;15.4594;Hög;E1:104;https://sok.riksarkivet.se/bildvisning/R0000168_00061;https://sok.riksarkivet.se/topografi/5815
5816;Linneryd;;1;skattehemman;1;0,25;Hässleby;Småland;6390167.4409;530187.8601;57.6528;15.5058;Hög;E1:105;https://sok.riksarkivet.se/bildvisning/R0000168_00061;https://sok.riksarkivet.se/topografi/5816
5817;Fågelvik;;1;skattehemman;1;0,25;Hässleby;Småland;6389308.1855;529714.7052;57.6451;15.4978;Hög;E1:106-107;https://sok.riksarkivet.se/bildvisning/R0000168_00062;https://sok.riksarkivet.se/topografi/5817
5818;Djuvanäs;;1;skatteutjord;2;;Hässleby;Småland;6388735.4962;529497.7763;57.64;15.4941;Hög;E1:106-107;https://sok.riksarkivet.se/bildvisning/R0000168_00062;https://sok.riksarkivet.se/topografi/5818
5819;Björkeberg;;1;skattehemman;1;0,25;Hässleby;Småland;6390255.0025;528403.0614;57.6537;15.4759;Hög;E1:108;https://sok.riksarkivet.se/bildvisning/R0000168_00062;https://sok.riksarkivet.se/topografi/5819
5820;Högebro;;1;kronohemman;1;0,5;Hässleby;Småland;6386189.8499;531429.4069;57.617;15.5261;Hög;E1:109, E1:112;https://sok.riksarkivet.se/bildvisning/R0000168_00063, https://sok.riksarkivet.se/bildvisning/R0000168_00064;https://sok.riksarkivet.se/topografi/5820
5821;Bäckarp;;1;kronohemman;1;1;Hässleby;Småland;6387745.2827;530714.1953;57.631;15.5143;Hög;E1:110-111;https://sok.riksarkivet.se/bildvisning/R0000168_00064;https://sok.riksarkivet.se/topografi/5821
5822;Hultåkra;;1;frälsehemman;2;1;Hässleby;Småland;6388080.8717;530768.0984;57.634;15.5153;Hög;E1:110-111;https://sok.riksarkivet.se/bildvisning/R0000168_00064;https://sok.riksarkivet.se/topografi/5822
5823;Högaskögle;;1;kronohemman;1;0,25;Hässleby;Småland;6389437.2255;527850.4304;57.6464;15.4666;Hög;E1:113;https://sok.riksarkivet.se/bildvisning/R0000168_00065;https://sok.riksarkivet.se/topografi/5823
5824;Möcklemark;;1;kronohemman;1;1;Hässleby;Småland;6386855.0632;530969.3969;57.623;15.5185;Hög;E1:112, E1:114-115, E1:194-195;https://sok.riksarkivet.se/bildvisning/R0000168_00065, https://sok.riksarkivet.se/bildvisning/R0000168_00066, https://sok.riksarkivet.se/bildvisning/R0000168_00106;https://sok.riksarkivet.se/topografi/5824
5824;Möcklemark;;2;kronohemman;2;1;Hässleby;Småland;6386855.0632;530969.3969;57.623;15.5185;Hög;E1:112, E1:114-115, E1:194-195;https://sok.riksarkivet.se/bildvisning/R0000168_00065, https://sok.riksarkivet.se/bildvisning/R0000168_00066, https://sok.riksarkivet.se/bildvisning/R0000168_00106;https://sok.riksarkivet.se/topografi/5824
5825;Överstås;;1;kronohemman;1;1;Hässleby;Småland;6387393.9040;529578.425;57.6279;15.4953;Hög;E1:117, E1:162-163;https://sok.riksarkivet.se/bildvisning/R0000168_00067, https://sok.riksarkivet.se/bildvisning/R0000168_00090;https://sok.riksarkivet.se/topografi/5825
5826;Baggarp;;1;kronohemman;1;1;Hässleby;Småland;6385524.4952;531995.5525;57.611;15.5355;Hög;E1:116;https://sok.riksarkivet.se/bildvisning/R0000168_00067;https://sok.riksarkivet.se/topografi/5826
5826;Baggarp;;2;ödegård;2;1;Hässleby;Småland;6385524.4952;531995.5525;57.611;15.5355;Hög;E1:116;https://sok.riksarkivet.se/bildvisning/R0000168_00067;https://sok.riksarkivet.se/topografi/5826
5827;Hornsved;;1;skattehemman;1;1;Hässleby;Småland;6387551.3991;528480.4229;57.6294;15.4769;Hög;E1:118-119;https://sok.riksarkivet.se/bildvisning/R0000168_00068;https://sok.riksarkivet.se/topografi/5827
5827;Hornsved;;2;skattehemman;2;0,5;Hässleby;Småland;6387551.3991;528480.4229;57.6294;15.4769;Hög;E1:118-119;https://sok.riksarkivet.se/bildvisning/R0000168_00068;https://sok.riksarkivet.se/topografi/5827
5827;Hornsved;;4;kronoutjord;3;;Hässleby;Småland;6387551.3991;528480.4229;57.6294;15.4769;Hög;E1:118-119;https://sok.riksarkivet.se/bildvisning/R0000168_00068;https://sok.riksarkivet.se/topografi/5827
5828;Sjövik;;1;kronohemman;1;1;Hässleby;Småland;6389188.7937;528716.9359;57.6441;15.4811;Hög;E1:120;https://sok.riksarkivet.se/bildvisning/R0000168_00069;https://sok.riksarkivet.se/topografi/5828
5829;Prästemåla;;1;torp;I;;Hässleby;Småland;6386882.9880;532273.2689;57.6231;15.5403;Medel;E1:125;https://sok.riksarkivet.se/bildvisning/R0000168_00071;https://sok.riksarkivet.se/topografi/5829
5830;Hässleby;;1;kronohemman;1;1;Hässleby;Småland;6385975.5623;533241.1479;57.6149;15.5564;Hög;E1:126-127;https://sok.riksarkivet.se/bildvisning/R0000168_00072;https://sok.riksarkivet.se/topografi/5830
5830;Hässleby;;2;kronohemman;2;0,5;Hässleby;Småland;6385975.5623;533241.1479;57.6149;15.5564;Hög;E1:126-127;https://sok.riksarkivet.se/bildvisning/R0000168_00072;https://sok.riksarkivet.se/topografi/5830
5831;Olofstorp;;1;kronohemman;3;0,5;Hässleby;Småland;6385060.4936;533030.1204;57.6067;15.5528;Hög;E1:126-127;https://sok.riksarkivet.se/bildvisning/R0000168_00072;https://sok.riksarkivet.se/topografi/5831
5832;Kavelbrokärret;Kavelbroängen, Brokärret;1;utjord;A;;Hässleby;Småland;6382841.3834;532855.4567;57.5868;15.5495;Medel;E1:125;https://sok.riksarkivet.se/bildvisning/R0000168_00071;https://sok.riksarkivet.se/topografi/5832
5833;Stenkulla;;1;kronohemman;1;0,5;Hässleby;Småland;6383924.7841;538278.1205;57.5961;15.6404;Medel;E1:128;https://sok.riksarkivet.se/bildvisning/R0000168_00073;https://sok.riksarkivet.se/topografi/5833
5834;Livarp;;1;kronohemman;1;1;Lönneberga;Småland;6380408.1171;538521.1392;57.5645;15.6439;Hög;E1:129;https://sok.riksarkivet.se/bildvisning/R0000168_00073;https://sok.riksarkivet.se/topografi/5834
5835;Katebo;;1;kronohemman;1;1;Lönneberga;Småland;6380895.0623;537767.6053;57.5689;15.6314;Hög;E1:130-131;https://sok.riksarkivet.se/bildvisning/R0000168_00074;https://sok.riksarkivet.se/topografi/5835
5835;Katebo;;2;skattehemman;2;1;Lönneberga;Småland;6380895.0623;537767.6053;57.5689;15.6314;Hög;E1:130-131;https://sok.riksarkivet.se/bildvisning/R0000168_00074;https://sok.riksarkivet.se/topografi/5835
5835;Katebo;;3;frälsehemman;3;1;Lönneberga;Småland;6380895.0623;537767.6053;57.5689;15.6314;Hög;E1:130-131;https://sok.riksarkivet.se/bildvisning/R0000168_00074;https://sok.riksarkivet.se/topografi/5835
5836;Sjöarp;;1;kronohemman;1;1;Lönneberga;Småland;6379722.3335;537925.629;57.5584;15.6338;Hög;E1:132;https://sok.riksarkivet.se/bildvisning/R0000168_00075;https://sok.riksarkivet.se/topografi/5836
5836;Sjöarp;;2;kronohemman;2;1;Lönneberga;Småland;6379722.3335;537925.629;57.5584;15.6338;Hög;E1:132;https://sok.riksarkivet.se/bildvisning/R0000168_00075;https://sok.riksarkivet.se/topografi/5836
5836;Sjöarp;;3;kronohemman;3;0,5;Lönneberga;Småland;6379722.3335;537925.629;57.5584;15.6338;Hög;E1:132;https://sok.riksarkivet.se/bildvisning/R0000168_00075;https://sok.riksarkivet.se/topografi/5836
5837;Påtarp;;1;skattehemman;1;1;Hässleby;Småland;6382563.0144;535912.2793;57.5841;15.6006;Hög;E1:133;https://sok.riksarkivet.se/bildvisning/R0000168_00075;https://sok.riksarkivet.se/topografi/5837
5838;Ölvedal;;1;skattehemman;1;1;Hässleby;Småland;6382090.8023;536067.1706;57.5798;15.6031;Hög;E1:134-135;https://sok.riksarkivet.se/bildvisning/R0000168_00076;https://sok.riksarkivet.se/topografi/5838
5838;Ölvedal;;2;frälsehemman;2;1;Hässleby;Småland;6382090.8023;536067.1706;57.5798;15.6031;Hög;E1:134-135;https://sok.riksarkivet.se/bildvisning/R0000168_00076;https://sok.riksarkivet.se/topografi/5838
5838;Ölvedal;;3;frälsehemman;3;1;Hässleby;Småland;6382090.8023;536067.1706;57.5798;15.6031;Hög;E1:134-135;https://sok.riksarkivet.se/bildvisning/R0000168_00076;https://sok.riksarkivet.se/topografi/5838
5839;Sammekulla;;1;skattehemman;1;1;Hässleby;Småland;6382345.5381;535420.8433;57.5821;15.5924;Hög;E1:136;https://sok.riksarkivet.se/bildvisning/R0000168_00077;https://sok.riksarkivet.se/topografi/5839
5840;Värekulla;;1;kronohemman;1;0,5;Hässleby;Småland;6383053.7667;534527.3674;57.5886;15.5775;Hög;E1:137, E1:140;https://sok.riksarkivet.se/bildvisning/R0000168_00077, https://sok.riksarkivet.se/bildvisning/R0000168_00079;https://sok.riksarkivet.se/topografi/5840
