id;kommentar_tora;kommentar;framförställt;namn;efterställt;kategori;kartvolym;källa_kartakt;källa_url;toraid;toraid_url;tora_bebyggelseenhet;socken;härad;landskap;tora_sweref99_n;tora_sweref99_e;tora_wgs84_lat;tora_wgs84_long
22943;;;;Ringholmen;;naturnamn, ägonamn;Smedby;Smedby:36;https://sok.riksarkivet.se/bildvisning/R0000506_00022;146;https://sok.riksarkivet.se/topografi/146;Fåglarö;Österåker;Åkers skeppslag;Uppland;6597311,7628;696351,2818;59,4683;18,4658
22944;;;vthi;Ruggen;lacus;naturnamn;Smedby;Smedby:40;https://sok.riksarkivet.se/bildvisning/R0000506_00024;150;https://sok.riksarkivet.se/topografi/150;Dammbro;Österåker;Åkers skeppslag;Uppland;6604827,0895;695348,1431;59,5361;18,455
22945;;fel akt i kodlistan;;Rune;;bebyggelsenamn;Smedby;Smedby:9;;129;https://sok.riksarkivet.se/topografi/129;Runö;Österåker;Åkers skeppslag;Uppland;6598594,0092;686021,5886;59,4845;18,285
22946;;;;Ry;ägor;bebyggelsenamn;Smedby;Smedby:5;https://sok.riksarkivet.se/bildvisning/R0000506_00007;;;;Östra Ryd;Danderyds skeppslag;;;;;
22947;;;;Råghsättra;ägor;bebyggelsenamn;Smedby;Smedby:45;https://sok.riksarkivet.se/bildvisning/R0000506_00026;;;;Österåker;Åkers skeppslag;;;;;
22948;;;;Röhäls fiälen;;naturnamn;Smedby;Smedby:25;https://sok.riksarkivet.se/bildvisning/R0000506_00016;137;https://sok.riksarkivet.se/topografi/137;Flaxenvik;Österåker;Åkers skeppslag;Uppland;6597275,137;692746,3964;59,4696;18,4023
22949;;;;Röllingeby;;bebyggelsenamn;Smedby;Smedby:11;https://sok.riksarkivet.se/bildvisning/R0000506_00010;165;https://sok.riksarkivet.se/topografi/165;Röllingeby;Österåker;Åkers skeppslag;Uppland;6599745,9422;687454,3688;59,4941;18,3112
22950;;;;Salt siön;;naturnamn;Smedby;Smedby:5;https://sok.riksarkivet.se/bildvisning/R0000506_00007;125;https://sok.riksarkivet.se/topografi/125;Täljö;Österåker;Åkers skeppslag;Uppland;6597340,8814;683868,5474;59,4742;18,2459
22951;;;;Salte siön;;naturnamn;Smedby;Smedby:29;;142;https://sok.riksarkivet.se/topografi/142;Knaborg;Österåker;Åkers skeppslag;Uppland;6600049,9862;695044,6783;59,4934;18,4453
22952;;;;Sandwijk;;bebyggelsenamn;Smedby;Smedby:20;https://sok.riksarkivet.se/bildvisning/R0000506_00015;167;https://sok.riksarkivet.se/topografi/167;Sandvik;Österåker;Åkers skeppslag;Uppland;6595902,9241;689701,6372;59,4587;18,3474
22953;;;;Sewasteby;;bebyggelsenamn;Smedby;Smedby:2;;121;https://sok.riksarkivet.se/topografi/121;Sävastby;Österåker;Åkers skeppslag;Uppland;6601997,9408;687066,5843;59,5145;18,3064
22954;;;;Singe;;bebyggelsenamn;Smedby;Smedby:22-23;;170;https://sok.riksarkivet.se/topografi/170;Singö;Österåker;Åkers skeppslag;Uppland;6600721,9194;690265,9166;59,5016;18,3617
22955;;;;Skiran;lacus;naturnamn;Smedby;Smedby:50;https://sok.riksarkivet.se/bildvisning/R0000506_00029;160;https://sok.riksarkivet.se/topografi/160;Skireboda;Österåker;Åkers skeppslag;Uppland;6604567,1232;691952,9132;59,5353;18,3949
22956;;;;Skireboda;;bebyggelsenamn;Smedby;Smedby:Register;;160;https://sok.riksarkivet.se/topografi/160;Skireboda;Österåker;Åkers skeppslag;Uppland;6604567,1232;691952,9132;59,5353;18,3949
22957;;;;Skireboda;;bebyggelsenamn;Smedby;Smedby:50;https://sok.riksarkivet.se/bildvisning/R0000506_00029;160;https://sok.riksarkivet.se/topografi/160;Skireboda;Österåker;Åkers skeppslag;Uppland;6604567,1232;691952,9132;59,5353;18,3949
22958;;;;Skreddartårpett;;bebyggelsenamn;Smedby;Smedby:39;https://sok.riksarkivet.se/bildvisning/R0000506_00023;149;https://sok.riksarkivet.se/topografi/149;Hjälmsättra;Österåker;Åkers skeppslag;Uppland;6602504,7594;692735,521;59,5165;18,4068
22959;;;;Skräddaretårpett;;bebyggelsenamn;Smedby;Smedby:Register;;149;https://sok.riksarkivet.se/topografi/149;Hjälmsättra;Österåker;Åkers skeppslag;Uppland;6602504,7594;692735,521;59,5165;18,4068
22960;;;;Skytten fiälen;;naturnamn;Smedby;Smedby:9;;129;https://sok.riksarkivet.se/topografi/129;Runö;Österåker;Åkers skeppslag;Uppland;6598594,0092;686021,5886;59,4845;18,285
22961;;;;Skånesta;;bebyggelsenamn;Smedby;Smedby:16;https://sok.riksarkivet.se/bildvisning/R0000506_00013;134;https://sok.riksarkivet.se/topografi/134;Skånsta;Österåker;Åkers skeppslag;Uppland;6600059,3739;688473,8356;59,4965;18,3295
22962;;;;Smedeby;gårdh;bebyggelsenamn;Smedby;Smedby:1;https://sok.riksarkivet.se/bildvisning/R0000506_00005;120;https://sok.riksarkivet.se/topografi/120;Smedby;Österåker;Åkers skeppslag;Uppland;6600417,789;686253,7166;59,5007;18,2906
22963;;;;Soborringe;;bebyggelsenamn;Smedby;Smedby:6-7;;;;;Össeby-Garn;Vallentuna h:d;;;;;
22964;;;;Sockerby;;bebyggelsenamn;Smedby;Smedby:10;https://sok.riksarkivet.se/bildvisning/R0000506_00010;130;https://sok.riksarkivet.se/topografi/130;Sjökarby;Österåker;Åkers skeppslag;Uppland;6600738,5985;687264,2172;59,5031;18,3087
22965;;;i;Sokerby;hage;bebyggelsenamn;Smedby;Smedby:13;https://sok.riksarkivet.se/bildvisning/R0000506_00011;130;https://sok.riksarkivet.se/topografi/130;Sjökarby;Österåker;Åkers skeppslag;Uppland;6600738,5985;687264,2172;59,5031;18,3087
22966;;kartbild saknas på nätet;;Solberga;;bebyggelsenamn;Smedby;Smedby:22-23;;169;https://sok.riksarkivet.se/topografi/169;Solberga;Österåker;Åkers skeppslag;Uppland;6600188,6804;689853,2515;59,497;18,3539
22967;;;i;Solberga siön;;naturnamn;Smedby;Smedby:22-23;;170;https://sok.riksarkivet.se/topografi/170;Singö;Österåker;Åkers skeppslag;Uppland;6600721,9194;690265,9166;59,5016;18,3617
22968;;;;Solbärga;ägor;bebyggelsenamn;Smedby;Smedby:16;https://sok.riksarkivet.se/bildvisning/R0000506_00013;169;https://sok.riksarkivet.se/topografi/169;Solberga;Österåker;Åkers skeppslag;Uppland;6600188,6804;689853,2515;59,497;18,3539
22969;;;;Stabo engen;;ägonamn;Smedby;Smedby:5;https://sok.riksarkivet.se/bildvisning/R0000506_00007;125;https://sok.riksarkivet.se/topografi/125;Täljö;Österåker;Åkers skeppslag;Uppland;6597340,8814;683868,5474;59,4742;18,2459
22970;;;;Staffwa;;bebyggelsenamn;Smedby;Smedby:6-7;;126;https://sok.riksarkivet.se/topografi/126;Stava;Österåker;Åkers skeppslag;Uppland;6599887,1952;683777,599;59,497;18,2465
22971;;;;Staffzholma;;naturnamn, ägonamn;Smedby;Smedby:19;https://sok.riksarkivet.se/bildvisning/R0000506_00014;166;https://sok.riksarkivet.se/topografi/166;Margretelund;Österåker;Åkers skeppslag;Uppland;6595873,126;689057,4579;59,4587;18,3361
22972;;;;Stafz wijken;;naturnamn;Smedby;Smedby:53;https://sok.riksarkivet.se/bildvisning/R0000506_00030;163;https://sok.riksarkivet.se/topografi/163;Norrö;Österåker;Åkers skeppslag;Uppland;6600213,9409;684713,9642;59,4996;18,2633
22973;;;;Stora Halgön;;naturnamn, ägonamn;Smedby;Smedby:34-35;https://sok.riksarkivet.se/bildvisning/R0000506_00021;145;https://sok.riksarkivet.se/topografi/145;Stora Älgö;Österåker;Åkers skeppslag;Uppland;6595542,5721;693138,9616;59,4539;18,4076
22974;;;;Stora Måßön;;naturnamn, ägonamn;Smedby;Smedby:36;https://sok.riksarkivet.se/bildvisning/R0000506_00022;146;https://sok.riksarkivet.se/topografi/146;Fåglarö;Österåker;Åkers skeppslag;Uppland;6597311,7628;696351,2818;59,4683;18,4658
22975;;;;Store Blötholmen;;naturnamn, ägonamn;Smedby;Smedby:30-31;https://sok.riksarkivet.se/bildvisning/R0000506_00019;120;https://sok.riksarkivet.se/topografi/120;Smedby;Österåker;Åkers skeppslag;Uppland;6600417,789;686253,7166;59,5007;18,2906
22976;;;;Strömsengen;;ägonamn;Smedby;Smedby:1;https://sok.riksarkivet.se/bildvisning/R0000506_00005;120;https://sok.riksarkivet.se/topografi/120;Smedby;Österåker;Åkers skeppslag;Uppland;6600417,789;686253,7166;59,5007;18,2906
22977;;;;Strömsiön;;naturnamn;Smedby;Smedby:32;https://sok.riksarkivet.se/bildvisning/R0000506_00020;144;https://sok.riksarkivet.se/topografi/144;Bo;Österåker;Åkers skeppslag;Uppland;6600667,3717;693594,5116;59,4996;18,4203
22978;;;;Sundmara;;bebyggelsenamn;Smedby;Smedby:29;;172;https://sok.riksarkivet.se/topografi/172;Sundmara;Österåker;Åkers skeppslag;Uppland;;;;
22979;;;;Sunmara;;bebyggelsenamn;Smedby;Smedby:29;;172;https://sok.riksarkivet.se/topografi/172;Sundmara;Österåker;Åkers skeppslag;Uppland;;;;
22980;;;;Sågaretårpett;;bebyggelsenamn;Smedby;Smedby:26-27;;;;;Österåker;Åkers skeppslag;;;;;
22981;;;;Säby;gärde;bebyggelsenamn;Smedby;Smedby:4;https://sok.riksarkivet.se/bildvisning/R0000506_00007;;;;Österåker;Åkers skeppslag;;;;;
22982;;;;Sättra tårpet;;bebyggelsenamn;Smedby;Smedby:18;https://sok.riksarkivet.se/bildvisning/R0000506_00014;131;https://sok.riksarkivet.se/topografi/131;Berga;Österåker;Åkers skeppslag;Uppland;6598404,5199;687288,7196;59,4822;18,3071
22983;;;;Söder träskett;;naturnamn;Smedby;Smedby:5;https://sok.riksarkivet.se/bildvisning/R0000506_00007;125;https://sok.riksarkivet.se/topografi/125;Täljö;Österåker;Åkers skeppslag;Uppland;6597340,8814;683868,5474;59,4742;18,2459
22984;;;ifrå;Söderby;;bebyggelsenamn;Smedby;Smedby:6-7;;;;;Össeby-Garn;Vallentuna h:d;;;;;
22985;;;;Sökareby;;bebyggelsenamn;Smedby;Smedby:1;https://sok.riksarkivet.se/bildvisning/R0000506_00005;130;https://sok.riksarkivet.se/topografi/130;Sjökarby;Österåker;Åkers skeppslag;Uppland;6600738,5985;687264,2172;59,5031;18,3087
22986;;;;Söra;;bebyggelsenamn;Smedby;Smedby:17;https://sok.riksarkivet.se/bildvisning/R0000506_00013;135;https://sok.riksarkivet.se/topografi/135;Söra;Österåker;Åkers skeppslag;Uppland;6597756,1627;688001,552;59,4761;18,3191
22987;;;;Tallemora;ägor;bebyggelsenamn;Smedby;Smedby:41;https://sok.riksarkivet.se/bildvisning/R0000506_00024;153;https://sok.riksarkivet.se/topografi/153;Tillemora;Österåker;Åkers skeppslag;Uppland;6604184,8761;697510,2434;59,5293;18,4926
22988;;;;Tråsättra;;bebyggelsenamn;Smedby;Smedby:18;https://sok.riksarkivet.se/bildvisning/R0000506_00014;136;https://sok.riksarkivet.se/topografi/136;Tråsättra;Österåker;Åkers skeppslag;Uppland;6597519,1771;689188,5476;59,4734;18,3398
22989;;;;Trällhaffwen;;naturnamn;Smedby;Smedby:19;https://sok.riksarkivet.se/bildvisning/R0000506_00014;166;https://sok.riksarkivet.se/topografi/166;Margretelund;Österåker;Åkers skeppslag;Uppland;6595873,126;689057,4579;59,4587;18,3361
22990;;;;Trällhaffwett;;naturnamn;Smedby;Smedby:20;https://sok.riksarkivet.se/bildvisning/R0000506_00015;167;https://sok.riksarkivet.se/topografi/167;Sandvik;Österåker;Åkers skeppslag;Uppland;6595902,9241;689701,6372;59,4587;18,3474
22991;;;ifrå;Tuna;;bebyggelsenamn;Smedby;Smedby:12;https://sok.riksarkivet.se/bildvisning/R0000506_00011;;;;Österåker;Åkers skeppslag;;;;;
22992;;;;Tälie;;bebyggelsenamn;Smedby;Smedby:5;https://sok.riksarkivet.se/bildvisning/R0000506_00007;125;https://sok.riksarkivet.se/topografi/125;Täljö;Österåker;Åkers skeppslag;Uppland;6597340,8814;683868,5474;59,4742;18,2459
22993;;;wed;Tälieträskett;;naturnamn;Smedby;Smedby:5;https://sok.riksarkivet.se/bildvisning/R0000506_00007;125;https://sok.riksarkivet.se/topografi/125;Täljö;Österåker;Åkers skeppslag;Uppland;6597340,8814;683868,5474;59,4742;18,2459
22994;;;;Tällemora;;bebyggelsenamn;Smedby;Smedby:42;;153;https://sok.riksarkivet.se/topografi/153;Tillemora;Österåker;Åkers skeppslag;Uppland;6604184,8761;697510,2434;59,5293;18,4926
22995;;;;Tällie;;bebyggelsenamn;Smedby;Smedby:5;https://sok.riksarkivet.se/bildvisning/R0000506_00007;125;https://sok.riksarkivet.se/topografi/125;Täljö;Österåker;Åkers skeppslag;Uppland;6597340,8814;683868,5474;59,4742;18,2459
22996;;;;Tällie träskett;;naturnamn;Smedby;Smedby:5;https://sok.riksarkivet.se/bildvisning/R0000506_00007;125;https://sok.riksarkivet.se/topografi/125;Täljö;Österåker;Åkers skeppslag;Uppland;6597340,8814;683868,5474;59,4742;18,2459
22997;;;;Wallsiön;;naturnamn;Smedby;Smedby:18;https://sok.riksarkivet.se/bildvisning/R0000506_00014;136;https://sok.riksarkivet.se/topografi/136;Tråsättra;Österåker;Åkers skeppslag;Uppland;6597519,1771;689188,5476;59,4734;18,3398
22998;;;;Walsiön;;naturnamn;Smedby;Smedby:26-27;;140;https://sok.riksarkivet.se/topografi/140;Isättra;Österåker;Åkers skeppslag;Uppland;6599182,441;691882,7972;59,4871;18,3888
22999;;;;Wammerboda;egor;bebyggelsenamn;Smedby;Smedby:39;https://sok.riksarkivet.se/bildvisning/R0000506_00023;;;;Österåker;Åkers skeppslag;;;;;
23000;;;;Wijsnan;;naturnamn;Smedby;Smedby:3;https://sok.riksarkivet.se/bildvisning/R0000506_00006;164;https://sok.riksarkivet.se/topografi/164;Järsättra;Österåker;Åkers skeppslag;Uppland;6601681,306;686603,5344;59,5119;18,2979
23001;;;;Wijsättra;;bebyggelsenamn;Smedby;Smedby:51;https://sok.riksarkivet.se/bildvisning/R0000506_00029;161;https://sok.riksarkivet.se/topografi/161;Visättra;Österåker;Åkers skeppslag;Uppland;6602994,7388;691441,6925;59,5215;18,3844
23002;;;;Wijsättrakärret;;naturnamn, ägonamn;Smedby;Smedby:51;https://sok.riksarkivet.se/bildvisning/R0000506_00029;161;https://sok.riksarkivet.se/topografi/161;Visättra;Österåker;Åkers skeppslag;Uppland;6602994,7388;691441,6925;59,5215;18,3844
23003;;;;Wisnan;;naturnamn;Smedby;Smedby:39;https://sok.riksarkivet.se/bildvisning/R0000506_00023;149;https://sok.riksarkivet.se/topografi/149;Hjälmsättra;Österåker;Åkers skeppslag;Uppland;6602504,7594;692735,521;59,5165;18,4068
23004;;;;Vndala;;bebyggelsenamn;Smedby;Smedby:45;https://sok.riksarkivet.se/bildvisning/R0000506_00026;156;https://sok.riksarkivet.se/topografi/156;Undal;Österåker;Åkers skeppslag;Uppland;6606807,8927;693823,1623;59,5545;18,4299
23005;;;;Vndala siön;;naturnamn;Smedby;Smedby:45;https://sok.riksarkivet.se/bildvisning/R0000506_00026;156;https://sok.riksarkivet.se/topografi/156;Undal;Österåker;Åkers skeppslag;Uppland;6606807,8927;693823,1623;59,5545;18,4299
23006;;fel akt i kodlistan (Smedby:37);;Vppsättra;;bebyggelsenamn;Smedby;Smedby:38;https://sok.riksarkivet.se/bildvisning/R0000506_00023;147;https://sok.riksarkivet.se/topografi/147;Oppsättra;Österåker;Åkers skeppslag;Uppland;6601060,8377;692902,953;59,5035;18,4085
23007;;;;Vpsättra ;;bebyggelsenamn;Smedby;Smedby:29;;147;https://sok.riksarkivet.se/topografi/147;Oppsättra;Österåker;Åkers skeppslag;Uppland;6601060,8377;692902,953;59,5035;18,4085
23008;;;;Wästenbärgh;;bebyggelsenamn;Smedby;Smedby:42;;152;https://sok.riksarkivet.se/topografi/152;Västanberg;Österåker;Åkers skeppslag;Uppland;6605093,8505;697573,3487;59,5374;18,4946
23009;;;;Ytterby;;bebyggelsenamn;Smedby;Smedby:46;https://sok.riksarkivet.se/bildvisning/R0000506_00027;157;https://sok.riksarkivet.se/topografi/157;Ytterby;Österåker;Åkers skeppslag;Uppland;6606085,1071;692810,5769;59,5485;18,4114
23010;;;;Åby;;bebyggelsenamn;Smedby;Smedby:13;https://sok.riksarkivet.se/bildvisning/R0000506_00011;132;https://sok.riksarkivet.se/topografi/132;Åby;Österåker;Åkers skeppslag;Uppland;6600965,7299;688080,0883;59,5048;18,3233
23011;;;;Åker skipzlagh;;bebyggelsenamn;Smedby;Smedby:2;;;;;;Åkers skeppslag;;;;;
23012;;;;Åker sochn;;bebyggelsenamn;Smedby;Smedby:1;https://sok.riksarkivet.se/bildvisning/R0000506_00005;;;;Österåker;Åkers skeppslag;;;;;
23013;;;;Åkerbroo;;naturnamn;Smedby;Smedby:53;https://sok.riksarkivet.se/bildvisning/R0000506_00030;163;https://sok.riksarkivet.se/topografi/163;Norrö;Österåker;Åkers skeppslag;Uppland;6600213,9409;684713,9642;59,4996;18,2633
23014;;;;Åkersbroo;;naturnamn;Smedby;Smedby:4;https://sok.riksarkivet.se/bildvisning/R0000506_00007;124;https://sok.riksarkivet.se/topografi/124;Åkerstorp;Österåker;Åkers skeppslag;Uppland;6600004,5286;685417,7831;59,4974;18,2755
23015;;;;Åkerstårp;;bebyggelsenamn;Smedby;Smedby:4;https://sok.riksarkivet.se/bildvisning/R0000506_00007;124;https://sok.riksarkivet.se/topografi/124;Åkerstorp;Österåker;Åkers skeppslag;Uppland;6600004,5286;685417,7831;59,4974;18,2755
23016;;;;Åsättra;ägor;bebyggelsenamn;Smedby;Smedby:39;https://sok.riksarkivet.se/bildvisning/R0000506_00023;;;;Österåker;Åkers skeppslag;;;;;
23017;;;;Öffwersättra;;bebyggelsenamn;Smedby;Smedby:26-27;;138;https://sok.riksarkivet.se/topografi/138;Översättra;Österåker;Åkers skeppslag;Uppland;6600043,8719;691131,4815;59,4952;18,3763
23018;;;;Öster haffwet;;naturnamn;Smedby;Smedby:34-35;https://sok.riksarkivet.se/bildvisning/R0000506_00021;145;https://sok.riksarkivet.se/topografi/145;Stora Älgö;Österåker;Åkers skeppslag;Uppland;6595542,5721;693138,9616;59,4539;18,4076
23019;;;;Bostorp;;bebyggelsenamn;Sturefors;Sturefors:1;https://sok.riksarkivet.se/bildvisning/R0000499_00010;3870;https://sok.riksarkivet.se/topografi/3870;Bostorp;Vist;Hanekinds h:d;Östergötland;6464150,0795;546228,581;58,3159;15,7891
23020;;;;Tureforßa ;råå och röö;bebyggelsenamn;Sturefors;Sturefors:1;https://sok.riksarkivet.se/bildvisning/R0000499_00010;;;;Vist;Hanekinds h:d;;;;;
23021;;;i;Wist sochn;;bebyggelsenamn;Sturefors;Sturefors:1;https://sok.riksarkivet.se/bildvisning/R0000499_00010;;;;Vist;Hanekinds h:d;;;;;
23022;;;;Boostadh;;bebyggelsenamn;Sturefors;Sturefors:10-11;https://sok.riksarkivet.se/bildvisning/R0000499_00015;;;;Landeryd;Hanekinds h:d;;;;;
23023;;;;Edesberga;by;bebyggelsenamn;Sturefors;Sturefors:10-11;https://sok.riksarkivet.se/bildvisning/R0000499_00015;3867;https://sok.riksarkivet.se/topografi/3867;Edsberga;Landeryd;Hanekinds h:d;Östergötland;6468545,9898;541016,8339;58,3559;15,7009
23024;;;;Edeßberga;by;bebyggelsenamn;Sturefors;Sturefors:10-11;https://sok.riksarkivet.se/bildvisning/R0000499_00015;3867;https://sok.riksarkivet.se/topografi/3867;Edsberga;Landeryd;Hanekinds h:d;Östergötland;6468545,9898;541016,8339;58,3559;15,7009
23025;;;;Harffwestad;ägor;bebyggelsenamn;Sturefors;Sturefors:10-11;https://sok.riksarkivet.se/bildvisning/R0000499_00015;;;;Landeryd;Hanekinds h:d;;;;;
23026;;;;Möietorp;;bebyggelsenamn;Sturefors;Sturefors:10-11;https://sok.riksarkivet.se/bildvisning/R0000499_00015;;;;Landeryd;Hanekinds h:d;;;;;
23027;;;vnder;Wegby;;bebyggelsenamn;Sturefors;Sturefors:10-11;https://sok.riksarkivet.se/bildvisning/R0000499_00015;;;;Grebo;Bankekinds h:d;;;;;
23028;;;i;Landery sochn;;bebyggelsenamn;Sturefors;Sturefors:10-11;https://sok.riksarkivet.se/bildvisning/R0000499_00015;;;;Landeryd;Hanekinds h:d;;;;;
23029;saknar kod;;;Docketorp;;bebyggelsenamn;Sturefors;Sturefors:12-13;https://sok.riksarkivet.se/bildvisning/R0000499_00016;;;;Landeryd;Hanekinds h:d;;;;;
23030;;;;Spångerum;;bebyggelsenamn;Sturefors;Sturefors:12-13;https://sok.riksarkivet.se/bildvisning/R0000499_00016;3863;https://sok.riksarkivet.se/topografi/3863;Spångerum;Sankt Lars;Åkerbo h:d;Östergötland;6473044,497;539609,0194;58,3964;15,6776
23031;;;vtti;Tanneforß åån;;naturnamn;Sturefors;Sturefors:12-13;https://sok.riksarkivet.se/bildvisning/R0000499_00016;3863;https://sok.riksarkivet.se/topografi/3863;Spångerum;Sankt Lars;Åkerbo h:d;Östergötland;6473044,497;539609,0194;58,3964;15,6776
23032;;;;Stureforßa;ägor;bebyggelsenamn;Sturefors;Sturefors:12-13;https://sok.riksarkivet.se/bildvisning/R0000499_00016;;;;Vist;Hanekinds h:d;;;;;
23033;;;emellan;Landery åån;;naturnamn;Sturefors;Sturefors:12-13;https://sok.riksarkivet.se/bildvisning/R0000499_00016;;;;Landeryd;Hanekinds h:d;;;;;
23034;saknar kod;;;Vllempstempna;;bebyggelsenamn;Sturefors;Sturefors:12-13;https://sok.riksarkivet.se/bildvisning/R0000499_00016;;;;Landeryd;Hanekinds h:d;;;;;
23035;;;;Vllemstempna;by;bebyggelsenamn;Sturefors;Sturefors:12-13;https://sok.riksarkivet.se/bildvisning/R0000499_00016;;;;Landeryd;Hanekinds h:d;;;;;
23036;;;;S<ankt> Larß sochn;;bebyggelsenamn;Sturefors;Sturefors:12-13;https://sok.riksarkivet.se/bildvisning/R0000499_00016;;;;Sankt Lars;Åkerbo h:d;;;;;
23037;;;;Linbergha;by;bebyggelsenamn;Sturefors;Sturefors:14-15;;3919;https://sok.riksarkivet.se/topografi/3919;Linneberga;Svinstad;Bankekinds h:d;Östergötland;6473915,013;546279,4021;58,4036;15,7919
23038;;;;Lindheberga;;bebyggelsenamn;Sturefors;Sturefors:14-15;;3919;https://sok.riksarkivet.se/topografi/3919;Linneberga;Svinstad;Bankekinds h:d;Östergötland;6473915,013;546279,4021;58,4036;15,7919
23039;;;;Önnerstadh;;bebyggelsenamn;Sturefors;Sturefors:14-15;;3920;https://sok.riksarkivet.se/topografi/3920;Unnerstad;Svinstad;Bankekinds h:d;Östergötland;6473210,2574;545875,6689;58,3973;15,7848
23040;;;j;Swijnstada sochn;;bebyggelsenamn;Sturefors;Sturefors:14-15;;;;;Svinstad;Bankekinds h:d;;;;;
23041;;;vtti;Wålßbergß åånn;;naturnamn;Sturefors;Sturefors:16-17;https://sok.riksarkivet.se/bildvisning/R0000499_00018;3921;https://sok.riksarkivet.se/topografi/3921;Ånestad;Vårdsberg;Åkerbo h:d;Östergötland;6473632,7222;545411,629;58,4011;15,777
23042;;;;Ånnesta;by;bebyggelsenamn;Sturefors;Sturefors:16-17;https://sok.riksarkivet.se/bildvisning/R0000499_00018;3921;https://sok.riksarkivet.se/topografi/3921;Ånestad;Vårdsberg;Åkerbo h:d;Östergötland;6473632,7222;545411,629;58,4011;15,777
23043;;;;Ånnestadh;;bebyggelsenamn;Sturefors;Sturefors:16-17;https://sok.riksarkivet.se/bildvisning/R0000499_00018;3921;https://sok.riksarkivet.se/topografi/3921;Ånestad;Vårdsberg;Åkerbo h:d;Östergötland;6473632,7222;545411,629;58,4011;15,777
23044;;;;Örminge;;bebyggelsenamn;Sturefors;Sturefors:16-17;https://sok.riksarkivet.se/bildvisning/R0000499_00018;;;;Vårdsberg;Åkerbo h:d;;;;;
23045;;;j;Wållsbergs sochn;;bebyggelsenamn;Sturefors;Sturefors:16-17;https://sok.riksarkivet.se/bildvisning/R0000499_00018;;;;Vårdsberg;Åkerbo h:d;;;;;
23046;;;;Biärestadh;;bebyggelsenamn;Sturefors;Sturefors:18;https://sok.riksarkivet.se/bildvisning/R0000499_00019;3909;https://sok.riksarkivet.se/topografi/3909;Bjärstad;Svinstad;Bankekinds h:d;Östergötland;6469667,6514;548490,5353;58,3652;15,8288
23047;;;;Biärsta;by;bebyggelsenamn;Sturefors;Sturefors:18;https://sok.riksarkivet.se/bildvisning/R0000499_00019;3909;https://sok.riksarkivet.se/topografi/3909;Bjärstad;Svinstad;Bankekinds h:d;Östergötland;6469667,6514;548490,5353;58,3652;15,8288
23048;;;herr;Gustaff Bondeß;;personnamn;Sturefors;Sturefors:18;https://sok.riksarkivet.se/bildvisning/R0000499_00019;3909;https://sok.riksarkivet.se/topografi/3909;Bjärstad;Svinstad;Bankekinds h:d;Östergötland;6469667,6514;548490,5353;58,3652;15,8288
23049;;;fruu;Helenæ Bielkeß;bönder;personnamn;Sturefors;Sturefors:18;https://sok.riksarkivet.se/bildvisning/R0000499_00019;3909;https://sok.riksarkivet.se/topografi/3909;Bjärstad;Svinstad;Bankekinds h:d;Östergötland;6469667,6514;548490,5353;58,3652;15,8288
23050;;;Wällb<orne>;Månß Vllfsparreß;;personnamn;Sturefors;Sturefors:18;https://sok.riksarkivet.se/bildvisning/R0000499_00019;3909;https://sok.riksarkivet.se/topografi/3909;Bjärstad;Svinstad;Bankekinds h:d;Östergötland;6469667,6514;548490,5353;58,3652;15,8288
