wkt_geom;id;toraid;note;coordinate_accuracy;sweref99_n;sweref99_e;wgs84_lat;wgs84_long;x_rt90;y_rt90;id_deprecated;namn_deprecated
Point (1525897.63401704235002398 8001302.06822678353637457);16877;8108;;high;6447409.920268;423940.749058;58.16141296;13.70737167;1376520.11592343;6450551.85653797;16862300003;Mularp
Point (1529303.11090060789138079 8010241.47374647855758667);16838;8104;;high;6452089.010475;425828.900715;58.20375038;13.73796359;1378465.10828658;6455210.45447206;16862200004;Tiarp
Point (1518063.63658877043053508 7998958.43716245982795954);17188;8093;;high;6446254.902019;419775.232494;58.15030507;13.63699767;1372338.89477136;6449446.14828928;16862000005;Karleby
Point (1493175.33049573330208659 7993409.18079457152634859);16061;8037;;high;6443613.34885;406548.309342;58.12398996;13.41342221;1359074.24819701;6446961.58549632;16861100001;Göteve
Point (1509859.96603132830932736 7995133.34843797236680984);17271;8088;;high;6444325.934856;415395.022198;58.13216821;13.56330284;1367933.60458824;6447568.69232848;16861800001;Luttra
Point (1500587.35169961978681386 8000758.83361349441111088);16079;8034;;high;6447402.332665;410557.176312;58.15883855;13.48000553;1363130.31880916;6450704.38881526;16861000001;Marka
Point (1495887.7406003475189209 8011095.88298582378774881);16188;8029;;high;6452908.754274;408199.494652;58.20779426;13.43778821;1360837.43505672;6456241.59988968;16860900002;*Kleva
Point (1495721.01354461745359004 7936489.89071961864829063);19764;7639;;high;6413411.014343;407196.748426;57.85294875;13.43629047;1359362.29663397;6416737.2690619;15842900002;Timmele
Point (1500330.92758071119897068 7946300.29811151977628469);19445;7636;;high;6418571.364292;409771.597744;57.89981081;13.47770203;1361999.90887681;6421869.33286446;15842800004;Dalum
Point (1501947.99794409400783479 7952032.43866055738180876);19342;7623;;high;6421596.855077;410700.408712;57.92716369;13.49222843;1362965.25650178;6424885.15622825;15842700001;Blidsberg
Point (1505044.83127415343187749 7958662.29697513300925493);19313;7619;;high;6425079.218843;412424.929016;57.95877436;13.52004775;1364732.14753556;6428348.55898838;15842600001;Humla
Point (1506842.20990600762888789 7963553.47975414525717497);19271;7614;;high;6427652.418301;413436.468976;57.98207731;13.53619388;1365774.88087133;6430910.87592926;15842500002;Kölaby
Point (1504631.81005795020610094 7942716.71655214671045542);19480;7604;;high;6416615.774895;412019.556297;57.88269994;13.51633752;1364225.58832817;6419886.01223115;15842400001;Böne
Point (1506952.84225817956030369 7930735.99236988183110952);19722;7557;;high;6410214.441668;413118.019652;57.82543529;13.53718771;1365248.22923917;6413468.60002456;15842000020;Hössna
Point (1519212.94923242484219372 7933644.73944877646863461);19574;7571;;high;6411626.960745;419689.72734;57.83934669;13.64732212;1371839.80700565;6414803.42561087;15842100001;Liared
Point (1522631.31459896848537028 7920309.29099303297698498);19626;7526;;high;6404486.420645;421373.997876;57.77552429;13.67802982;1373439.74562219;6407639.55294979;15841800006;Strängsered
Point (1513373.47801874345168471 7925432.10275748465210199);19649;7532;;high;6407316.650181;416484.756027;57.80005502;13.59486526;1368581.98590668;6410529.33789603;15841900006;Gullered
Point (1484137.02198981121182442 7945861.30212933849543333);20091;7437;;high;6418541.458402;401144.539955;57.89771514;13.33222971;1353368.40843919;6421942.3430474;15840500006;Hällstad
Point (1479004.80600568256340921 7950308.38869652338325977);20123;7443;;high;6420972.205661;398472.037243;57.91893898;13.28612623;1350723.62814963;6424406.14797501;15840600001;Murum
Point (1487389.62064858968369663 7954326.2358018197119236);20019;7428;;high;6422994.823336;402985.200729;57.93810349;13.3614483;1355263.09395737;6426375.86813082;15840400201;Backabo
Point (1487652.89348870329558849 7959355.01240573916584253);20013;7418;;high;6425659.821071;403189.815728;57.96207557;13.36381332;1355499.62107415;6429039.69191748;15840200011;Kärråkra
Point (1489543.72229236573912203 7951705.87886318471282721);20037;7423;;high;6421576.083079;404097.447739;57.92560596;13.38079892;1356358.9365317;6424943.17773644;15840400103;Möne
Point (1488184.14272132073529065 7925286.72689641918987036);19948;7398;;high;6407540.798752;403035.247858;57.79935911;13.36858561;1355128.83909822;6410913.8801083;15840100209;Brunn
Point (1418929.65307227824814618 7927236.52599018160253763);19005;7322;;high;6409640.422832;366100.388604;57.80869158;12.74646194;1318200.58882642;6413454.83790062;15831600028;"Hedared, ""Enckans gård"""
Point (1427235.45300361281260848 7919200.79486427549272776);19017;7327;;high;6405212.915296;370394.866447;57.77021403;12.82107421;1322444.51398093;6408973.8456053;15831600033;Sandhult
Point (1436187.0313286657910794 7926900.95277548208832741);19075;7284;;high;6409165.541366;375304.238194;57.80708558;12.90148761;1327403.51628571;6412869.97952987;15831500013;Bredared
Point (1438168.46195447375066578 7945645.69546431489288807);19140;7257;;high;6419105.277958;376668.459311;57.89668583;12.91928711;1328886.98880718;6422798.49811555;15831300001;Tämta
Point (1439537.20145775889977813 7937741.63195482362061739);19122;7270;;high;6414880.87537;377268.596312;57.85893143;12.9315827;1329437.02901384;6418564.79302517;15831400008;Vänga
Point (1450340.26669758139178157 7942295.87797879613935947);18733;7245;;high;6417130.720447;383096.46538;57.88068999;13.02862829;1335294.67158757;6420746.2466335;15831200012;Borgstena
Point (1409364.75232842145487666 8046310.89077879581600428);18494;7007;;high;6472736.200865;363178.452108;58.37406515;12.66053898;1316031.75876501;6476618.36944442;15800700043;Ås
Point (1443320.06663668341934681 7872027.14053839445114136);20634;6937;;high;6379713.34842;378230.469591;57.54350377;12.96556476;1329980.62524567;6383367.96646844;15651300004;Roarsjö
Point (1463191.88979083276353776 7889333.61237128358334303);20683;6950;;high;6388682.698072;389167.210508;57.62684091;13.14407638;1341029.51066566;6392211.75337716;15651400011;Hillared
Point (1475451.70328938658349216 7883260.06578171532601118);20710;6716;;high;6385255.2464;395659.487702;57.59761625;13.25420816;1347484.20569381;6388705.39622712;15520600023;Länghem
Point (1485813.06254828162491322 7884340.36029709596186876);20717;6724;;high;6385694.704417;401235.874037;57.60281612;13.34728583;1353068.51569712;6389078.74945518;15520700004;Månstad
Point (1460749.43255662242881954 7878996.02085226774215698);20613;6921;;high;6383180.843985;387703.822022;57.57708449;13.12213542;1339499.95984229;6386724.57794677;15651200011;Sexdrega
Point (1831084.99875210411846638 7606018.84890763927251101);22024;6375;;high;6233556.014607;589805.066118;56.23838689;16.44891641;1539912.6246519;6234658.96277552;8401200004;Ås
Point (1915435.41882115718908608 8199690.7605562899261713);21430;2272;;high;6552073.490191;626434.297607;59.08919679;17.20664912;1580339.10383299;6552815.97246955;4803200103;Gåsinge
Point (2025425.46706656832247972 8438194.52379371039569378);21824;1978;;high;6674885.785745;677219.631205;60.17228046;18.19470654;1632626.09385687;6675034.39539071;3821100009;*Norra Skäfthammar
Point (2030561.28809384908527136 8348636.83755584247410297);21180;723;;high;6630209.662379;681973.835324;59.76967821;18.2408424;1636836.29420993;6630293.2290947;1880900010;Fasterna
Point (1512729.78989636758342385 7978449.81227010488510132);19166;8247;;high;6435475.808857;416728.661652;58.05295428;13.58908291;1369162.05005131;6438698.5502998;16865200001;Smula
Point (1510902.57065553613938391 7971833.26916465908288956);19197;8237;;high;6431993.612615;415685.953946;58.02149;13.57266872;1368077.25621505;6435227.21002378;16865100004;Åsarp
Point (1520407.02372949477285147 7956125.99825387541204691);19551;8204;;high;6423562.934962;420563.622962;57.94668477;13.65804867;1372856.48799958;6426734.4233505;16864900001;*Stompnen i Fivlered
Point (1514971.51112965377978981 7965028.4034293657168746);19223;8229;;high;6428343.091907;417770.689219;57.98910128;13.60922063;1370119.34789359;6431550.11054106;16865000001;Solberga
Point (1488475.18180718296207488 8089797.61918290238827467);18637;7804;;high;6494247.747751;405285.907933;58.57831584;13.37120006;1358418.34579764;6497634.93403316;16611900001;Medelplana
Point (1486211.85567795345559716 8085953.16833743825554848);18629;7805;;high;6492271.812792;404054.518763;58.56030684;13.35086825;1357162.63078621;6495672.86830347;16612000001;Västerplana
Point (1524916.02035120432265103 8106236.5974965076893568);18612;7832;;high;6502393.937373;424485.765451;58.65521842;13.69855368;1377724.94725792;6505554.01449246;16801200002;Björsäter
Point (1435892.31368459481745958 8068559.91684986185282469);18543;7860;;high;6483924.304277;377476.427937;58.47871382;12.89884012;1330471.32757284;6487640.57345153;16812900004;Norra Kedum
Point (1423258.02673824038356543 8047580.38165854290127754);18528;7654;;high;6473154.649458;370497.832534;58.38004459;12.78534439;1323359.93071116;6476949.22463828;16020200001;Håle
Point (1410129.87708891811780632 8032247.9777946388348937);18497;7662;;high;6465342.574292;363324.459018;58.30775947;12.66741221;1316089.17346318;6469219.14943765;16020900001;Tengene
Point (1689418.42651924141682684 7857220.55634536687284708);23474;5748;;high;6369948.353483;510574.111195;57.47205291;15.17630394;1462265.16354457;6372026.81862365;6851800001;Skede
Point (1726037.99622067762538791 7865446.65790033433586359);23807;5733;;high;6374468.26558;530270.941886;57.51176617;15.50526313;1482022.34764616;6376314.42484232;6851700001;Karlstorp
Point (1710680.25240584393031895 7835931.94626568909734488);23888;5632;;high;6358530.691801;522091.412597;57.36907692;15.36730217;1473650.99231367;6360468.59385687;6851300001;Skirö
Point (1716487.90556588349863887 7826236.32450599316507578);24005;5616;;high;6353317.326714;525261.468551;57.32208181;15.41947321;1476760.32218685;6355215.90220099;6851200006;Stenberga Prästgård
Point (1521562.33477631746791303 7948356.21067125350236893);21500;7592;;high;6419425.194858;421096.654943;57.9096237;13.66842701;1373340.38409132;6422588.43767626;15842200004;Kölingared
Point (1485028.56617418164387345 7905736.18192375358194113);20744;7510;;high;6397151.044966;401094.991982;57.70564933;13.34023858;1353063.88964275;6400542.26753397;15841400018;Tvärred, Stommen
Point (1473504.19454459799453616 7934757.96311911661177874);20219;7467;;high;6412780.668305;395329.729746;57.84466939;13.23671339;1347482.07879505;6416248.1344456;15840900004;Härna
Point (1458981.89287962461821735 7931720.64306934177875519);20302;7213;;high;6411373.326242;387541.672166;57.83014509;13.10625734;1339673.4201307;6414932.9692258;15831000001;Tärby
Point (1459069.56555754481814802 7912425.31912434566766024);20408;7125;;high;6401086.945081;387300.842838;57.73773909;13.10704491;1339309.88190363;6404644.36114859;15830600005;Toarp
Point (1460710.66951326699927449 7923439.85296131484210491);20356;7114;;high;6406936.870167;388341.34867;57.79051706;13.1217872;1340420.6049584;6410484.78532944;15830400009;Rångedala
Point (1467596.546093420824036 7916078.82483871839940548);20389;7120;;high;6402911.58139;391912.87063;57.75525401;13.18364408;1343945.92034237;6406414.95635645;15830500001;Äspered
Point (1457636.90041223587468266 8261089.0678703561425209);12456;8392;;high;6582954.731104;391696.881557;59.37136192;13.09417506;1345893.56111715;6586548.06290717;17640100005;Säm
Point (1821694.19740078737959266 8321617.81538983434438705);10143;10207;;high;6612917.993867;576917.083937;59.64725241;16.36455741;1531546.89526712;6614275.18351537;19800800007;Lillhärad
Point (1833044.22525312984362245 8306233.89378601498901844);10159;10071;;high;6605256.935842;582835.5907;59.57734612;16.46651644;1537373.95468182;6606540.19420062;19800200005;Lundby
Point (1892511.1575398170389235 8374961.29419660195708275);10372;9741;;high;6640687.992387;611959.27146;59.8885267;17.00071698;1566935.70983474;6641625.94249184;19170400004;Vittinge
Point (1700053.35675353952683508 8216437.52465350273996592);12057;9624;;high;6558611.606405;515542.343444;59.16639062;15.27183914;1469495.25374304;6560695.90835932;18810300013;Ekeby
Point (1658411.41724514518864453 8154068.37573601026087999);11611;9634;;high;6526473.832704;494105.501742;58.87801755;14.89776323;1447662.91629637;6528805.50634869;18820100201;Askersund
Point (1698276.58692191378213465 8220395.11083799414336681);11972;9603;;high;6560636.516831;514622.000463;59.18460762;15.25587815;1468599.07586148;6562732.63737194;18801800013;Gällersta
Point (1502931.0642702414188534 8263356.9164858590811491);11606;8818;;high;6583518.892496;414842.21095;59.38173951;13.50105946;1369056.5366947;6586831.95944268;17800100201;Karlstad
Point (1693281.98172285570763052 8239474.22599253430962563);11622;9529;;high;6570391.764501;512027.194508;59.27229379;15.21101085;1466121.37738029;6572522.62502474;18800100101;Örebro
Point (1331958.40377129684202373 7905510.37823380902409554);11591;6678;;high;6399868.873187;319175.776541;57.70456559;11.96518592;1271133.78139523;6404237.22245268;14801600001;Göteborg
Point (1332175.72499030129984021 7906039.01068273838609457);11592;6678;;high;6400145.945973;319304.69283;57.70710271;11.96713815;1271266.07332648;6404512.9188374;14801600001;Göteborg
Point (1765282.36831562523730099 7897411.13848972041159868);11538;6628;;high;6391813.05376;551174.850787;57.66567191;15.85780132;1503138.9890743;6393416.25116705;8840100202;Vimmerby
Point (1796965.59521520859561861 7666370.54238384403288364);10829;6525;;high;6266599.75636;570254.331544;56.53849647;16.14241659;1520744.03220679;6267940.82867712;8801000001;Voxtorp
Point (1800787.05986097478307784 7669571.09027732908725739);10847;6520;;high;6268399.40018;572335.078027;56.55434579;16.17674539;1522846.49929096;6269716.53718828;8800900001;Södra Hagby
Point (1816685.26154326950199902 8068880.1436339495703578);11519;4389;;high;6482931.717041;576948.170459;58.48021774;16.31956137;1530008.40397643;6484253.17585655;5820200039;Söderköpings stadsjordar
Point (1816247.02503983792848885 8069012.46395380888134241);11518;4389;;high;6482996.397284;576717.269167;58.48083915;16.31562462;1529778.21601606;6484320.64474149;5820200039;Söderköpings stadsjordar
Point (1780498.90284287463873625 7641453.44380348920822144);11000;6249;;high;6252699.603925;561357.125475;56.41487835;15.99449378;1511681.14173228;6254141.10617221;8340200102;Torsås
Point (1752887.64237531530670822 8477028.05186012387275696);12903;11222;;high;6690104.867703;541200.390022;60.34533733;15.7464576;1496760.79883464;6691919.96622871;20820100301;Säter
Point (1665430.36377143114805222 8141495.31438076868653297);12847;9635;;high;6519964.309594;497736.995349;58.81959093;14.9608155;1451217.30435923;6522249.85624407;18820500001;*Berga
Point (1677105.56834549782797694 8241341.42488453257828951);12422;9577;;high;6571328.820421;503743.583294;59.28086319;15.06569565;1457846.20948423;6573560.25820475;18800900003;Gräve
Point (1668791.20157616538926959 8231919.45740852411836386);12478;9571;;high;6566509.390317;499486.86247;59.2375996;14.99100642;1453529.65392431;6568790.61505164;18800700005;Vintrosa
Point (1677313.74266086146235466 8223416.61380041670054197);12503;9560;;high;6562158.430004;503859.43921;59.19850924;15.06756571;1457851.16665576;6564385.21570228;18800600003;Täby
Point (1686666.34423000505194068 8221435.31227961089462042);12552;9550;;high;6561151.310223;508660.833644;59.18939412;15.15158156;1462642.072324;6563319.68409549;18800500017;Åsen
Point (1721121.29554644506424665 8161979.49268236756324768);12202;9508;;high;6530648.703358;526556.344245;58.91472975;15.46109566;1480175.37603315;6532590.66249573;18610500042;Averby
Point (1711927.18220725213177502 8184356.22537594381719828);12159;9498;;high;6542157.954682;521734.250124;59.01835991;15.37850353;1475490.51396627;6544161.90378971;18610500031;Svennevad
Point (1688704.75489661726169288 8196421.74699020758271217);12635;9385;;high;6548316.425021;509739.751683;59.07410804;15.16989292;1463566.27107248;6550467.28641567;18610100004;Hallsberg
Point (1708585.60203296854160726 8210636.27602939400821924);12216;9393;;high;6555656.529325;519940.102878;59.13966959;15.34848561;1473858.78737035;6557686.6765355;18610400002;Åsen
Point (1435120.55363413412123919 8323114.03793459106236696);13797;9024;;high;6614770.189313;381203.109176;59.65404365;12.89190728;1335780.90114639;6618506.33091948;17841100029;Brunskogs prästgård
Point (1388735.31113745900802314 8320887.53192342724651098);13960;8983;;high;6614464.734175;357685.730646;59.64393721;12.47522156;1312247.98188657;6618486.63410584;17840900008;Älgå
Point (1331011.54241546662524343 8283506.14954433869570494);13069;8580;;high;6596757.46883;327601.551009;59.47380227;11.95668012;1281932.62266162;6601135.42448277;17650400013;Holmedal
Point (1447939.49458116432651877 8210657.54967934731394053);15436;9192;;high;6557317.954283;385976.347959;59.13976762;13.00706178;1339859.89034875;6560968.13285438;17850800203;Skåperud
Point (1460186.39099664217792451 8173883.2947272090241313);15325;9159;;high;6538224.609221;391736.472316;58.96989691;13.11707753;1345392.14175091;6541795.93290831;17850600002;Byn
Point (1465659.79747781297191978 8167110.06209288816899061);15301;9166;;high;6534652.797917;394467.263234;58.93851775;13.16624597;1348081.14212183;6538189.44785868;17850700002;Eskilsäter
Point (1456239.02913345769047737 8190273.91733925696462393);15369;9129;;high;6546722.597362;389940.311994;59.04571361;13.08161777;1343697.72607019;6550319.71742613;17850400002;Kalvhagen
Point (1427597.35129685141146183 8206077.74909852538257837);15552;9098;;high;6555294.700918;375446.942179;59.11865799;12.8243252;1329300.81921895;6559071.19376767;17850200017;Tveta
Point (1398642.03227315074764192 8358073.53293257299810648);14078;8947;;high;6633021.853353;363389.162538;59.81233135;12.56421515;1318180.14226936;6636983.85801529;17840700122;Stommen
Point (1440326.30115853063762188 8204733.06307741813361645);15489;9068;;high;6554396.690515;381970.335567;59.11245748;12.9386713;1335816.59392319;6558093.87151231;17850100106;By
Point (1418050.32097006402909756 8285700.38869174011051655);14484;8874;;high;6596104.829658;371918.603669;59.48381273;12.73856277;1326265.07081344;6599944.49767691;17840300024;Stavnäs
Point (1363296.78578625246882439 8355806.75107988715171814);14151;8338;;high;6632579.309922;345540.545325;59.80209065;12.24670339;1300316.88418127;6636758.45828169;17300500024;Klockaregården
Point (1370768.95031212805770338 8362604.65337056573480368);14218;8272;;high;6635841.978631;349443.376561;59.83279229;12.31382699;1304261.50990771;6639975.30354204;17300100021;Nolby
Point (1499184.26061771740205586 7965817.60763759166002274);15871;8060;;high;6428942.804685;409396.002105;57.99285912;13.46740135;1361747.94075845;6432250.11575474;16861400003;Börstig
Point (1487206.07398666301742196 7971382.11101599037647247);15955;8047;;high;6432040.247775;403107.136413;58.01934356;13.35979947;1355493.10561806;6435424.14158809;16861300001;*Kyrkarp
Point (1486614.71359850419685245 7981813.28174540121108294);15920;8039;;high;6437568.454717;402927.916344;58.06893829;13.35448719;1355379.86372491;6440957.11932071;16861200003;Grolanda
Point (1485678.39829510659910738 7993498.57643763348460197);16010;8005;;high;6443755.827449;402583.163431;58.12441404;13.34607612;1355108.92984971;6447151.5567096;16860500006;Floby
Point (1464290.52736273664049804 8363689.48012055084109306);14996;3517;;high;6634776.522804;396536.261697;59.83768913;13.15394561;1351364.85159873;6638335.71419575;5120300126;Sunne
Point (1492543.71303971344605088 8003908.87807696871459484);16128;8012;;high;6449161.918454;406344.970021;58.17376413;13.4077483;1358937.19375624;6452515.20077022;16860700001;Gökhem
Point (1488640.84808413684368134 7997584.99787639919668436);16107;8008;;high;6445874.987862;404202.492816;58.1437939;13.37268826;1356754.37689061;6449252.35257786;16860600002;Sörby
Point (1511622.48632027511484921 8008884.1354662673547864);17432;7992;;high;6451559.517213;416480.164883;58.19732521;13.57913583;1369105.79502266;6454792.61712192;16860200004;Friggeråker
Point (1508449.66126217297278345 8001306.63377639837563038);17264;7987;;high;6447599.825186;414719.051575;58.16143459;13.55063386;1367296.48664733;6450852.17806212;16860100206;Falköping
Point (1537048.08627931936644018 8008265.54982625413686037);16652;7970;;high;6450973.25291;429899.157884;58.19439666;13.80753788;1382523.82584109;6454045.4849453;16851600001;Varv
Point (1534478.09243775787763298 7991796.5505831828340888);16936;7960;;high;6442307.75156;428385.430632;58.11633907;13.78445124;1380905.76310603;6445394.2400522;16851300001;Hångsdala
Point (1530434.07578545156866312 7995875.72491689492017031);16919;7961;;high;6444500.985369;426285.27333;58.13568895;13.74812322;1378830.8964563;6447613.56949086;16851400001;Östra Gerum
Point (1537813.86065012658946216 7993371.22530380263924599);16549;7959;;high;6443108.026396;430165.376477;58.12380991;13.81441695;1382696.06993558;6446173.58586816;16851200003;Valstad
Point (1543342.72696927888318896 7985730.41753235645592213);16516;7951;;high;6439020.429325;433022.762219;58.08754445;13.8640836;1385505.84673953;6442050.01935945;16851000002;Vättak
Point (1533694.74483393388800323 7984524.28543063253164291);16491;7956;;high;6438472.055549;427901.243496;58.08181643;13.7774143;1380375.5025744;6441562.62214161;16851100005;Kymbo
Point (1540300.13168852659873664 8001467.82812040485441685);16632;7948;;high;6447358.74901;431554.578074;58.16219846;13.8367515;1384136.7290669;6450409.57350681;16850800001;Ottravad
Point (1560687.09248562809079885 8019481.74885297659784555);16699;7940;;high;6456679.600668;442467.980051;58.24745976;14.01989069;1395166.43654298;6459603.86272872;16850700007;Fröjered
Point (1564331.91905417805537581 8029165.31951802782714367);16818;7907;;high;6461745.345187;444461.479473;58.29320832;14.05263272;1397221.45829928;6464647.89626362;16840700006;Fridene
Point (1537096.99184757610782981 8033751.12637047842144966);17726;7885;;high;6464382.780796;430162.26946;58.31485266;13.80797721;1382947.63938774;6467457.80147571;16830700001;Sjogerstad
Point (1548014.13951340620405972 8021846.35314027685672045);17740;7889;;high;6458026.736493;435805.985866;58.25863642;13.90604762;1388517.69346029;6461031.35623299;16831000001;Ljunghem
Point (1551840.72578121069818735 8027099.36987787298858166);17748;7891;;high;6460757.310465;437866.485277;58.28345301;13.94042242;1390611.79355149;6463738.43897816;16831100001;Edåsa
Point (1501835.25514303054660559 8029716.87226490955799818);17296;7878;;high;6462635.421462;411558.192663;58.29581226;13.49121564;1364314.19175258;6465932.57706223;16821400201;Bjärka
Point (1564316.90813463879749179 8095177.75156277045607567);17796;7809;;high;6496291.839454;444940.457967;58.60350307;14.05249788;1398115.18093834;6499203.32435768;16630800002;Mo
Point (1534626.94668290042318404 7966102.11948405671864748);16329;7715;;high;6428710.965062;428219.688575;57.99421374;13.78578842;1380577.46899193;6431793.36979619;16220200028;Sandhem
Point (1544317.10071004508063197 7975770.99916924349963665);16472;7684;;high;6433743.26148;433450.865054;58.0402188;13.87283655;1385871.07306842;6436765.41239572;16220100016;Utvängstorp
Point (1416735.33163670846261084 7879540.41371608432382345);18088;7338;;high;6384195.800776;364074.392216;57.57970644;12.72675002;1315870.53678375;6388021.04913672;15831900002;Seglora
Point (1401131.87807335518300533 7855589.71681212168186903);18018;6809;;high;6371628.527783;355238.165861;57.46417455;12.58658181;1306880.25144918;6375552.14158348;15630900002;Berghem
Point (1395583.03347288304939866 7844499.56655680108815432);18007;6826;;high;6365769.006348;352032.725827;57.41055453;12.53673569;1303603.50245331;6369727.53458351;15631200201;Kattunga
Point (1424065.42665266548283398 7874904.13046873733401299);18056;6800;;high;6381580.062836;367929.926692;57.55737078;12.79259738;1319696.97982014;6385358.09707016;15630700005;Fritsla
Point (1410798.98121054517105222 8241173.48932588659226894);14359;9345;;high;6573555.41519;367437.356317;59.28009255;12.67342288;1321508.17023865;6577438.03528132;17851200015;Kyrkebol
Point (1813542.06918891170062125 8079295.83115094620734453);28934;7029;;high;6488341.663445;575197.173772;58.52909919;16.29132559;1528321.86980909;6489685.6194402;15810800001;Tingstad
Point (1667392.50118767190724611 8054487.91116323415189981);28198;5056;;high;6474643.668055;498740.394724;58.41256205;14.97844168;1451676.37480191;6476900.71976317;5841200004;Orlunda
Point (1658169.57976747071370482 8053697.92793257534503937);28151;4983;;high;6474234.309557;493898.955898;58.40884469;14.89559077;1446828.25730623;6476549.2719754;5840300010;Strå
Point (1679027.74099074676632881 8062689.18803285714238882);28301;4921;;high;6478940.740594;504842.037844;58.45113095;15.08296282;1457831.75215912;6481126.14658519;5832300201;Östra Styra
Point (1670044.08075637929141521 8060724.17726386617869139);28101;4960;;high;6477909.278345;500132.00886;58.44189376;15.00226123;1453107.66153481;6480150.82011511;5832600008;Fivelstad
Point (1684806.01264941319823265 8077055.09987339749932289);28345;4824;;high;6486456.532811;507856.466643;58.51858905;15.13486992;1460937.44895554;6488608.41902183;5831200002;Ask
Point (1666634.44783302210271358 8098731.67527130618691444);28597;4591;;high;6497754.978732;498352.276511;58.62013091;14.97163198;1451565.58741387;6500025.07032345;5830300022;Nykyrka
Point (1679731.97214901377446949 8076588.84119404666125774);28386;4563;;high;6486208.555775;505201.605897;58.51640167;15.08928904;1458278.6728485;6488392.22815021;5830100206;Vinnerstad
Point (1674040.81682346109300852 8080624.24750981573015451);28424;4516;;high;6488313.103233;502222.108444;58.53532864;15.03816452;1455323.38211512;6490533.30086439;5830100101;Motala
Point (1831053.06249000760726631 8062841.48212527297437191);30000;4484;;high;6479928.318622;584541.962364;58.45184675;16.44862952;1537568.19180048;6481157.85408384;5821000006;Mogata
Point (1801028.61655525607056916 8071356.75885437708348036);29784;4414;;high;6484073.941164;568724.457668;58.49184681;16.17891533;1521796.12187604;6485494.41364587;5820400006;Västra Husby
Point (1819432.67648542462848127 8084914.95953681878745556);28870;4128;;high;6491334.809148;578219.664871;58.55544185;16.34424182;1531381.12866059;6492643.28416742;5812000001;Furingstad
Point (1816386.03745011053979397 8090610.95276379026472569);28818;4112;;high;6494273.841555;576568.993928;58.58212465;16.31687339;1529765.31363344;6495602.94333854;5811900001;Dagsberg
Point (1843693.24878377444110811 8072196.57825741171836853);30624;4212;;high;6484968.522681;591054.227996;58.49578936;16.56217825;1544142.63265409;6486121.21820374;5812400001;Östra Ny
Point (1833923.40423403028398752 8079169.72678175382316113);30421;4161;;high;6488495.322519;585859.333419;58.52850779;16.47441424;1538988.73285379;6489711.29721482;5812200004;Kuddby prästgård
Point (1821378.34215705282986164 8076103.27374755870550871);30548;4143;;high;6486755.410854;579329.878079;58.51412356;16.36172003;1532436.65274815;6488049.31757059;5812100001;Tåby
Point (1825445.95459328964352608 8088021.72039603907614946);30764;4107;;high;6493019.494392;581328.885339;58.56999795;16.39826001;1534511.42094669;6494291.07607514;5811800003;Konungsund
Point (1823216.75506887445226312 8117315.11365153547376394);31554;4065;;high;6508242.110729;579851.000448;58.70694902;16.37823477;1533216.13451707;6509535.53786162;5811500003;Krokek
Point (1795991.39265483058989048 8104625.94124889839440584);31182;4053;;high;6501379.192691;565793.804623;58.64769114;16.13366518;1519072.51269928;6502839.77226902;5811400021;Kvillinge
Point (1870200.77152502746321261 8006428.65319094806909561);30376;3854;;high;6450798.263003;605855.071735;58.18569886;16.80029937;1558537.66068422;6451765.14021577;5630400016;Gryt
Point (1796302.57944798213429749 8096516.04166500549763441);31209;3937;;high;6497159.519755;566027.549456;58.60976549;16.13646062;1519255.60473213;6498616.08777999;5810400001;Enebymo
Point (1831106.52815658389590681 8037706.47030423302203417);30108;3796;;high;6466755.281257;584853.80966;58.33351067;16.44910981;1537722.17960846;6467977.60897336;5630200101;Ringarums prästgård
Point (1768022.69048273959197104 8167164.17728633899241686);31486;3768;;high;6533568.911228;550785.996523;58.93876857;15.88241806;1504447.8866821;6535219.63993628;5620400013;Skedevi
Point (1747177.29153665853664279 8157314.48108264058828354);31410;3735;;high;6528355.280688;540061.866241;58.89308609;15.69516065;1493657.59720246;6530133.6962506;5620300006;Regna
Point (1763794.97859050962142646 8110514.00556239578872919);31312;3657;;high;6504194.617016;548970.313036;58.67520067;15.84443987;1502277.91705691;6505858.30937999;5620100055;Prästgården
Point (1983010.72666607797145844 8182274.72177467774599791);31971;1159;;high;6544426.628862;661581.459591;59.00873328;17.81368844;1615400.80688511;6544743.17580284;1920200018;Sorunda
Point (1978140.81301745376549661 8227797.33248070534318686);31804;393;;high;6567683.977387;658100.091114;59.21865443;17.76994126;1612199.88635684;6568046.73902553;1280100004;Salem
Point (2006340.6500151613727212 8241650.21990578528493643);31888;523;;high;6575392.579883;672231.546613;59.28228018;18.02326471;1626427.07337908;6575585.64118672;1802100204;Brännkyrka
Point (1980013.55906965676695108 8211453.54751638509333134);31707;372;;high;6559352.772115;659409.890808;59.14343527;17.78676443;1613409.16727488;6559698.19838702;1270200019;Grödinge
Point (1897468.24264075490646064 8285646.64371446426957846);32401;2902;;high;6595680.997923;615840.499052;59.48356757;17.04524723;1570270.80685656;6596561.39837678;4860300101;Husby
Point (2015873.13999360706657171 8206673.69766254164278507);32246;443;;high;6557715.633301;677942.804207;59.12140563;18.10889653;1631925.40675007;6557836.75592846;1360600001;Västerhaninge
